...1,id,condition,response,response_clean,item,item_clean,SemDis_cbowukwacsubtitle_c_m,SemDis_cbowsubtitle_c_m,SemDis_cbowBNCwikiukwac_c_m,SemDis_TASA_c_m,SemDis_GloVe_c_m,SemDis_MEAN,SemDis_factor
36,37,creative,7 Use bricks as a backdrop for a photo shoot or event,use bricks as a backdrop for a photo shoot or event,brick,brick,0.89125,0.95019,0.96362,0.96758,0.8083,0.91619,-0.19438
37,38,creative,8 Create a unique piece of wall art by painting or arranging bricks in a pattern,create a unique piece of wall art by painting or arranging bricks in a pattern,brick,brick,0.84822,0.9651,0.98102,0.96752,0.8082,0.91401,-0.32194
38,39,creative,9 Use bricks as a makeshift step stool or platform for hardtoreach areas,use bricks as a makeshift step stool or platform for hardtoreach areas,brick,brick,1.17517,0.96531,1.09132,0.96754,0.80833,1.00153,0.30939
39,40,creative,10 Build a small decorative wall or pillar using bricks,build a small decorative wall or pillar using bricks,brick,brick,0.8318,0.9643,1.05292,1.17059,0.80803,0.96553,-0.4351
40,41,creative,1 Use a brick as a doorstop or bookend,use a brick as a doorstop or bookend,brick,brick,1.19302,0.91052,1.113,0.96697,1.19161,1.07502,0.15964
41,42,creative,2 Create a unique garden border by stacking bricks in a decorative pattern,create a unique garden border by stacking bricks in a decorative pattern,brick,brick,1.14937,0.98751,1.01677,0.96899,1.19181,1.06289,0.1823
42,43,creative,3 Use bricks as weights for a DIY workout routine,use bricks as weights for a diy workout routine,brick,brick,0.96975,0.95333,1.00634,0.97091,1.19165,1.0184,-0.2308
43,44,creative,4 Build a small fire pit or barbecue grill using bricks,build a small fire pit or barbecue grill using bricks,brick,brick,1.1403699999999999,1.06914,1.0193699999999999,1.09599,1.19167,1.10331,0.1676
44,45,creative,5 Use bricks as a base for a table or bench,use bricks as a base for a table or bench,brick,brick,1.0345,1.0284200000000001,0.96616,0.96756,1.19165,1.03766,-0.02586
45,46,creative,6 Create a rustic industrialstyle bookshelf by stacking bricks and wooden planks,create a rustic industrialstyle bookshelf by stacking bricks and wooden planks,brick,brick,1.10195,0.9933,1.09173,0.95223,1.14928,1.0577,-0.01749
46,47,creative,7 Use bricks to create a unique textured accent wall in a room,use bricks to create a unique textured accent wall in a room,brick,brick,1.1515,1.04184,1.0890900000000001,0.9692,1.1924,1.08881,0.08512
47,48,creative,8 Build a birdhouse or bird bath using bricks,build a birdhouse or bird bath using bricks,brick,brick,1.03106,0.97186,1.06373,1.10135,0.8083,0.99526,0.01796
48,49,creative,9 Use bricks to create a unique DIY headboard for a bed,use bricks to create a unique diy headboard for a bed,brick,brick,0.85381,1.08538,0.95473,0.96733,0.80833,0.93392,-0.27987
49,50,creative,10 Create a fun outdoor game by painting bricks and using them as oversized dominoes,create a fun outdoor game by painting bricks and using them as oversized dominoes,brick,brick,1.0111,1.06362,0.91872,0.96823,1.19168,1.03067,-0.01903
50,51,creative,1 Use a brick as a doorstop or bookend,use a brick as a doorstop or bookend,brick,brick,1.19302,0.91052,1.113,0.96697,1.19161,1.07502,0.15964
51,52,creative,2 Create a unique garden border by stacking bricks in a decorative pattern,create a unique garden border by stacking bricks in a decorative pattern,brick,brick,1.14937,0.98751,1.01677,0.96899,1.19181,1.06289,0.1823
52,53,creative,3 Use bricks as weights for a DIY workout routine,use bricks as weights for a diy workout routine,brick,brick,0.96975,0.95333,1.00634,0.97091,1.19165,1.0184,-0.2308
53,54,creative,4 Build a small fire pit or barbecue grill using bricks,build a small fire pit or barbecue grill using bricks,brick,brick,1.1403699999999999,1.06914,1.0193699999999999,1.09599,1.19167,1.10331,0.1676
54,55,creative,5 Use bricks as a base for a table or bench,use bricks as a base for a table or bench,brick,brick,1.0345,1.0284200000000001,0.96616,0.96756,1.19165,1.03766,-0.02586
55,56,creative,6 Create a rustic industrialstyle bookshelf by stacking bricks and wooden planks,create a rustic industrialstyle bookshelf by stacking bricks and wooden planks,brick,brick,1.10195,0.9933,1.09173,0.95223,1.14928,1.0577,-0.01749
56,57,creative,7 Use bricks to create a unique textured accent wall in your home,use bricks to create a unique textured accent wall in your home,brick,brick,1.15251,1.03981,0.92781,0.96823,1.19246,1.05616,0.3079
57,58,creative,8 Build a birdhouse or bird bath using bricks,build a birdhouse or bird bath using bricks,brick,brick,1.03106,0.97186,1.06373,1.10135,0.8083,0.99526,0.01796
58,59,creative,9 Use bricks to create a DIY outdoor pizza oven,use bricks to create a diy outdoor pizza oven,brick,brick,1.08152,0.96098,1.0314,0.98594,1.19154,1.05028,0.0037200000000000002
59,60,creative,10 Create a unique industrialstyle lamp base by stacking bricks and adding a light fixture,create a unique industrialstyle lamp base by stacking bricks and adding a light fixture,brick,brick,0.84421,0.94743,0.92388,0.96806,0.80963,0.89864,-0.25296
60,61,creative,1 Use a brick as a doorstop or bookend,use a brick as a doorstop or bookend,brick,brick,1.19302,0.91052,1.113,0.96697,1.19161,1.07502,0.15964
61,62,creative,2 Create a unique garden border by stacking bricks in a decorative pattern,create a unique garden border by stacking bricks in a decorative pattern,brick,brick,1.14937,0.98751,1.01677,0.96899,1.19181,1.06289,0.1823
62,63,creative,3 Use bricks as weights for a DIY workout routine,use bricks as weights for a diy workout routine,brick,brick,0.96975,0.95333,1.00634,0.97091,1.19165,1.0184,-0.2308
63,64,creative,4 Build a small fire pit or barbecue grill using bricks,build a small fire pit or barbecue grill using bricks,brick,brick,1.1403699999999999,1.06914,1.0193699999999999,1.09599,1.19167,1.10331,0.1676
64,65,creative,5 Use bricks as a base for a table or bench,use bricks as a base for a table or bench,brick,brick,1.0345,1.0284200000000001,0.96616,0.96756,1.19165,1.03766,-0.02586
65,66,creative,6 Create a rustic industrialstyle bookshelf by stacking bricks and wooden planks,create a rustic industrialstyle bookshelf by stacking bricks and wooden planks,brick,brick,1.10195,0.9933,1.09173,0.95223,1.14928,1.0577,-0.01749
66,67,creative,7 Use bricks to create a unique textured accent wall in a room,use bricks to create a unique textured accent wall in a room,brick,brick,1.1515,1.04184,1.0890900000000001,0.9692,1.1924,1.08881,0.08512
67,68,creative,8 Build a birdhouse or bird bath using bricks,build a birdhouse or bird bath using bricks,brick,brick,1.03106,0.97186,1.06373,1.10135,0.8083,0.99526,0.01796
68,69,creative,9 Use bricks to create a DIY outdoor pizza oven,use bricks to create a diy outdoor pizza oven,brick,brick,1.08152,0.96098,1.0314,0.98594,1.19154,1.05028,0.0037200000000000002
69,70,creative,10 Create a unique modernlooking lamp base by stacking bricks and adding a light fixture,create a unique modernlooking lamp base by stacking bricks and adding a light fixture,brick,brick,0.84421,0.94743,0.92388,0.96806,0.80963,0.89864,-0.25296
70,71,creative,1 Use a brick as a doorstop or bookend,use a brick as a doorstop or bookend,brick,brick,1.19302,0.91052,1.113,0.96697,1.19161,1.07502,0.15964
71,72,creative,2 Create a unique garden border by stacking bricks in a decorative pattern,create a unique garden border by stacking bricks in a decorative pattern,brick,brick,1.14937,0.98751,1.01677,0.96899,1.19181,1.06289,0.1823
72,73,creative,3 Use bricks as weights for a DIY workout routine,use bricks as weights for a diy workout routine,brick,brick,0.96975,0.95333,1.00634,0.97091,1.19165,1.0184,-0.2308
73,74,creative,4 Build a small fire pit or barbecue grill using bricks,build a small fire pit or barbecue grill using bricks,brick,brick,1.1403699999999999,1.06914,1.0193699999999999,1.09599,1.19167,1.10331,0.1676
74,75,creative,5 Use bricks as a base for a table or bench,use bricks as a base for a table or bench,brick,brick,1.0345,1.0284200000000001,0.96616,0.96756,1.19165,1.03766,-0.02586
75,76,creative,6 Create a rustic industrialstyle bookshelf by stacking bricks and wooden planks,create a rustic industrialstyle bookshelf by stacking bricks and wooden planks,brick,brick,1.10195,0.9933,1.09173,0.95223,1.14928,1.0577,-0.01749
76,77,creative,7 Use bricks to create a unique textured accent wall in your home,use bricks to create a unique textured accent wall in your home,brick,brick,1.15251,1.03981,0.92781,0.96823,1.19246,1.05616,0.3079
77,78,creative,8 Build a birdhouse or bird bath using bricks,build a birdhouse or bird bath using bricks,brick,brick,1.03106,0.97186,1.06373,1.10135,0.8083,0.99526,0.01796
78,79,creative,9 Use bricks to create a unique DIY headboard for your bed,use bricks to create a unique diy headboard for your bed,brick,brick,0.85302,0.98864,0.97496,0.96692,0.80833,0.91837,-0.3037
79,80,creative,10 Create a fun outdoor game by painting bricks and using them as oversized dominoes,create a fun outdoor game by painting bricks and using them as oversized dominoes,brick,brick,1.0111,1.06362,0.91872,0.96823,1.19168,1.03067,-0.01903
80,81,creative,1 Use a brick as a doorstop or bookend,use a brick as a doorstop or bookend,brick,brick,1.19302,0.91052,1.113,0.96697,1.19161,1.07502,0.15964
81,82,creative,2 Create a unique garden border by stacking bricks in a decorative pattern,create a unique garden border by stacking bricks in a decorative pattern,brick,brick,1.14937,0.98751,1.01677,0.96899,1.19181,1.06289,0.1823
82,83,creative,3 Use bricks as weights for a DIY workout routine,use bricks as weights for a diy workout routine,brick,brick,0.96975,0.95333,1.00634,0.97091,1.19165,1.0184,-0.2308
83,84,creative,4 Build a small fire pit or barbecue grill using bricks,build a small fire pit or barbecue grill using bricks,brick,brick,1.1403699999999999,1.06914,1.0193699999999999,1.09599,1.19167,1.10331,0.1676
84,85,creative,5 Use bricks as a base for a table or bench,use bricks as a base for a table or bench,brick,brick,1.0345,1.0284200000000001,0.96616,0.96756,1.19165,1.03766,-0.02586
85,86,creative,6 Create a rustic industrialstyle bookshelf by stacking bricks and wooden planks,create a rustic industrialstyle bookshelf by stacking bricks and wooden planks,brick,brick,1.10195,0.9933,1.09173,0.95223,1.14928,1.0577,-0.01749
86,87,creative,7 Use bricks to create a unique textured accent wall in a room,use bricks to create a unique textured accent wall in a room,brick,brick,1.1515,1.04184,1.0890900000000001,0.9692,1.1924,1.08881,0.08512
87,88,creative,8 Build a birdhouse or bird bath using bricks,build a birdhouse or bird bath using bricks,brick,brick,1.03106,0.97186,1.06373,1.10135,0.8083,0.99526,0.01796
88,89,creative,9 Use bricks to create a unique DIY headboard for a bed,use bricks to create a unique diy headboard for a bed,brick,brick,0.85381,1.08538,0.95473,0.96733,0.80833,0.93392,-0.27987
89,90,creative,10 Create a unique DIY outdoor seating area by stacking bricks and adding cushions,create a unique diy outdoor seating area by stacking bricks and adding cushions,brick,brick,1.02743,0.96983,0.9575400000000001,0.97425,0.80821,0.94745,0.13936
90,91,creative,1 Use a brick as a doorstop or bookend,use a brick as a doorstop or bookend,brick,brick,1.19302,0.91052,1.113,0.96697,1.19161,1.07502,0.15964
91,92,creative,2 Create a unique garden border by stacking bricks in a decorative pattern,create a unique garden border by stacking bricks in a decorative pattern,brick,brick,1.14937,0.98751,1.01677,0.96899,1.19181,1.06289,0.1823
92,93,creative,3 Use bricks as weights for a DIY workout routine,use bricks as weights for a diy workout routine,brick,brick,0.96975,0.95333,1.00634,0.97091,1.19165,1.0184,-0.2308
93,94,creative,4 Build a small fire pit or barbecue grill using bricks,build a small fire pit or barbecue grill using bricks,brick,brick,1.1403699999999999,1.06914,1.0193699999999999,1.09599,1.19167,1.10331,0.1676
94,95,creative,5 Use bricks as a base for a table or bench,use bricks as a base for a table or bench,brick,brick,1.0345,1.0284200000000001,0.96616,0.96756,1.19165,1.03766,-0.02586
95,96,creative,6 Create a rustic industrialstyle bookshelf by stacking bricks and wooden planks,create a rustic industrialstyle bookshelf by stacking bricks and wooden planks,brick,brick,1.10195,0.9933,1.09173,0.95223,1.14928,1.0577,-0.01749
96,97,creative,7 Use bricks as a backdrop for a photo shoot or event,use bricks as a backdrop for a photo shoot or event,brick,brick,0.89125,0.95019,0.96362,0.96758,0.8083,0.91619,-0.19438
97,98,creative,8 Create a unique piece of wall art by painting or arranging bricks in a pattern,create a unique piece of wall art by painting or arranging bricks in a pattern,brick,brick,0.84822,0.9651,0.98102,0.96752,0.8082,0.91401,-0.32194
98,99,creative,9 Use bricks as a makeshift step stool or platform for hardtoreach areas,use bricks as a makeshift step stool or platform for hardtoreach areas,brick,brick,1.17517,0.96531,1.09132,0.96754,0.80833,1.00153,0.30939
99,100,creative,10 Build a small decorative wall or pillar using bricks,build a small decorative wall or pillar using bricks,brick,brick,0.8318,0.9643,1.05292,1.17059,0.80803,0.96553,-0.4351
100,101,creative,1 Use a brick as a doorstop or bookend,use a brick as a doorstop or bookend,brick,brick,1.19302,0.91052,1.113,0.96697,1.19161,1.07502,0.15964
101,102,creative,2 Create a unique garden border by stacking bricks in a decorative pattern,create a unique garden border by stacking bricks in a decorative pattern,brick,brick,1.14937,0.98751,1.01677,0.96899,1.19181,1.06289,0.1823
102,103,creative,3 Use bricks as weights for a DIY workout routine,use bricks as weights for a diy workout routine,brick,brick,0.96975,0.95333,1.00634,0.97091,1.19165,1.0184,-0.2308
103,104,creative,4 Build a small fire pit or barbecue grill using bricks,build a small fire pit or barbecue grill using bricks,brick,brick,1.1403699999999999,1.06914,1.0193699999999999,1.09599,1.19167,1.10331,0.1676
104,105,creative,5 Use bricks as a base for a table or bench,use bricks as a base for a table or bench,brick,brick,1.0345,1.0284200000000001,0.96616,0.96756,1.19165,1.03766,-0.02586
105,106,creative,6 Create a rustic industrialstyle bookshelf by stacking bricks and wooden planks,create a rustic industrialstyle bookshelf by stacking bricks and wooden planks,brick,brick,1.10195,0.9933,1.09173,0.95223,1.14928,1.0577,-0.01749
106,107,creative,7 Use bricks to create a unique textured accent wall in a room,use bricks to create a unique textured accent wall in a room,brick,brick,1.1515,1.04184,1.0890900000000001,0.9692,1.1924,1.08881,0.08512
107,108,creative,8 Build a birdhouse or bird bath using bricks,build a birdhouse or bird bath using bricks,brick,brick,1.03106,0.97186,1.06373,1.10135,0.8083,0.99526,0.01796
108,109,creative,9 Use bricks to create a unique DIY headboard for a bed,use bricks to create a unique diy headboard for a bed,brick,brick,0.85381,1.08538,0.95473,0.96733,0.80833,0.93392,-0.27987
109,110,creative,10 Create a unique DIY outdoor seating area by stacking bricks and adding cushions,create a unique diy outdoor seating area by stacking bricks and adding cushions,brick,brick,1.02743,0.96983,0.9575400000000001,0.97425,0.80821,0.94745,0.13936
110,111,creative,1 Use a brick as a doorstop or bookend,use a brick as a doorstop or bookend,brick,brick,1.19302,0.91052,1.113,0.96697,1.19161,1.07502,0.15964
111,112,creative,2 Create a unique garden border by stacking bricks in a decorative pattern,create a unique garden border by stacking bricks in a decorative pattern,brick,brick,1.14937,0.98751,1.01677,0.96899,1.19181,1.06289,0.1823
112,113,creative,3 Use bricks as weights for a DIY workout routine,use bricks as weights for a diy workout routine,brick,brick,0.96975,0.95333,1.00634,0.97091,1.19165,1.0184,-0.2308
113,114,creative,4 Build a small fire pit or barbecue grill using bricks,build a small fire pit or barbecue grill using bricks,brick,brick,1.1403699999999999,1.06914,1.0193699999999999,1.09599,1.19167,1.10331,0.1676
114,115,creative,5 Use bricks as a base for a table or bench,use bricks as a base for a table or bench,brick,brick,1.0345,1.0284200000000001,0.96616,0.96756,1.19165,1.03766,-0.02586
115,116,creative,6 Create a rustic industrialstyle bookshelf by stacking bricks and wooden planks,create a rustic industrialstyle bookshelf by stacking bricks and wooden planks,brick,brick,1.10195,0.9933,1.09173,0.95223,1.14928,1.0577,-0.01749
116,117,creative,7 Use bricks to create a unique textured accent wall in a room,use bricks to create a unique textured accent wall in a room,brick,brick,1.1515,1.04184,1.0890900000000001,0.9692,1.1924,1.08881,0.08512
117,118,creative,8 Build a birdhouse or bird bath using bricks,build a birdhouse or bird bath using bricks,brick,brick,1.03106,0.97186,1.06373,1.10135,0.8083,0.99526,0.01796
118,119,creative,9 Use bricks to create a unique DIY headboard for a bed,use bricks to create a unique diy headboard for a bed,brick,brick,0.85381,1.08538,0.95473,0.96733,0.80833,0.93392,-0.27987
119,120,creative,10 Create a unique DIY outdoor seating area by stacking bricks and adding cushions,create a unique diy outdoor seating area by stacking bricks and adding cushions,brick,brick,1.02743,0.96983,0.9575400000000001,0.97425,0.80821,0.94745,0.13936
120,121,creative,1 Use a brick as a doorstop or bookend,use a brick as a doorstop or bookend,brick,brick,1.19302,0.91052,1.113,0.96697,1.19161,1.07502,0.15964
121,122,creative,2 Create a unique garden border by stacking bricks in a decorative pattern,create a unique garden border by stacking bricks in a decorative pattern,brick,brick,1.14937,0.98751,1.01677,0.96899,1.19181,1.06289,0.1823
122,123,creative,3 Use bricks as weights for a DIY workout routine,use bricks as weights for a diy workout routine,brick,brick,0.96975,0.95333,1.00634,0.97091,1.19165,1.0184,-0.2308
123,124,creative,4 Build a small fire pit or barbecue grill using bricks,build a small fire pit or barbecue grill using bricks,brick,brick,1.1403699999999999,1.06914,1.0193699999999999,1.09599,1.19167,1.10331,0.1676
124,125,creative,5 Use bricks as a base for a table or bench,use bricks as a base for a table or bench,brick,brick,1.0345,1.0284200000000001,0.96616,0.96756,1.19165,1.03766,-0.02586
125,126,creative,6 Create a rustic industrialstyle bookshelf by stacking bricks and wooden planks,create a rustic industrialstyle bookshelf by stacking bricks and wooden planks,brick,brick,1.10195,0.9933,1.09173,0.95223,1.14928,1.0577,-0.01749
126,127,creative,7 Use bricks as a backdrop for a photo shoot or event,use bricks as a backdrop for a photo shoot or event,brick,brick,0.89125,0.95019,0.96362,0.96758,0.8083,0.91619,-0.19438
127,128,creative,8 Create a unique piece of wall art by painting or arranging bricks in a pattern,create a unique piece of wall art by painting or arranging bricks in a pattern,brick,brick,0.84822,0.9651,0.98102,0.96752,0.8082,0.91401,-0.32194
128,129,creative,9 Use bricks as a makeshift step stool or platform for hardtoreach areas,use bricks as a makeshift step stool or platform for hardtoreach areas,brick,brick,1.17517,0.96531,1.09132,0.96754,0.80833,1.00153,0.30939
129,130,creative,10 Build a small decorative wall or pillar using bricks,build a small decorative wall or pillar using bricks,brick,brick,0.8318,0.9643,1.05292,1.17059,0.80803,0.96553,-0.4351
130,131,creative,1 Use a brick as a doorstop or bookend,use a brick as a doorstop or bookend,brick,brick,1.19302,0.91052,1.113,0.96697,1.19161,1.07502,0.15964
131,132,creative,2 Create a unique garden border by stacking bricks in a decorative pattern,create a unique garden border by stacking bricks in a decorative pattern,brick,brick,1.14937,0.98751,1.01677,0.96899,1.19181,1.06289,0.1823
132,133,creative,3 Use bricks as weights for a DIY workout routine,use bricks as weights for a diy workout routine,brick,brick,0.96975,0.95333,1.00634,0.97091,1.19165,1.0184,-0.2308
133,134,creative,4 Build a small fire pit or barbecue grill using bricks,build a small fire pit or barbecue grill using bricks,brick,brick,1.1403699999999999,1.06914,1.0193699999999999,1.09599,1.19167,1.10331,0.1676
134,135,creative,5 Use bricks as a base for a table or bench,use bricks as a base for a table or bench,brick,brick,1.0345,1.0284200000000001,0.96616,0.96756,1.19165,1.03766,-0.02586
135,136,creative,6 Create a rustic industrialstyle bookshelf by stacking bricks and wooden planks,create a rustic industrialstyle bookshelf by stacking bricks and wooden planks,brick,brick,1.10195,0.9933,1.09173,0.95223,1.14928,1.0577,-0.01749
136,137,creative,7 Use bricks as a backdrop for a photo shoot or event,use bricks as a backdrop for a photo shoot or event,brick,brick,0.89125,0.95019,0.96362,0.96758,0.8083,0.91619,-0.19438
137,138,creative,8 Create a unique piece of wall art by painting or arranging bricks in a pattern,create a unique piece of wall art by painting or arranging bricks in a pattern,brick,brick,0.84822,0.9651,0.98102,0.96752,0.8082,0.91401,-0.32194
138,139,creative,9 Use bricks as a makeshift step stool or platform for hardtoreach areas,use bricks as a makeshift step stool or platform for hardtoreach areas,brick,brick,1.17517,0.96531,1.09132,0.96754,0.80833,1.00153,0.30939
139,140,creative,10 Build a small decorative wall or pillar using bricks,build a small decorative wall or pillar using bricks,brick,brick,0.8318,0.9643,1.05292,1.17059,0.80803,0.96553,-0.4351
140,141,creative,1 Use a brick as a doorstop or bookend,use a brick as a doorstop or bookend,brick,brick,1.19302,0.91052,1.113,0.96697,1.19161,1.07502,0.15964
141,142,creative,2 Create a unique garden border by stacking bricks in a decorative pattern,create a unique garden border by stacking bricks in a decorative pattern,brick,brick,1.14937,0.98751,1.01677,0.96899,1.19181,1.06289,0.1823
142,143,creative,3 Use bricks as weights for a DIY workout routine,use bricks as weights for a diy workout routine,brick,brick,0.96975,0.95333,1.00634,0.97091,1.19165,1.0184,-0.2308
143,144,creative,4 Build a small fire pit or barbecue grill using bricks,build a small fire pit or barbecue grill using bricks,brick,brick,1.1403699999999999,1.06914,1.0193699999999999,1.09599,1.19167,1.10331,0.1676
144,145,creative,5 Use bricks as a base for a table or bench,use bricks as a base for a table or bench,brick,brick,1.0345,1.0284200000000001,0.96616,0.96756,1.19165,1.03766,-0.02586
145,146,creative,6 Create a rustic industrialstyle bookshelf by stacking bricks and wooden planks,create a rustic industrialstyle bookshelf by stacking bricks and wooden planks,brick,brick,1.10195,0.9933,1.09173,0.95223,1.14928,1.0577,-0.01749
