#response_filtered#solution#eval#RATItems#prompt#response_raw
73#Salad#ring#False#master/toss/finger#73,Salad#
74#Head#head#True#hammer/gear/hunter#74,Head#
75#Switch#pen#False#knife/light/pal#75,Switch#
76#Play#play#True#foul/ground/mate#76,Play#
77#Birthday#short#False#change/circuit/cake#77,Birthday#
78#walk#walk#True#way/board/sleep#78,walk#
79#Check#check#True#blank/list/mate#79,Check#
80#stream#gate#False#tail/water/flood#80,stream#
81#Keys#grand#False#marshal/child/piano#81,Keys#
82#Sleeve#under#False#cover/arm/wear#82,Sleeve#
83#acid#acid#True#rain/test/stomach#83,acid#
84#Bomb#full#False#time/blown/nelson#84,Bomb#
85#Stock#stock#True#pile/market/room#85,Stock#
86#Trap#trap#True#mouse/bear/sand#86,Trap#
87#Nine#call#False#cat/number/phone#87,Nine#
88#Party#powder#False#keg/puff/room#88,Party#
89#Dream#field#False#trip/house/goal#89,Dream#
90#Night#pitch#False#fork/dark/man#90,Night#
91#Post#post#True#fence/card/master#91,Post#
92#Key#road#False#test/runner/map#92,Key#
93#Launch#sky#False#dive/light/rocket#93,Launch#
94#Wars#super#False#man/glue/star#94,Wars#
95#Root#sweet#False#tooth/potato/heart#95,Root#
96#Crash#terminal#False#illness/bus/computer#96,Crash#
97#Display#writer#False#type/ghost/screen#97,Display#
98#Black#black#True#mail/board/lung#98,Black#
99#Front#false#False#teeth/arrest/start#99,Front#
100#Dig#steam#False#iron/shovel/engine#100,Dig#
101#Firm#suit#False#wet/law/business#101,Firm#
102#Cord#tow#False#rope/truck/line#102,Cord#
103#Base#base#True#off/military/first#103,Base#
104#Table#table#True#spoon/cloth/card#104,Table#
105#Pie#cold#False#cut/cream/war#105,Pie#
106#Link#key#False#note/chain/master#106,Link#
107#Close#after#False#shock/shave/taste#107,Close#
108#Clock#clock#True#wise/work/tower#108,Clock#
109#Beef#crab#False#grass/king/meat#109,Beef#
110#New#shower#False#baby/spring/cap#110,New#
111#Rice#coffee#False#break/bean/cake#111,Rice#
112#water#battle#False#cry/front/ship#112,water#
113#footprint#foot#False#hold/print/stool#113,footprint#
114#Jelly#jelly#True#roll/bean/fish#114,Jelly#
115#Cart#race#False#horse/human/drag#115,Cart#
116#Can#salad#False#oil/bar/tuna#116,Can#
117#Jump#bell#False#bottom/curve/hop#117,Jump#
118#Cherry#cherry#True#tomato/bomb/picker#118,Cherry#
119#nut#nut#True#pea/shell/chest#119,nut#
120#Juice#punch#False#line/fruit/drunk#120,Juice#
121#shell#goose#False#bump/egg/step#121,shell#
122#Power#gun#False#fight/control/machine#122,Power#
123#Living#rest#False#home/arm/room#123,Living#
124#Machine#brain#False#child/scan/wash#124,Machine#
125#Cave#brown#False#nose/stone/bear#125,Cave#
126#Bottom#dead#False#end/line/lock#126,Bottom#
127#Rate#birth#False#control/place/rate#127,Rate#
128#Cocktail#cocktail#True#lounge/hour/napkin#128,Cocktail#
129#Cross#escape#False#artist/hatch/route#129,Cross#
130#Back#rock#False#pet/bottom/garden#130,Back#
131#Flat#running#False#mate/shoes/total#131,Flat#
132#Power#defense#False#self/attorney/spending#132,Power#
133#Cut#switch#False#board/blade/back#133,Cut#
134#hold#farm#False#land/hand/house#134,hold#
135#Loops#money#False#hungry/order/belt#135,Loops#
136#Blade#straight#False#forward/flush/razor#136,Blade#
137#Line#eye#False#shadow/chart/drop#137,Line#
138#Conditions#fair#False#way/ground/weather#138,Conditions#
139#SIDED#broad#False#cast/side/jump#139,SIDED#
140#Door#door#True#back/step/screen#140,Door#
141#book#lip#False#reading/service/stick#141,book#
142#Power#power#True#over/plant/horse#142,Power#
