...1,id,condition,response,response_clean,item,item_clean,SemDis_cbowukwacsubtitle_c_m,SemDis_cbowsubtitle_c_m,SemDis_cbowBNCwikiukwac_c_m,SemDis_TASA_c_m,SemDis_GloVe_c_m,SemDis_MEAN,SemDis_factor
55,56,creative,6 Use it as a makeshift doorstop to keep doors open or closed,use it as a makeshift doorstop to keep doors open or closed,book,book,1.07174,0.976,0.94964,0.96614,0.78027,0.94876,0.00199
56,57,creative,7 Turn it into a unique piece of jewelry by using the cover or pages to make earrings necklaces or bracelets,turn it into a unique piece of jewelry by using the cover or pages to make earrings necklaces or bracelets,book,book,1.08062,1.00037,1.00529,0.96613,1.2763,1.06574,0.00287
57,58,creative,8 Use it as a makeshift phone or tablet stand by propping it up against something,use it as a makeshift phone or tablet stand by propping it up against something,book,book,1.04248,1.0112,0.99544,0.96613,1.21995,1.04704,0.00277
58,59,creative,9 Turn it into a unique piece of furniture by stacking multiple books and using them as a side table or shelf,turn it into a unique piece of furniture by stacking multiple books and using them as a side table or shelf,book,book,0.90633,1.01116,1.03931,0.96613,0.69736,0.92406,-7.9e-4
59,60,creative,10 Use it as a makeshift fan by fanning yourself with the pages on a hot day,use it as a makeshift fan by fanning yourself with the pages on a hot day,book,book,1.10459,0.98706,1.04129,0.96613,0.78239,0.97629,0.00296
60,61,creative,1 Turning it into a secret hiding spot by cutting out the pages and storing small items inside,turning it into a secret hiding spot by cutting out the pages and storing small items inside,book,book,0.95451,1.07919,0.97508,0.96613,0.7736000000000001,0.9497,0.00625
61,62,creative,2 Using it as a decorative piece by stacking multiple books to create a unique sculpture,using it as a decorative piece by stacking multiple books to create a unique sculpture,book,book,1.17191,0.9917,0.9542,0.96613,0.7417199999999999,0.96513,0.00611
62,63,creative,3 Creating a bookthemed centerpiece for a party or event,creating a bookthemed centerpiece for a party or event,book,book,1.02566,0.98332,0.89341,0.96533,1.21922,1.01739,0.00163
63,64,creative,4 Using it as a makeshift laptop stand to elevate the screen and improve posture,using it as a makeshift laptop stand to elevate the screen and improve posture,book,book,1.03049,1.01298,1.04213,0.96613,0.69591,0.94953,0.00291
64,65,creative,5 Turning it into a plant holder by cutting a hole in the center and placing a small plant inside,turning it into a plant holder by cutting a hole in the center and placing a small plant inside,book,book,0.90579,0.98474,0.97678,0.96615,0.7792600000000001,0.92254,-0.00238
65,66,creative,6 Using it as a makeshift weight by holding it in each hand during a workout,using it as a makeshift weight by holding it in each hand during a workout,book,book,0.96732,1.03678,1.00367,0.96613,0.78085,0.95095,0.00312
66,67,creative,7 Turning it into a unique piece of furniture by stacking multiple books and adding a cushion to create a seat,turning it into a unique piece of furniture by stacking multiple books and adding a cushion to create a seat,book,book,0.9017,1.00316,1.09118,0.96613,1.29817,1.05207,-0.00289
67,68,creative,8 Using it as a prop in a photoshoot or film production,using it as a prop in a photoshoot or film production,book,book,1.01946,1.01259,0.98248,0.96614,1.05176,1.00649,0.00257
68,69,creative,9 Creating a bookthemed art piece by tearing out pages and arranging them in a collage,creating a bookthemed art piece by tearing out pages and arranging them in a collage,book,book,1.08965,0.94569,0.9270700000000001,0.96613,0.78134,0.94198,4.1e-4
69,70,creative,10 Using it as a makeshift doorstop to hold open a stubborn door,using it as a makeshift doorstop to hold open a stubborn door,book,book,0.94831,1.00955,1.03907,0.96613,1.21926,1.03646,-4.7e-4
70,71,creative,1 Use the pages of a book to create intricate paper sculptures,use the pages of a book to create intricate paper sculptures,book,book,1.01942,0.96909,0.96139,0.96611,0.70385,0.92397,-2e-5
71,72,creative,2 Hollow out the pages to create a secret compartment for storing small items,hollow out the pages to create a secret compartment for storing small items,book,book,1.09519,0.95902,0.98789,0.96613,0.77427,0.9565,0.00105
72,73,creative,3 Use the book as a makeshift laptop stand,use the book as a makeshift laptop stand,book,book,1.15221,1.02535,0.9677,0.96606,1.2157499999999999,1.06541,0.00732
73,74,creative,4 Cut out pages to create unique gift tags or greeting cards,cut out pages to create unique gift tags or greeting cards,book,book,1.00077,1.01189,1.00424,0.94497,0.77014,0.9464,0.01661
74,75,creative,5 Use the book as a weight for pressing flowers or leaves,use the book as a weight for pressing flowers or leaves,book,book,1.08599,1.09231,0.99373,0.96611,0.77612,0.98285,0.01089
75,76,creative,6 Create a book safe by gluing the pages together and cutting out a compartment for storing valuables,create a book safe by gluing the pages together and cutting out a compartment for storing valuables,book,book,0.85521,0.96739,0.93571,0.96613,1.24792,0.99447,-0.00548
76,77,creative,7 Use the pages as wrapping paper for small gifts,use the pages as wrapping paper for small gifts,book,book,0.90935,0.97128,1.00784,0.97052,0.73149,0.9181,-0.00649
77,78,creative,8 Use the book as a makeshift doorstop,use the book as a makeshift doorstop,book,book,1.10007,0.9088,0.92065,0.96615,1.21994,1.02312,-0.0027
78,79,creative,9 Cut out pages to create a unique collage or art piece,cut out pages to create a unique collage or art piece,book,book,1.06302,0.95976,1.05424,0.96573,1.21374,1.0513,-8e-4
79,80,creative,10 Use the book as a makeshift photo album by inserting pictures between the pages,use the book as a makeshift photo album by inserting pictures between the pages,book,book,1.05237,1.06271,0.97441,0.96533,1.2192,1.0548,0.00771
80,81,creative,1 A book can be hollowed out and used as a secret storage compartment for small items,a book can be hollowed out and used as a secret storage compartment for small items,book,book,1.09341,0.95505,1.03692,0.96613,0.78522,0.96735,2.4e-4
81,82,creative,2 Pages from a book can be folded into origami shapes and used as decorations,pages from a book can be folded into origami shapes and used as decorations,book,book,1.09612,0.98213,0.9863,0.96613,1.31095,1.06833,0.00205
82,83,creative,3 A book can be turned into a lampshade by cutting out the center and attaching it to a lamp base,a book can be turned into a lampshade by cutting out the center and attaching it to a lamp base,book,book,1.07771,0.9493,1.04469,0.96613,0.77554,0.96267,-7.1e-4
83,84,creative,4 Pages from a book can be used as wrapping paper for gifts,pages from a book can be used as wrapping paper for gifts,book,book,1.09849,0.98906,0.96059,0.96614,1.26227,1.05531,0.00295
84,85,creative,5 A book can be used as a makeshift laptop stand by propping it up underneath the computer,a book can be used as a makeshift laptop stand by propping it up underneath the computer,book,book,0.95051,0.96707,0.95306,0.96613,1.22036,1.01143,-0.00287
85,86,creative,6 A book can be used as a makeshift doorstop by placing it under a door,a book can be used as a makeshift doorstop by placing it under a door,book,book,0.90887,0.97702,1.03916,0.96611,1.21963,1.02216,-0.00407
86,87,creative,7 Pages from a book can be used to create a collage or mixed media art piece,pages from a book can be used to create a collage or mixed media art piece,book,book,0.90664,0.99344,0.90462,0.96613,0.78396,0.91096,-0.00104
87,88,creative,8 A book can be used as a weight for pressing flowers or leaves,a book can be used as a weight for pressing flowers or leaves,book,book,1.099,1.05321,0.93271,0.96612,0.77723,0.96565,0.00883
88,89,creative,9 Pages from a book can be cut into strips and used to make paper chains for decorations,pages from a book can be cut into strips and used to make paper chains for decorations,book,book,0.90398,1.03177,0.94734,0.96613,0.76236,0.92232,0.00145
89,90,creative,10 A book can be used as a makeshift pillow by placing it under your head while napping or traveling,a book can be used as a makeshift pillow by placing it under your head while napping or traveling,book,book,0.90549,0.93928,1.03381,0.96613,1.22035,1.01301,-0.00701
90,91,creative,1 Turn it into a plant pot holder by cutting out the center of the pages and filling it with soil and a plant,turn it into a plant pot holder by cutting out the center of the pages and filling it with soil and a plant,book,book,0.90833,0.96133,0.98899,0.96613,0.77954,0.92086,-0.00419
91,92,creative,2 Use it as a makeshift laptop stand by propping it up on its spine,use it as a makeshift laptop stand by propping it up on its spine,book,book,0.97647,1.03018,0.99435,0.96613,0.76802,0.94703,0.00299
92,93,creative,3 Create a unique piece of art by folding the pages into intricate designs,create a unique piece of art by folding the pages into intricate designs,book,book,0.90354,0.96465,1.02455,0.96609,0.6898,0.90973,-0.00424
93,94,creative,4 Cut out letters or shapes to make a personalized banner for a party or event,cut out letters or shapes to make a personalized banner for a party or event,book,book,1.03232,0.90747,1.03971,0.96613,0.78102,0.94533,-0.00517
94,95,creative,5 Use it as a weight to press flowers or leaves,use it as a weight to press flowers or leaves,book,book,1.10264,0.93326,1.01724,0.96615,1.2316,1.05018,-0.00166
95,96,creative,6 Turn it into a secret hiding spot by cutting out the pages and storing small items inside,turn it into a secret hiding spot by cutting out the pages and storing small items inside,book,book,0.92059,1.10469,0.97759,0.96613,0.77275,0.94835,0.00719
96,97,creative,7 Use it as a makeshift phone or tablet stand by propping it up on its spine,use it as a makeshift phone or tablet stand by propping it up on its spine,book,book,1.00792,0.98901,0.99117,0.96613,0.77385,0.94562,7.8e-4
97,98,creative,8 Turn it into a decorative lampshade by cutting out the pages and attaching it to a lamp base,turn it into a decorative lampshade by cutting out the pages and attaching it to a lamp base,book,book,1.15373,1.03206,1.03898,0.96613,0.76235,0.99065,0.00786
98,99,creative,9 Use it as a unique gift wrap by wrapping presents in pages from the book,use it as a unique gift wrap by wrapping presents in pages from the book,book,book,1.03141,1.06073,1.06825,0.96613,0.72898,0.9711,0.00629
99,100,creative,10 Turn it into a birdhouse by cutting out a hole in the center of the pages and attaching it to a branch or pole,turn it into a birdhouse by cutting out a hole in the center of the pages and attaching it to a branch or pole,book,book,1.10672,0.97904,1.03613,0.96613,0.78156,0.97392,0.00246
100,101,creative,1 A book can be used as a makeshift laptop stand to elevate the screen to eye level,a book can be used as a makeshift laptop stand to elevate the screen to eye level,book,book,0.97964,0.98811,0.94804,0.96613,1.22832,1.02205,-3.9e-4
101,102,creative,2 Pages from a book can be folded into intricate origami shapes and used as decorations,pages from a book can be folded into intricate origami shapes and used as decorations,book,book,0.90598,1.04442,1.03631,0.96612,0.7325999999999999,0.93709,0.00172
102,103,creative,3 The spine of a book can be hollowed out to create a secret hiding spot for small items,the spine of a book can be hollowed out to create a secret hiding spot for small items,book,book,0.90482,0.98359,1.01245,0.96613,0.78291,0.92998,-0.00281
103,104,creative,4 A book can be used as a makeshift doorstop to prop open a door,a book can be used as a makeshift doorstop to prop open a door,book,book,1.09454,0.98831,1.03983,0.9661,1.21888,1.06153,0.00215
104,105,creative,5 The pages of a book can be shredded and used as packing material for fragile items,the pages of a book can be shredded and used as packing material for fragile items,book,book,0.87225,0.92998,0.96252,0.96613,0.79467,0.90511,-0.0074
105,106,creative,6 A book can be used as a makeshift weight to hold down papers or fabric while working on a project,a book can be used as a makeshift weight to hold down papers or fabric while working on a project,book,book,1.09571,1.06042,0.94442,0.96613,1.21493,1.05632,0.00852
106,107,creative,7 The covers of a book can be repurposed into unique and stylish notebook or journal covers,the covers of a book can be repurposed into unique and stylish notebook or journal covers,book,book,0.92553,1.04299,1.13556,0.96612,0.8074600000000001,0.97553,0.00116
107,108,creative,8 A book can be used as a makeshift level to ensure objects are straight and even,a book can be used as a makeshift level to ensure objects are straight and even,book,book,1.17046,1.0516,0.95979,0.96613,1.21801,1.0732,0.00987
108,109,creative,9 Pages from a book can be cut into strips and used as bookmarks or to create paper chains for party decorations,pages from a book can be cut into strips and used as bookmarks or to create paper chains for party decorations,book,book,0.9309000000000001,0.9879,0.96082,0.96613,1.25492,1.02013,-0.00197
109,110,creative,10 The pages of a book can be used as kindling for a fire,the pages of a book can be used as kindling for a fire,book,book,0.89931,0.97571,0.98982,0.96613,1.21822,1.00984,-0.00402
110,111,creative,1 Turning the pages into origami art pieces,turning the pages into origami art pieces,book,book,0.84255,0.94386,0.95777,0.96184,1.3112300000000001,1.00345,-0.00501
111,112,creative,2 Using the pages as wallpaper for a room,using the pages as wallpaper for a room,book,book,1.04154,1.05333,0.96976,0.96615,0.8499099999999999,0.97614,0.00672
112,113,creative,3 Creating a book sculpture by folding the pages into a design,creating a book sculpture by folding the pages into a design,book,book,1.0745,0.92881,0.98557,0.96616,0.75452,0.94191,-0.00182
113,114,creative,4 Using the cover as a unique picture frame,using the cover as a unique picture frame,book,book,1.01018,1.07126,1.02937,0.96636,1.2716,1.06975,0.00587
114,115,creative,5 Hollowing out the pages to create a secret storage compartment,hollowing out the pages to create a secret storage compartment,book,book,1.03848,1.02866,1.06198,0.96599,0.7078,0.96058,0.00424
115,116,creative,6 Using the pages as a canvas for painting or drawing,using the pages as a canvas for painting or drawing,book,book,0.90996,1.05309,1.05263,0.96622,1.23495,1.04337,0.00153
116,117,creative,7 Using the book as a base for a table lamp,using the book as a base for a table lamp,book,book,0.90755,0.96694,1.03437,0.96604,1.23383,1.02175,-0.00481
117,118,creative,8 Creating a bookthemed birdhouse by using the pages as shingles,creating a bookthemed birdhouse by using the pages as shingles,book,book,0.8901600000000001,0.90793,1.04229,0.96678,1.28708,1.01885,-0.01046
118,119,creative,9 Using the pages as wrapping paper for gifts,using the pages as wrapping paper for gifts,book,book,0.92413,0.93201,0.99224,0.9646399999999999,1.29755,1.02211,-0.00575
119,120,creative,10 Turning the book into a unique clutch or handbag,turning the book into a unique clutch or handbag,book,book,1.01284,1.0307,1.10669,0.96145,1.17731,1.0578,0.00564
120,121,creative,1 Use it as a doorstop,use it as a doorstop,book,book,0.78618999999999994,0.96055,0.94564,0.96542,1.21342,0.97424,-0.00755
121,122,creative,2 Turn it into a plant pot holder,turn it into a plant pot holder,book,book,0.92155,0.98744,1.00412,0.96274,0.74684,0.92454,4e-4
122,123,creative,3 Use it as a laptop stand,use it as a laptop stand,book,book,1.07805,1.02216,0.98812,0.96606,1.28109,1.0671,0.00465
123,124,creative,4 Turn it into a lampshade,turn it into a lampshade,book,book,0.84743,0.97644,1.01381,0.96631,1.30087,1.02097,-0.00592
124,125,creative,5 Use it as a makeshift shelf,use it as a makeshift shelf,book,book,1.09097,1.06269,0.90246,0.96591,1.20581,1.04557,0.0091
125,126,creative,6 Turn it into a picture frame,turn it into a picture frame,book,book,0.98439,1.0414,0.94986,0.96374,1.29089,1.04606,0.00532
126,127,creative,7 Use it as a paperweight,use it as a paperweight,book,book,0.87051,0.95242,0.95411,0.96639,1.24801,0.99829,-0.00652
127,128,creative,8 Turn it into a birdhouse,turn it into a birdhouse,book,book,0.92315,0.95989,0.99679,0.96072,1.32089,1.03229,-0.00106
128,129,creative,9 Use it as a recipe holder in the kitchen,use it as a recipe holder in the kitchen,book,book,1.03488,0.99705,0.95985,0.96616,0.75731,0.94305,0.00246
129,130,creative,10 Turn it into a purse or clutch,turn it into a purse or clutch,book,book,0.88315,0.91779,1.02707,0.96528,0.69484,0.89763,-0.00787
130,131,creative,1 A book can be used as a secret hiding spot by cutting out the pages to create a compartment,a book can be used as a secret hiding spot by cutting out the pages to create a compartment,book,book,1.09576,1.01058,1.04183,0.96613,0.7428600000000001,0.97143,0.00455
131,132,creative,2 A book can be turned into a unique piece of art by folding the pages to create a 3D sculpture,a book can be turned into a unique piece of art by folding the pages to create a d sculpture,book,book,1.0939,0.98507,1.02609,0.96613,1.22092,1.05842,0.00199
132,133,creative,3 A book can be used as a makeshift laptop stand by propping it up under the computer,a book can be used as a makeshift laptop stand by propping it up under the computer,book,book,0.86414,0.96112,0.9767,0.96613,1.22011,0.99764,-0.00603
133,134,creative,4 A book can be used as a makeshift weight by holding it while doing arm exercises,a book can be used as a makeshift weight by holding it while doing arm exercises,book,book,1.1026799999999999,1.06537,1.07908,0.9662,1.21328,1.08532,0.00784
134,135,creative,5 A book can be used as a makeshift doorstop by placing it under a door to keep it open,a book can be used as a makeshift doorstop by placing it under a door to keep it open,book,book,0.90879,0.98748,1.03851,0.96613,1.2196,1.0241,-0.00329
135,136,creative,6 A book can be used as a makeshift level by placing it on a surface to check if it's straight,a book can be used as a makeshift level by placing it on a surface to check if its straight,book,book,0.90318,1.00294,0.95919,0.96613,1.2172399999999999,1.00974,-0.00155
136,137,creative,7 A book can be used as a makeshift fan by fanning yourself with the pages,a book can be used as a makeshift fan by fanning yourself with the pages,book,book,0.90491,1.00565,1.03977,0.96622,1.21308,1.02593,-0.00208
137,138,creative,8 A book can be used as a makeshift birdhouse by placing it in a tree and cutting a hole in the pages for a bird to enter,a book can be used as a makeshift birdhouse by placing it in a tree and cutting a hole in the pages for a bird to enter,book,book,0.90527,1.01323,0.95992,0.96613,1.21951,1.01281,-7.2e-4
138,139,creative,9 A book can be used as a makeshift plant pot by cutting a hole in the pages and filling it with soil and a small plant,a book can be used as a makeshift plant pot by cutting a hole in the pages and filling it with soil and a small plant,book,book,1.09474,0.99886,1.04128,0.96613,1.21949,1.0641,0.00292
