...1,id,condition,response,response_clean,item,item_clean,SemDis_cbowukwacsubtitle_c_m,SemDis_cbowsubtitle_c_m,SemDis_cbowBNCwikiukwac_c_m,SemDis_TASA_c_m,SemDis_glove_c_m,SemDis_MEAN,SemDis_factor
10,11,creative,1  Use the box as a storage container to store items you don't want to take home with you,use the box as a storage container to store items you dont want to take home with you,box,box,1.10842,1.02884,0.94858,0.9688,1.22343,1.05561,-6.2e-4
11,12,creative,2  Make a DIY container for holding plants,make a diy container for holding plants,box,box,0.88961,0.85779,0.95349,0.9589799999999999,1.21466,0.97491,-0.00347
12,13,creative,3  Use the box to store small appliances like a TV or radio,use the box to store small appliances like a tv or radio,box,box,1.09834,1.12279,0.9162399999999999,0.96879,1.22672,1.06658,-4.4e-4
13,14,"such as hair products and eyeshadow.,creative",4  Use the box as a storage container for beauty products,use the box as a storage container for beauty products,box,box,1.12071,1.11805,1.05777,0.96862,1.23338,1.09971,0.0073
14,15,creative,5  Use the box to store DIY projects and tools,use the box to store diy projects and tools,box,box,0.87849,0.88977,1.11697,0.96861,1.22007,1.01478,0.00445
15,16,creative,6  Make a DIY storage container for books,make a diy storage container for books,box,box,0.88729,1.11764,1.00183,0.93921,1.20973,1.03114,0.0078
16,17,creative,7  Use the box to store household items like and,use the box to store household items like and,box,box,0.86248,0.887,0.95778,0.9686,0.77064,0.8893,-0.00575
17,18,creative,8  Use the box to hold small appliances like a blender or ice cream machine,use the box to hold small appliances like a blender or ice cream machine,box,box,1.05144,0.96905,0.87534,0.96895,0.77723,0.9284,-0.00758
18,19,creative,9  Use the box to store food items like vegetables and fruits,use the box to store food items like vegetables and fruits,box,box,0.88617,0.92365,1.02302,0.96903,0.77564,0.9155,-0.00138
19,20,"such as吉他 and小提琴.,creative",10 Use the box to hold musical instruments,use the box to hold musical instruments,box,box,1.00542,0.9597,0.94527,0.97925,0.77128,0.93218,-0.00591
20,21,"such as delicatessen items, flowers, or vegetables.,creative",1  As a container for storing items that are difficult to store in a container or basket,as a container for storing items that are difficult to store in a container or basket,box,box,1.10881,1.00323,0.93856,0.96881,1.22681,1.04924,-0.00169
21,22,"such as electronics or tools.,creative",2  As a container for holding items that are small or heavy,as a container for holding items that are small or heavy,box,box,0.89099,0.90415,1.02915,0.96881,0.76915,0.91245,-0.00141
22,23,"such as jewelry or medications.,creative",3  As a container for storing small items that need to be secure,as a container for storing small items that need to be secure,box,box,1.10041,1.04238,1.0598,0.96876,1.23166,1.0806,0.00569
23,24,"such as documents or现金.,creative",4  As a container for storing items that need to be hidden,as a container for storing items that need to be hidden,box,box,0.89148,1.02859,1.02056,0.96874,0.76241,0.93436,7.2e-4
24,25,"such as art or plants.,creative",5  As a container for storing items that need to be displayed,as a container for storing items that need to be displayed,box,box,1.09328,0.99523,0.95516,0.96893,0.76532,0.95558,-0.00252
25,26,"such as books or clothes.,creative",6  As a container for storing items that require a little bit of movement,as a container for storing items that require a little bit of movement,box,box,1.12238,1.07401,1.01084,0.96925,0.76705,0.98871,0.00225
26,27,"such as vehicles or tools.,creative",7  As a container for storing items that are constantly in need of storage,as a container for storing items that are constantly in need of storage,box,box,0.89062,1.03148,1.04494,0.96945,0.76876,0.94105,0.00201
27,28,"such as musical instruments or artwork.,creative",8  As a container for storing items that require a unique shape or design,as a container for storing items that require a unique shape or design,box,box,1.1142,0.97074,0.94839,0.9706,0.75698,0.95218,-0.0036
28,29,creative,9  As a container for storing items that need to be temperature such as food or drinks,as a container for storing items that need to be temperature such as food or drinks,box,box,1.10848,1.06257,1.06192,0.96875,1.23156,1.08666,0.00627
29,30,"such as home decor or personal items.,creative",10 As a container for storing items that require a little bit of storage and organization,as a container for storing items that require a little bit of storage and organization,box,box,0.89223,0.97854,0.90882,0.96909,0.7701,0.90376,-0.00642
30,31,creative,1  To store your valuables,to store your valuables,box,box,0.97083,1.06912,0.97476,0.98124,1.26426,1.05204,-9.5e-4
31,32,creative,1  As a storage unit for personal items,as a storage unit for personal items,box,box,0.96027,0.97389,1.09556,0.98985,0.75634,0.95518,5.3e-4
32,33,creative,2  As a tool box for home repair and maintenance,as a tool box for home repair and maintenance,box,box,1.11523,0.89092,0.89476,0.96938,0.7719199999999999,0.92844,-0.00793
33,34,creative,3  As a container for storing and beauty products,as a container for storing and beauty products,box,box,1.11018,1.03021,1.02289,0.96908,1.24541,1.07555,0.00347
34,35,creative,4  As a tool box for DIY projects,as a tool box for diy projects,box,box,1.08866,0.91257,0.90701,0.97169,1.21901,1.01979,-0.0059
35,36,creative,5  As a container for storing books and media,as a container for storing books and media,box,box,1.10675,0.9649,1.04159,0.96913,1.24424,1.06532,0.00309
36,37,creative,6  As a portable storage unit for items like electronics and appliances,as a portable storage unit for items like electronics and appliances,box,box,1.07304,1.0549,0.9410499999999999,0.97145,0.787,0.96549,-0.00248
37,38,creative,7  As a holding container for flowers and vegetables,as a holding container for flowers and vegetables,box,box,1.11008,0.97579,1.01067,0.96627,1.2245,1.05746,0.00206
38,39,creative,8  As a container for storing household cleaning,as a container for storing household cleaning,box,box,0.89966,1.0701,0.96277,0.97101,0.7591,0.93253,-0.00188
39,40,creative,9  As a storage unit for clothing and shoes,as a storage unit for clothing and shoes,box,box,1.10108,1.04124,0.96059,0.97051,1.24379,1.06344,4e-5
40,41,creative,10  As a tool box for DIY projects and home decor,as a tool box for diy projects and home decor,box,box,0.89418,0.94597,0.8489599999999999,0.96913,0.78718,0.88908,-0.01029
41,42,creative,1  To store,to store,box,box,0.88704,1.01571,0.95271,0.95411,1.22147,1.00621,6e-4
42,43,"like snacks or souvenirs.,creative",2  As a container for storing small items,as a container for storing small items,box,box,0.88719,0.97059,1.07904,0.97091,0.7639199999999999,0.93433,0.00231
43,44,creative,3  As a tool for organizing files and documents,as a tool for organizing files and documents,box,box,1.0256,1.07782,0.98127,0.97016,1.23528,1.05803,0.00158
44,45,creative,4  To make a DIY storage container from a box,to make a diy storage container from a box,box,box,0.89307,0.88659,0.94174,0.9699,1.21999,0.98226,-0.00525
45,46,creative,5  As a DIY framework for creating a container for art,as a diy framework for creating a container for art,box,box,1.10458,0.90625,0.82221,0.9691,0.79009,0.91845,-0.01149
46,47,"electronics, and clothing.,creative",6  To store items like books,to store items like books,box,box,0.7588900000000001,1.01439,0.99184,0.9921,0.7513,0.9017,-0.00565
47,48,"like jewelry or鞋。,creative",7  As a tool for holding onto items that are hard to fit in a particular place,as a tool for holding onto items that are hard to fit in a particular place,box,box,0.95457,0.93553,0.93854,0.9688,1.22468,1.00442,-0.0039
48,49,creative,8  To make a DIY storage bin from a box,to make a diy storage bin from a box,box,box,0.89997,1.15536,0.96794,0.96872,1.21837,1.04207,0.00203
49,50,"which can be used to carry items to and from work or school。,creative",9  To make a DIY box tote,to make a diy box tote,box,box,1.02906,1.00066,0.89778,0.97964,1.20204,1.02184,-0.0062
50,51,"like眼镜或鲜花。,creative",10  As a tool for holding onto items that are small or delicate,as a tool for holding onto items that are small or delicate,box,box,0.92665,1.0542,0.9212,0.96885,1.23404,1.02099,-0.00247
51,52,"such as照片，模型，书籍，音乐，玩具等.,creative",1  As a storage container You can use a box to store your treasures,as a storage container you can use a box to store your treasures,box,box,0.88859,0.96045,1.05129,0.96901,0.77552,0.92897,9.5e-4
52,53,"and share them with others on a platform like抖音(TikTok)或快手(QikQik).,creative",2  As a DIY project platform You can create your own DIY projects in a box,as a diy project platform you can create your own diy projects in a box,box,box,1.10771,0.901,1.1055,0.9688,0.77606,0.97181,0.00378
53,54,"so that they can be fresh and available for your dinner table.,creative",3  As a storage solution for vegetables You can use a box to store your vegetables,as a storage solution for vegetables you can use a box to store your vegetables,box,box,1.12216,1.10915,1.0578,0.96857,0.77573,1.00668,0.00567
54,55,"so that they can be stored and forgotten about, until the perfect moment to showcase them.,creative",4  As a DIY project storage solution You can use a box to store your DIY projects,as a diy project storage solution you can use a box to store your diy projects,box,box,0.87511,0.87631,0.93802,0.96881,1.22386,0.97642,-0.00557
55,56,"so that they can be organized and easily accessible.,creative",5  As a tool storage solution You can use a box to store your tools,as a tool storage solution you can use a box to store your tools,box,box,1.00693,0.93844,0.9606,0.96912,1.22711,1.02044,-0.00242
56,57,"so that you can have a ready-made storage solution for your clothes.,creative",6  As a fashion storage solution You can use a box to store your fashion collection,as a fashion storage solution you can use a box to store your fashion collection,box,box,1.12271,0.99025,1.06075,0.96879,0.75825,0.98015,0.00325
57,58,"so that they can be stored and forgotten about, until the perfect moment to showcase them.,creative",7  As a DIY project storage solution You can use a box to store your DIY projects,as a diy project storage solution you can use a box to store your diy projects,box,box,0.87511,0.87631,0.93802,0.96881,1.22386,0.97642,-0.00557
58,59,"so that you can have a ready-made storage solution for your favorite gifts.,creative",8  As a gift storage solution You can use a box to store your gift ideas,as a gift storage solution you can use a box to store your gift ideas,box,box,0.9443,1.04736,0.94173,0.96929,0.77378,0.93529,-0.00294
59,60,"so that they can be organized and easily accessible.,creative",9  As a tool storage solution You can use a box to store your tools,as a tool storage solution you can use a box to store your tools,box,box,1.00693,0.93844,0.9606,0.96912,1.22711,1.02044,-0.00242
60,61,"so that they can be stored in a cool and dry place, without getting damaged.,creative",10  As a storage solution for electronics You can use a box to store your electronics,as a storage solution for electronics you can use a box to store your electronics,box,box,1.10076,1.03004,0.96844,0.96873,0.80898,0.97539,-8.6e-4
61,62,creative,1  Use a box as a storage container to store your DIY projects and experiments,use a box as a storage container to store your diy projects and experiments,box,box,1.10869,0.91443,1.0072,0.96926,0.77843,0.9556,-0.00133
62,63,creative,2  Use a box as a container to hold your's and,use a box as a container to hold yours and,box,box,1.0885,1.07436,0.93438,0.96875,1.23079,1.05936,-5e-4
63,64,creative,3  Use a box as a DIY frame to build a beautiful DIY home decor item,use a box as a diy frame to build a beautiful diy home decor item,box,box,0.91659,0.9034800000000001,1.13861,0.96871,0.7754300000000001,0.94056,0.00468
64,65,creative,4  Use a box as a container to store your favorite music and records,use a box as a container to store your favorite music and records,box,box,0.89183,1.03084,0.99418,0.96878,0.77669,0.93246,-6.2e-4
65,66,creative,5  Use a box as a storage container to hold your photos and memories,use a box as a storage container to hold your photos and memories,box,box,1.10478,0.90652,0.96641,0.96883,0.77477,0.94426,-0.00367
66,67,creative,6  Use a box as a DIY frame to build a storage bin for your books,use a box as a diy frame to build a storage bin for your books,box,box,0.90587,0.90509,1.06292,0.96877,1.22173,1.01288,0.00196
67,68,creative,7  Use a box as a container to hold your and personal hygiene products,use a box as a container to hold your and personal hygiene products,box,box,0.89159,0.96112,0.95419,0.9688,0.76412,0.90796,-0.00429
68,69,creative,8  Use a box as a DIY frame to build a DIY or lantern,use a box as a diy frame to build a diy or lantern,box,box,0.94584,1.04813,0.96471,0.96883,0.77772,0.94105,-0.00159
69,70,creative,9  Use a box as a container to store your children's homework and projects,use a box as a container to store your childrens homework and projects,box,box,0.89263,1.00578,1.05445,0.96891,0.7782,0.93999,0.00211
70,71,creative,10 Use a box as a DIY frame to build a DIY gift box for your friends and family,use a box as a diy frame to build a diy gift box for your friends and family,box,box,1.10767,1.08517,1.00293,0.96881,1.22317,1.07755,0.00351
71,72,"folder (旅行，家庭，礼物), or date.,creative",1  To organize them by type ,to organize them by type,box,box,0.8552299999999999,0.88362,1.01661,0.96542,0.75623,0.89542,-0.00219
72,73,"store your tools and materials in the box.,creative",2  As a tool for DIY projects,as a tool for diy projects,box,box,0.91047,1.10129,0.90255,0.97018,0.7861400000000001,0.93413,-0.00421
73,74,"use the box to store books, decorations, and other items that you don't want to take with you when you leave.,creative",3  To create a storage solution for your home,to create a storage solution for your home,box,box,1.00771,0.94608,0.94035,0.96912,1.23648,1.01995,-0.00332
74,75,"keep track of your inventory in the box.,creative",4  As a tool for organizing your inventory,as a tool for organizing your inventory,box,box,1.00507,0.90983,0.95943,0.96927,0.75568,0.91986,-0.00462
75,76,"include a note or charm with the gift, and store your gifts in the box.,creative",5  To create a DIY gift box,to create a diy gift box,box,box,0.90404,1.07317,0.92269,0.96208,0.7838700000000001,0.92917,-0.00243
76,77,"keep your keys and other items in the box.,creative",6  To make a storage solution for your car,to make a storage solution for your car,box,box,1.03051,0.97258,1.04929,0.9662,1.23915,1.05155,0.00374
77,78,"use the box to hold items such as jewelry, art, and documents.,creative",7  As a tool for holding objects that are difficult to move or display,as a tool for holding objects that are difficult to move or display,box,box,0.91919,1.02774,1.06121,0.96876,0.76939,0.94926,0.00307
78,79,"use the box to store items such as shoes, clothing, and electronics.,creative",8  To create a storage solution for your home,to create a storage solution for your home,box,box,1.00771,0.94608,0.94035,0.96912,1.23648,1.01995,-0.00332
79,80,"keep track of your inventory in the box.,creative",9  To make a DIY storage solution for your office,to make a diy storage solution for your office,box,box,1.01312,0.98377,1.02719,0.96526,1.21145,1.04016,0.00276
80,81,"keep your music in the box and play it whenever you want.,creative",10  As a tool for holding music,as a tool for holding music,box,box,0.9388,1.1027,1.07313,0.96739,1.2324,1.06288,0.00709
81,82,creative,1  As a storage unit  You can use a box as a storage unit by closing it and storing items inside,as a storage unit you can use a box as a storage unit by closing it and storing items inside,box,box,1.08433,1.0288,1.09715,0.96886,1.2261199999999999,1.08105,0.00732
82,83,creative,2  As a tool  You can use a box as a tool by using it to box up items you need to move or store,as a tool you can use a box as a tool by using it to box up items you need to move or store,box,box,0.8571,1.07102,1.07218,0.9688,1.22339,1.0385,0.0057
83,84,creative,3  As a DIY project  You can use a box as a DIY project by using it to build something new,as a diy project you can use a box as a diy project by using it to build something new,box,box,0.95298,1.103,1.08234,0.9688,1.2235,1.06612,0.00741
84,85,creative,4  As a container  You can use a box as a container by using it to store or carry items,as a container you can use a box as a container by using it to store or carry items,box,box,1.10615,1.11117,1.05067,0.9688,0.77447,1.00225,0.00521
85,86,creative,5  As a display  You can use a box as a display by using it to display items for sale or display,as a display you can use a box as a display by using it to display items for sale or display,box,box,0.90932,1.11383,0.93249,0.9688,0.77645,0.94018,-0.00214
86,87,creative,6  As a storage area  You can use a box as a storage area by using it to store things in,as a storage area you can use a box as a storage area by using it to store things in,box,box,1.01476,1.00733,1.06232,0.9688,1.22377,1.0554,0.00463
87,88,creative,7  As a gift  You can use a box as a gift by using it to box up items for gifts,as a gift you can use a box as a gift by using it to box up items for gifts,box,box,0.89383,1.06434,1.08059,0.9688,1.2233100000000001,1.04617,0.0062
88,89,creative,8  As a tool for sorting  You can use a box as a tool for sorting by using it to box up items,as a tool for sorting you can use a box as a tool for sorting by using it to box up items,box,box,0.88067,1.03162,1.07234,0.9688,1.22342,1.03537,0.005
89,90,creative,9  As a DIY project  You can use a box as a DIY project by using it to box up items and then using them to build something new,as a diy project you can use a box as a diy project by using it to box up items and then using them to build something new,box,box,0.90771,1.03824,1.06394,0.9688,1.22319,1.04038,0.00482
90,91,creative,10  As a storage unit  You can use a box as a storage unit by closing it and storing items inside These are some creative uses for a box,as a storage unit you can use a box as a storage unit by closing it and storing items inside these are some creative uses for a box,box,box,0.88936,0.93432,0.90151,0.9688,1.22345,0.98349,-0.00626
91,92,creative,1  Use the box as a storage unit for your life's,use the box as a storage unit for your lifes,box,box,0.9096299999999999,0.99778,0.97567,0.96741,0.76625,0.92335,-0.00204
92,93,creative,2  Make your own DIY Box by combining different objects to create unique,make your own diy box by combining different objects to create unique,box,box,0.97355,0.87566,1.04222,0.96622,0.79172,0.92987,-3.9e-4
93,94,creative,3  Use the box as a DIY portable greenhouse,use the box as a diy portable greenhouse,box,box,1.07134,1.06682,0.92317,0.97417,0.77946,0.96299,-0.00368
94,95,creative,4  Use the box to make a DIY storage container for your garden,use the box to make a diy storage container for your garden,box,box,1.10775,1.09967,1.05939,0.96834,0.77702,1.00243,0.00553
95,96,creative,5  Use the box to make a DIY wine bottle repository,use the box to make a diy wine bottle repository,box,box,1.15068,0.88703,1.11204,0.96865,0.77763,0.97921,0.00409
96,97,creative,6  Use the box to make a DIY container for holding ideas and creativity,use the box to make a diy container for holding ideas and creativity,box,box,0.91079,0.89993,1.01428,0.96863,1.21723,1.00217,-7.5e-4
97,98,creative,7  Use the box to make a DIY a container for holding a musical instrument,use the box to make a diy a container for holding a musical instrument,box,box,1.08669,1.11761,1.05026,0.96881,0.77742,1.00016,0.00523
98,99,creative,8  Use the box to make a DIY bin for organizing small items,use the box to make a diy bin for organizing small items,box,box,1.124,1.0570599999999999,0.96777,0.9689,0.7778700000000001,0.97912,-3.4e-4
99,100,creative,9  Use the box to make a DIY storage container for your small animals,use the box to make a diy storage container for your small animals,box,box,0.89143,1.07704,1.0055,0.96825,1.22247,1.03294,0.00247
100,101,creative,10 Use the box to make a DIY container for holding food and cooking utensils,use the box to make a diy container for holding food and cooking utensils,box,box,1.10873,0.89062,1.0339,0.96884,0.7776000000000001,0.95594,-3.1e-4
101,102,creative,1  To hold onto your keys and other objects that you might want to keep in place2  As a tool for organizing your life3  To make a DIY storage unit4  As a storage container for your artwork5  To use as a storage unit for your clothing6  As a tool for organizing your food7  To make a DIY bin8  To use as a DIY lock9  To make a DIY container for holding plants10  As a DIY container for holding flowers,to hold onto your keys and other objects that you might want to keep in place as a tool for organizing your life to make a diy storage unit as a storage container for your artwork to use as a storage unit for your clothing as a tool for organizing your food to make a diy bin to use as a diy lock to make a diy container for holding plants as a diy container for holding flowers,box,box,1.10877,0.90473,0.94911,0.9688,0.77685,0.94165,-0.00461
102,103,"ideas, and other documents in a box to make them more secure and accessible.,creative",1  As a storage container Use a box as a container to store your creativity You can store your files,as a storage container use a box as a container to store your creativity you can store your files,box,box,0.88977,1.04349,1.05455,0.9687,0.77292,0.94589,0.00291
103,104,"DIY projects, and more.,creative",2  As a tool for DIY projectsbox can be used as a material for DIY projects You can use it to make storage containers,as a tool for diy projectsbox can be used as a material for diy projects you can use it to make storage containers,box,box,0.89082,1.10052,1.05053,0.9688,1.22332,1.0468,0.00531
104,105,"such as canvasses, landscapes, and more.,creative",3  As a container for art Use a box as a container to store your art materials You can make art projects in the box,as a container for art use a box as a container to store your art materials you can make art projects in the box,box,box,1.10878,0.93336,1.02708,0.9688,1.2233100000000001,1.05227,0.00164
105,106,creative,4  As a storage solution for furniturebox can be used to store your furniture You can store your furniture in the box to make it more secure and accessible,as a storage solution for furniturebox can be used to store your furniture you can store your furniture in the box to make it more secure and accessible,box,box,1.10883,1.08814,0.93835,0.9688,0.77603,0.97603,-0.00135
106,107,"clothing, and more.,creative",5  As a tool for organizing Use a box as a tool for organizing your things You can use the box to store items such as jewelry,as a tool for organizing use a box as a tool for organizing your things you can use the box to store items such as jewelry,box,box,1.10868,0.91187,0.94656,0.9688,1.22318,1.03182,-0.00318
107,108,creative,6  As a display case Use a box to create a display case for your goods You can display your goods in the box to make it more secure and accessible,as a display case use a box to create a display case for your goods you can display your goods in the box to make it more secure and accessible,box,box,0.89333,0.9333400000000001,0.94268,0.9688,1.22337,0.9923,-0.00403
108,109,creative,7  As a storage solution for electronicsbox can be used to store your electronics You can store your electronics in the box to make it more secure and accessible,as a storage solution for electronicsbox can be used to store your electronics you can store your electronics in the box to make it more secure and accessible,box,box,1.10951,1.06362,0.93837,0.9688,0.7576499999999999,0.96759,-0.00192
109,110,"DIY projects, and more.,creative",8  As a tool for DIY projects Use a box as a material for DIY projects You can use it to make storage containers,as a tool for diy projects use a box as a material for diy projects you can use it to make storage containers,box,box,1.10877,0.90335,0.94852,0.9688,0.77681,0.94125,-0.00467
110,111,creative,9  As a storage solution for DIY home decorbox can be used to store your home decor You can store your home decor in the box to make it more secure and accessible,as a storage solution for diy home decorbox can be used to store your home decor you can store your home decor in the box to make it more secure and accessible,box,box,1.10865,0.92403,0.93856,0.9688,1.22215,1.03244,-0.00336
111,112,creative,10  As a container for storing books Use a box as a container to store your books You can store your books in the box to make it more secure and accessible,as a container for storing books use a box as a container to store your books you can store your books in the box to make it more secure and accessible,box,box,0.89123,0.96044,0.93924,0.9688,0.77667,0.90728,-0.00508
112,113,creative,1  Use the box as a storage container to hold items that you don't want to display or move around,use the box as a storage container to hold items that you dont want to display or move around,box,box,1.11336,0.93333,0.95012,0.9688,0.7762,0.94836,-0.00394
113,114,creative,2  Make a DIY storage unit out of the box and use it to store DIY projects or things you want to keep hidden,make a diy storage unit out of the box and use it to store diy projects or things you want to keep hidden,box,box,0.87591,0.89666,0.99594,0.9688,0.77664,0.90279,-0.00342
114,115,creative,3  Use the box as a portable storage unit for your car,use the box as a portable storage unit for your car,box,box,1.02592,0.88905,1.04844,0.96398,0.77337,0.94015,8e-4
115,116,creative,4  Create a DIY puzzle out of the box filled with different objects from around the house,create a diy puzzle out of the box filled with different objects from around the house,box,box,0.8881600000000001,1.10254,0.93579,0.9688,0.77715,0.93449,-0.0023
116,117,"videos, or photos.,creative",5  Use the box as a holding cell for small items such as books,use the box as a holding cell for small items such as books,box,box,0.89146,1.1252900000000001,0.92982,0.9687,0.77372,0.9378,-0.00213
117,118,creative,6  Make a box out of paper and add a DIY cover to make it a fun and unique gift box,make a box out of paper and add a diy cover to make it a fun and unique gift box,box,box,0.90065,0.9228,0.88366,0.9688,0.77704,0.89059,-0.00884
118,119,creative,7  Use the box as a display case for your favorite hobbies or interests,use the box as a display case for your favorite hobbies or interests,box,box,1.15436,0.90639,0.9188000000000001,0.96877,0.77695,0.94505,-0.00599
119,120,creative,8  Create a DIY storage container out of the box to store small appliances such as appliances or toasters,create a diy storage container out of the box to store small appliances such as appliances or toasters,box,box,0.89116,1.09847,1.04964,0.96888,0.77262,0.95615000000000006,0.00378
120,121,creative,9  Use the box to store small items you want to keep hidden such as passwords or important documents,use the box to store small items you want to keep hidden such as passwords or important documents,box,box,1.10961,0.94268,1.05727,0.9688,1.2255,1.06077,0.00348
121,122,creative,10 Use the box to make a DIY obstacle course out of it and use it to test your skills and strength,use the box to make a diy obstacle course out of it and use it to test your skills and strength,box,box,1.10881,0.8993,1.05355,0.9688,1.22075,1.05024,0.00235
122,123,creative,1  Use the box as a storage container for your favorite hobbies and hobbies that you don't have space for in your home,use the box as a storage container for your favorite hobbies and hobbies that you dont have space for in your home,box,box,1.10877,0.89976,0.9034,0.96879,1.22315,1.02077,-0.00577
123,124,creative,2  Make a DIY box toy by cutting out shapes and adding paper cutouts to create your own toy box,make a diy box toy by cutting out shapes and adding paper cutouts to create your own toy box,box,box,0.8912599999999999,0.8929,0.96151,0.9688,0.77751,0.8984,-0.00529
124,125,creative,3  Use the box as a storage container for your clothing and accessories,use the box as a storage container for your clothing and accessories,box,box,1.10877,1.02935,1.04267,0.97253,1.23007,1.07668,0.00391
125,126,creative,4  Use the box to create a storage container for your art and craft materials,use the box to create a storage container for your art and craft materials,box,box,0.8904799999999999,0.97597,1.05181,0.96871,1.22828,1.02305,0.0028
126,127,creative,5  Make a DIY storage container for your electronics by cutting out shapes and adding paper cutouts,make a diy storage container for your electronics by cutting out shapes and adding paper cutouts,box,box,0.8912,1.09269,1.02199,0.96681,1.04667,1.00387,0.00337
127,128,creative,6  Use the box to make a DIY bin for recycling,use the box to make a diy bin for recycling,box,box,1.09356,1.0229,1.05731,0.96898,0.77989,0.98453,0.00364
128,129,creative,7  Use the box to make a storage container for your tools and appliances,use the box to make a storage container for your tools and appliances,box,box,0.89173,1.10209,0.9482,0.96855,0.77023,0.93616,-0.0016
129,130,creative,8  Use the box to make a DIY playhouse for your children,use the box to make a diy playhouse for your children,box,box,1.01817,1.09316,0.96533,0.96881,0.81548,0.97219,-1.2e-4
130,131,creative,9  Use the box as a storage container for your DIY projects and hobbies,use the box as a storage container for your diy projects and hobbies,box,box,0.89132,0.94695,1.08793,0.96862,1.22347,1.02366,0.00415
131,132,creative,10 Use the box to make a DIY shipping container for your packages,use the box to make a diy shipping container for your packages,box,box,1.11097,1.04213,1.0520100000000001,0.9691,0.7800400000000001,0.99085,0.00382
132,133,"DIY tutorials, and other creative ideas.,creative",1  Use a box as a storage container to hold DIY projects,use a box as a storage container to hold diy projects,box,box,0.8964300000000001,0.87348,0.91864,0.96883,1.22062,0.9756,-0.00659
133,134,"vegetables, and fruits.,creative",2  Use a box as a small storage unit for small items such as books,use a box as a small storage unit for small items such as books,box,box,1.10759,0.91305,1.06857,0.96879,1.22507,1.05661,0.00346
134,135,creative,3  Create a storage container for plants to help them grow and thrive,create a storage container for plants to help them grow and thrive,box,box,1.10943,0.90739,1.05626,0.96789,1.22803,1.0538,0.00284
135,136,creative,4  Use a box as a platform for dance and music performances,use a box as a platform for dance and music performances,box,box,0.95076,0.90086,0.99116,0.96877,0.77688,0.91769,-0.00321
136,137,creative,5  Use a box to hold colorful and interesting objects for DIY projects and personal hobbies,use a box to hold colorful and interesting objects for diy projects and personal hobbies,box,box,0.88945,1.06601,0.93518,0.9688,1.22321,1.01653,-0.00167
137,138,"movies, and music.,creative",6  Use a box as a display case for your favorite books,use a box as a display case for your favorite books,box,box,1.07118,1.0333,1.01946,0.96857,0.77632,0.97377,0.00175
138,139,creative,7  Use a box as a storage unit for fashion accessories such as and,use a box as a storage unit for fashion accessories such as and,box,box,0.91197,1.0060500000000001,1.02,0.96868,0.76446,0.93423,3.4e-4
