...1,id,condition,response,response_clean,item,item_clean,SemDis_cbowukwacsubtitle_c_m,SemDis_cbowsubtitle_c_m,SemDis_cbowBNCwikiukwac_c_m,SemDis_TASA_c_m,SemDis_GloVe_c_m,SemDis_MEAN,SemDis_factor
17,18,creative,8 Use a rope to hold up a makeshift tent or shelter,use a rope to hold up a makeshift tent or shelter,rope,rope,0.8338,1.01917,0.9399,0.96097,0.89485,0.92974,-0.00412
18,19,creative,9 Tie a rope around a tire and hang it from a tree or structure for a backyard workout,tie a rope around a tire and hang it from a tree or structure for a backyard workout,rope,rope,1.15275,0.90395,1.03915,0.96095,1.10512,1.03238,0.00311
19,20,creative,10 Collect several ropes and braid them together into a durable and unique rug,collect several ropes and braid them together into a durable and unique rug,rope,rope,0.85158,1.10839,0.9644,0.96095,1.10777,0.99862,-8.7e-4
20,21,creative,1 Use a rope to create a DIY hammock in your backyard,use a rope to create a diy hammock in your backyard,rope,rope,1.08516,1.0708,0.99902,0.961,0.89208,1.00161,0.00308
21,22,creative,2 Turn a rope into a jump rope for outdoor exercise,turn a rope into a jump rope for outdoor exercise,rope,rope,1.15073,0.99644,0.86761,0.9614,1.1054,1.01632,-0.01977
22,23,creative,3 Create a rope swing for kids or adults to enjoy,create a rope swing for kids or adults to enjoy,rope,rope,0.81131,1.0666,1.1542,0.96128,1.10526,1.01973,0.0261
23,24,creative,4 Use a rope to create a decorative wall hanging or room divider,use a rope to create a decorative wall hanging or room divider,rope,rope,1.18059,0.88525,0.95845,0.95925,0.89445,0.9756,-0.00742
24,25,creative,5 Turn a rope into a nauticalinspired handrail for a staircase,turn a rope into a nauticalinspired handrail for a staircase,rope,rope,0.76969,0.93364,0.91952,0.96004,1.10561,0.9377,-0.01002
25,26,creative,6 Use a long rope to create a DIY zipline in your yard,use a long rope to create a diy zipline in your yard,rope,rope,1.12859,0.8918,0.86255,0.96096,1.10364,0.98951,-0.02235
26,27,creative,7 Braid several ropes together to create a chic macrame plant hanger,braid several ropes together to create a chic macrame plant hanger,rope,rope,0.84805,1.04724,1.03138,0.98019,0.89485,0.96034,0.01071
27,28,creative,8 Use a rope to create a pulley system for lifting heavy items,use a rope to create a pulley system for lifting heavy items,rope,rope,0.97664,0.92191,0.98949,0.96075,0.893,0.94836,-2.1e-4
28,29,creative,9 Make a DIY pet leash by attaching a metal clasp to a rope,make a diy pet leash by attaching a metal clasp to a rope,rope,rope,0.8570800000000001,1.07115,0.91584,0.95956,0.89254,0.93923,-0.00686
29,30,creative,10 Turn a rope into a DIY wreath by wrapping it around a wire frame and adding decorative elements,turn a rope into a diy wreath by wrapping it around a wire frame and adding decorative elements,rope,rope,1.1616900000000001,1.03967,0.84466,0.96066,0.8947,0.98028,-0.02055
30,31,creative,1 Turn the rope into a DIY hammock for leisurely afternoon lounging,turn the rope into a diy hammock for leisurely afternoon lounging,rope,rope,0.84295,0.95952,1.11229,0.96094,0.92079,0.9593,0.01926
31,32,creative,2 Use the rope to create a DIY rope swing in the backyard,use the rope to create a diy rope swing in the backyard,rope,rope,0.8581,0.95499,0.9966,0.96105,0.89472,0.93309,0.00258
32,33,creative,3 Turn the rope into a makeshift clothesline for drying clothes,turn the rope into a makeshift clothesline for drying clothes,rope,rope,1.1525,0.97948,0.9697,0.96169,0.89577,0.99183,-0.00355
33,34,creative,4 Use the rope to create a DIY rope ladder for kids to climb up and down,use the rope to create a diy rope ladder for kids to climb up and down,rope,rope,0.84308,1.0757,0.81991,0.96092,0.89481,0.91888,-0.0204
34,35,creative,5 Create a unique wall decor piece by knotting the rope into different patterns and hanging it on a hook or nail,create a unique wall decor piece by knotting the rope into different patterns and hanging it on a hook or nail,rope,rope,0.82327,1.07393,0.97037,0.96095,1.11013,0.98773,-4.3e-4
35,36,creative,6 Use the rope to create a DIY jump rope for a fun and active workout,use the rope to create a diy jump rope for a fun and active workout,rope,rope,1.15561,1.02012,1.06859,0.96095,1.10501,1.06206,0.0096
36,37,creative,7 Create a DIY rope curtain for a creative window treatment or room divider,create a diy rope curtain for a creative window treatment or room divider,rope,rope,0.82027,1.1063,1.00824,0.95375,0.89503,0.95672,0.00711
37,38,creative,8 Use the rope as a way to hang and display plants in a unique and rustic way,use the rope as a way to hang and display plants in a unique and rustic way,rope,rope,0.9759,0.92652,0.91554,0.96095,0.89579,0.93494,-0.01078
38,39,creative,9 Turn the rope into a DIY dog leash for your furry friend,turn the rope into a diy dog leash for your furry friend,rope,rope,1.15857,0.9156299999999999,1.15039,0.96088,0.88972,1.01504,0.0212
39,40,creative,10 Create a DIY rope handle for an old suitcase or trunk to give it a unique and rustic look,create a diy rope handle for an old suitcase or trunk to give it a unique and rustic look,rope,rope,1.17654,1.07855,0.84722,0.96095,1.10713,1.03408,-0.02139
40,41,creative,1 Create a rope swing in your backyard,create a rope swing in your backyard,rope,rope,1.13222,0.91539,0.97997,0.96813,0.89437,0.97802,-0.00271
41,42,creative,2 Use a rope to make a hammock,use a rope to make a hammock,rope,rope,0.90311,1.08132,0.84015,0.9612,1.12148,0.98145,-0.0199
42,43,creative,3 Create a rope ladder to reach high shelves or a treehouse,create a rope ladder to reach high shelves or a treehouse,rope,rope,1.15475,0.9878,0.93527,0.9623,1.06723,1.02147,-0.00983
43,44,creative,4 Use a rope to make a tug of war game,use a rope to make a tug of war game,rope,rope,0.95675,1.04165,0.99185,0.96108,1.10769,1.0118,8.1e-4
44,45,creative,5 Use a rope to create a pulley system to move heavy objects,use a rope to create a pulley system to move heavy objects,rope,rope,0.86433,0.92078,1.04578,0.96115,0.89116,0.93664,0.00898
45,46,creative,6 Create a rope bridge over a small stream,create a rope bridge over a small stream,rope,rope,0.85257,0.95147,1.00961,0.96395,1.11148,0.97782,0.00273
46,47,creative,7 Use a rope to create a climbing obstacle course for kids,use a rope to create a climbing obstacle course for kids,rope,rope,0.83415,0.95308,0.8349,0.96089,0.8938,0.89536,-0.02054
47,48,creative,8 Create a rope curtain tieback for a rustic home decor look,create a rope curtain tieback for a rustic home decor look,rope,rope,1.14453,1.0796000000000001,0.90957,0.96195,1.09221,1.03757,-0.01189
48,49,creative,9 Use a rope as a clothesline to dry clothes,use a rope as a clothesline to dry clothes,rope,rope,0.82907,0.88693,0.87946,0.96093,1.11359,0.934,-0.01728
49,50,creative,10 Use a rope to create a DIY jump rope for exercise,use a rope to create a diy jump rope for exercise,rope,rope,1.11865,0.96313,1.11939,0.96297,1.10407,1.05364,0.01629
50,51,creative,1 Create a rope swing in your backyard or park,create a rope swing in your backyard or park,rope,rope,1.1492499999999999,1.07364,0.94815,0.96022,0.89458,1.00517,-0.00487
51,52,creative,2 Use a rope as a makeshift clothesline when camping or traveling,use a rope as a makeshift clothesline when camping or traveling,rope,rope,0.83367,1.1124,0.93289,0.96096,1.10517,0.98902,-0.00514
52,53,creative,3 Create a DIY rope curtain or room divider by tying strands of rope to a rod or frame,create a diy rope curtain or room divider by tying strands of rope to a rod or frame,rope,rope,1.05677,0.90395,0.88819,0.96098,1.10516,0.98301,-0.01775
53,54,creative,4 Use a rope as a leash or collar for a larger dog or other pet,use a rope as a leash or collar for a larger dog or other pet,rope,rope,0.83723,0.97203,1.08444,0.96047,0.89282,0.9494,0.01576
54,55,creative,5 Build a rope bridge or ladder to cross a river or other obstacle,build a rope bridge or ladder to cross a river or other obstacle,rope,rope,0.87265,0.90212,0.9328,0.96095,0.89528,0.91276,-0.0078
55,56,creative,6 Create a unique wall hanging by tying lengths of rope together and attaching them to a wooden board or frame,create a unique wall hanging by tying lengths of rope together and attaching them to a wooden board or frame,rope,rope,1.11283,0.93928,1.08462,0.96095,1.10495,1.04053,0.01073
56,57,creative,7 Use a rope to create a DIY hammock for relaxing outdoors,use a rope to create a diy hammock for relaxing outdoors,rope,rope,0.85957,0.99194,0.86466,0.96114,0.89512,0.91449,-0.01573
57,58,creative,8 Tie a rope to a tree branch and use it to hoist supplies up to a treehouse,tie a rope to a tree branch and use it to hoist supplies up to a treehouse,rope,rope,0.8532,1.1131199999999999,0.86435,0.96095,0.88518,0.93536,-0.01327
58,59,creative,9 Create a sensory play area for children by hanging objects from a rope and encourage them to explore and touch,create a sensory play area for children by hanging objects from a rope and encourage them to explore and touch,rope,rope,1.10702,0.9237,0.96428,0.96095,1.10525,1.01224,-0.00687
59,60,creative,10 Make a creative statement necklace or bracelet by braiding or knotting different colored ropes together,make a creative statement necklace or bracelet by braiding or knotting different colored ropes together,rope,rope,1.02416,0.95724,1.00556,0.95906,0.88261,0.96573,0.00234
60,61,creative,1 Create a rope swing for a tree or porch,create a rope swing for a tree or porch,rope,rope,1.15835,0.9355,0.9335100000000001,0.96123,0.89496,0.97671,-0.00971
61,62,creative,2 Use rope to create a DIY hammock,use rope to create a diy hammock,rope,rope,1.00595,1.02774,0.83017,0.9486600000000001,0.93361,0.94923,-0.0225
62,63,creative,3 Create a rope ladder for a treehouse or attic,create a rope ladder for a treehouse or attic,rope,rope,1.15579,0.97704,0.86307,0.96795,1.07162,1.00709,-0.02014
63,64,creative,4 Make a rope obstacle course in your backyard,make a rope obstacle course in your backyard,rope,rope,0.82687,0.89317,0.95731,0.95956,1.10109,0.9476,-0.00589
64,65,creative,5 Use colorful rope to create unique tassels for a bag or keychain,use colorful rope to create unique tassels for a bag or keychain,rope,rope,1.09835,0.91918,1.0143,0.95636,0.93815,0.98527,0.0015
65,66,creative,6 Use rope to make a DIY curtain tieback,use rope to make a diy curtain tieback,rope,rope,0.84581,0.97715,1.0657,0.95642,1.10176,0.98937,0.01099
66,67,creative,7 Create a rope bridge for a small stream or creek,create a rope bridge for a small stream or creek,rope,rope,1.05178,0.89862,0.94278,0.96088,1.10492,0.9918,-0.00994
67,68,creative,8 Use rope to create a DIY plant hanger,use rope to create a diy plant hanger,rope,rope,0.8530800000000001,0.98314,1.0072,0.96721,1.10458,0.98304,0.00327
68,69,creative,9 Use rope to make a DIY dog toy,use rope to make a diy dog toy,rope,rope,1.08777,0.92672,1.12681,0.95446,0.89577,0.99831,0.01822
69,70,creative,10 Create a rope DIY headboard for a bed,create a rope diy headboard for a bed,rope,rope,0.85257,0.96971,1.17498,0.94165,1.10476,1.00873,0.02558
70,71,creative,1 Use the rope to create a makeshift swing in a tree,use the rope to create a makeshift swing in a tree,rope,rope,1.12179,0.91416,0.94431,0.96098,0.89493,0.96723,-0.00824
71,72,creative,2 Tie the rope to a piece of wood or PVC pipe and make a DIY balance beam,tie the rope to a piece of wood or pvc pipe and make a diy balance beam,rope,rope,0.8000700000000001,1.07363,0.94863,0.96089,0.89494,0.93563,-0.00148
72,73,creative,3 Use ropes as handles for a homemade obstacle course,use ropes as handles for a homemade obstacle course,rope,rope,1.14329,1.06341,0.89961,0.96108,0.89288,0.99205,-0.01194
73,74,creative,4 Create a unique piece of wall art by weaving different colored ropes into a geometric pattern,create a unique piece of wall art by weaving different colored ropes into a geometric pattern,rope,rope,1.09862,0.96293,0.92563,0.96099,1.04611,0.99886,-0.01108
74,75,creative,5 Use rope to make a homemade hammock,use rope to make a homemade hammock,rope,rope,0.89633,0.9475,0.86808,0.95935,1.11264,0.95678,-0.01846
75,76,creative,6 Turn an old tire into a tire swing by using the rope to hang it from a tree or beam,turn an old tire into a tire swing by using the rope to hang it from a tree or beam,rope,rope,0.8425199999999999,1.07493,1.00586,0.96095,1.106,0.99805,0.00456
76,77,creative,7 Make a rope ladder for a secret hideout or kids play area,make a rope ladder for a secret hideout or kids play area,rope,rope,1.15458,0.89841,1.16116,0.96072,1.10522,1.05602,0.02056
77,78,creative,8 Use rope to make handles for a homemade sled or toboggan,use rope to make handles for a homemade sled or toboggan,rope,rope,0.83494,0.93565,0.88696,0.96176,1.10371,0.9446,-0.01516
78,79,creative,9 Use rope to make a stylish macrame plant hanger,use rope to make a stylish macrame plant hanger,rope,rope,0.83942,1.10965,0.96047,0.96518,1.10416,0.99578,-0.001
79,80,creative,10 Create a DIY rope obstacle course for kids or adults to challenge themselves,create a diy rope obstacle course for kids or adults to challenge themselves,rope,rope,0.917,1.07914,0.85039,0.96077,1.10503,0.98247,-0.01848
80,81,creative,1 Use it as a clothesline to dry clothes in the sun,use it as a clothesline to dry clothes in the sun,rope,rope,0.79694,1.07866,1.00857,0.96095,1.11444,0.99191,0.00537
81,82,creative,2 Braid it into a rug or mat for a natural rustic feel,braid it into a rug or mat for a natural rustic feel,rope,rope,0.90089,0.94113,1.15129,0.9609,0.89966,0.97077,0.02416
82,83,creative,3 Make an outdoor hammock for lounging in the backyard,make an outdoor hammock for lounging in the backyard,rope,rope,0.84165,0.93939,0.95929,0.9597,1.11073,0.96215,-0.00492
83,84,creative,4 Use as a border for a garden or flower bed,use as a border for a garden or flower bed,rope,rope,1.07746,1.03881,1.00886,0.96126,1.10509,1.0383,0.0021
84,85,creative,5 Make a rope ladder for playing treehouse or fort games,make a rope ladder for playing treehouse or fort games,rope,rope,0.84736,0.89933,0.91604,0.88337,0.90553,0.89033,-0.01503
85,86,creative,6 Create a rope swing for children to play on,create a rope swing for children to play on,rope,rope,1.13507,0.93875,1.0915,0.96043,0.89403,1.00396,0.01331
86,87,creative,7 Use as a leash for a large pet such as a horse or donkey,use as a leash for a large pet such as a horse or donkey,rope,rope,0.87601,1.08619,0.92018,0.9606,1.10245,0.98909,-0.00788
87,88,creative,8 Hang a tire swing from a sturdy tree branch,hang a tire swing from a sturdy tree branch,rope,rope,0.8294900000000001,0.93345,1.04202,0.95653,1.09454,0.97121,0.00695
88,89,creative,9 Use as a makeshift jump rope for exercise,use as a makeshift jump rope for exercise,rope,rope,1.17141,0.94293,1.06819,0.96129,1.10469,1.0497,0.00791
89,90,creative,10 Build a rope bridge for children to play on,build a rope bridge for children to play on,rope,rope,0.88812,0.91715,0.93925,0.96122,0.8936999999999999,0.91989,-0.00669
90,91,creative,1 Turn it into a DIY rope ladder for kids to climb,turn it into a diy rope ladder for kids to climb,rope,rope,0.85888,0.9062,0.81709,0.96095,1.10723,0.93007,-0.02612
91,92,creative,2 Create a stylish rope plant hanger for hanging indoor or outdoor plants,create a stylish rope plant hanger for hanging indoor or outdoor plants,rope,rope,1.1503700000000001,1.00838,1.03445,0.96271,1.10509,1.0522,0.00461
92,93,creative,3 Use it to create a rope hammock in the backyard,use it to create a rope hammock in the backyard,rope,rope,1.0179,0.98974,1.11314,0.96079,0.90352,0.99702,0.01847
93,94,creative,4 Make a rope swing for a tree in the yard,make a rope swing for a tree in the yard,rope,rope,1.1621,1.11663,1.06665,0.96092,1.10514,1.08229,0.01114
94,95,creative,5 Turn it into a DIY rope fence to section off an area of the yard,turn it into a diy rope fence to section off an area of the yard,rope,rope,1.03719,0.95901,1.03992,0.96095,1.10492,1.0204,0.00538
95,96,creative,6 Create a rope curtain for a window or to divide a room,create a rope curtain for a window or to divide a room,rope,rope,1.01511,0.94139,0.91623,0.96068,1.10606,0.98789,-0.01261
96,97,creative,7 Use it as a clothesline to air dry laundry,use it as a clothesline to air dry laundry,rope,rope,0.83629,1.03452,1.02548,0.96086,1.11638,0.99471,0.00656
97,98,creative,8 Create a DIY rope basket for storage or decoration,create a diy rope basket for storage or decoration,rope,rope,1.16062,0.92955,1.0424,0.95945,1.10038,1.03848,0.00395
98,99,creative,9 Use it as a highintensity workout tool for strength training,use it as a highintensity workout tool for strength training,rope,rope,0.97871,0.99604,1.07135,0.96107,0.89076,0.97959,0.01306
99,100,creative,10 Make a rope leash for your pet,make a rope leash for your pet,rope,rope,0.82776,0.93564,1.06126,0.9519,0.87583,0.93048,0.0114
100,101,creative,1 Create a DIY rope swing for your backyard or a nearby tree,create a diy rope swing for your backyard or a nearby tree,rope,rope,0.84646,0.91767,1.13574,0.96093,0.89485,0.95113,0.02201
101,102,creative,2 Use the rope as a clothesline to dry your clothes outdoors,use the rope as a clothesline to dry your clothes outdoors,rope,rope,0.8439300000000001,1.07694,0.85268,0.96127,1.10551,0.96807,-0.01748
102,103,creative,3 Use the rope to create a sturdy leash for your dog,use the rope to create a sturdy leash for your dog,rope,rope,1.11466,0.962,0.84529,0.96098,1.03948,0.98448,-0.02277
103,104,creative,4 Create colorful knotted rope bracelets or necklaces,create colorful knotted rope bracelets or necklaces,rope,rope,1.14422,0.84916,0.89785,1.16205,1.10623,1.0319,-0.00552
104,105,creative,5 Tie a rope around a large object and drag it around your yard for exercise,tie a rope around a large object and drag it around your yard for exercise,rope,rope,0.8330500000000001,0.91853,1.12646,0.96095,0.89417,0.94663,0.02083
105,106,creative,6 Use the rope to create a fun obstacle course for a party or teambuilding activity,use the rope to create a fun obstacle course for a party or teambuilding activity,rope,rope,1.05448,1.03553,1.0828,0.96097,1.10812,1.04838,0.01287
106,107,creative,7 Create a unique piece of wall art by weaving rope into an interesting design,create a unique piece of wall art by weaving rope into an interesting design,rope,rope,1.18204,1.06751,0.95025,0.96103,1.11985,1.05614,-0.00691
107,108,creative,8 Use the rope to create a makeshift clothes hanger by hanging it from a hook in your closet,use the rope to create a makeshift clothes hanger by hanging it from a hook in your closet,rope,rope,0.84462,1.07498,1.03542,0.96095,0.89486,0.96217,0.01064
108,109,creative,9 Use the rope to create a DIY hammock for outdoor relaxation,use the rope to create a diy hammock for outdoor relaxation,rope,rope,0.96452,0.99466,0.8662799999999999,0.96024,0.89857,0.93685,-0.01652
109,110,creative,10 Tie multiple ropes together to create a sturdy rope ladder for treehouses or forts,tie multiple ropes together to create a sturdy rope ladder for treehouses or forts,rope,rope,1.1932800000000001,0.85667,1.13764,0.96078,1.10507,1.05069,0.01599
110,111,creative,1 Rope swing on a tree for recreational purposes,rope swing on a tree for recreational purposes,rope,rope,0.86363,0.92371,1.09557,0.94926,1.1050200000000001,0.98744,0.01361
111,112,creative,2 Use it to hoist a flag up a pole,use it to hoist a flag up a pole,rope,rope,0.85833,1.09125,0.91228,0.96097,1.10476,0.98552,-0.00875
112,113,creative,3 Create a rope ladder for a children's play area,create a rope ladder for a childrens play area,rope,rope,1.12475,0.94204,1.06073,0.91921,0.89743,0.98883,0.0064
113,114,creative,4 Use it to create a DIY hammock,use it to create a diy hammock,rope,rope,0.9941,0.97581,0.8632,0.95996,0.96712,0.95204,-0.01822
114,115,creative,5 Create a rope course as a teambuilding exercise,create a rope course as a teambuilding exercise,rope,rope,0.8786,1.06774,0.8656699999999999,0.96315,0.88186,0.9314,-0.01404
115,116,creative,6 Use it to tow a boat or car out of a stuck position,use it to tow a boat or car out of a stuck position,rope,rope,1.04794,0.92779,1.0363,0.96097,0.89272,0.97314,0.006
116,117,creative,7 Create a DIY obstacle course for fitness training,create a diy obstacle course for fitness training,rope,rope,1.07523,0.9903,0.99945,0.98657,0.90115,0.99054,0.0032
117,118,creative,8 Tie several ropes together to make a rope bridge,tie several ropes together to make a rope bridge,rope,rope,0.93222,1.06464,1.04812,0.96823,0.89341,0.98132,0.01192
118,119,creative,9 Create a DIY zip line or cable car,create a diy zip line or cable car,rope,rope,0.84745,1.00717,0.88565,0.95466,0.9059699999999999,0.92018,-0.0128
119,120,creative,10 Use it to secure Christmas lights or decorations,use it to secure christmas lights or decorations,rope,rope,1.0683,0.93826,1.04701,0.96147,1.10844,1.0247,0.00571
120,121,creative,1 Create a rope swing in your backyard,create a rope swing in your backyard,rope,rope,1.13222,0.91539,0.97997,0.96813,0.89437,0.97802,-0.00271
121,122,creative,2 Make a rope ladder to access treehouses or attics,make a rope ladder to access treehouses or attics,rope,rope,0.9667,0.96196,1.14068,0.96129,1.01612,1.00935,0.02143
122,123,creative,3 Use ropes to create a hammock for lounge or relaxation,use ropes to create a hammock for lounge or relaxation,rope,rope,1.19814,1.00447,1.10404,0.96256,0.90398,1.03464,0.01586
123,124,creative,4 Use the rope as a clothesline for drying clothes,use the rope as a clothesline for drying clothes,rope,rope,0.8379099999999999,0.99514,0.82913,0.96056,1.1134,0.94723,-0.02253
124,125,creative,5 Create a rope obstacle course for kids to climb,create a rope obstacle course for kids to climb,rope,rope,0.8650100000000001,0.92472,0.81439,0.96049,0.89132,0.89119,-0.02435
125,126,creative,6 Use the rope as a divider between rooms or for hanging curtains,use the rope as a divider between rooms or for hanging curtains,rope,rope,0.94212,1.04613,1.03828,0.96022,0.89458,0.97627,0.00953
126,127,creative,7 Use the rope as a leash for dogs or other animals,use the rope as a leash for dogs or other animals,rope,rope,0.86785,0.94961,1.06738,0.96,0.89266,0.9475,0.01254
127,128,creative,8 Make a creative piece of wall decor by weaving the ropes together in an intricate pattern,make a creative piece of wall decor by weaving the ropes together in an intricate pattern,rope,rope,1.0726,0.97788,0.96782,0.96095,1.09009,1.01387,-0.00485
128,129,creative,9 Use ropes to create a survival shelter while camping,use ropes to create a survival shelter while camping,rope,rope,0.79907,1.0364,0.906,0.95924,0.89531,0.9192,-0.00845
129,130,creative,10 Create a unique garden trellis using ropes for climbing plants,create a unique garden trellis using ropes for climbing plants,rope,rope,1.0097,0.92334,1.06219,0.94454,0.89472,0.9669,0.00895
130,131,creative,1 Use it as a rope swing hanging from a sturdy tree branch,use it as a rope swing hanging from a sturdy tree branch,rope,rope,1.09166,0.90616,0.92346,0.96094,0.89761,0.95597,-0.01114
131,132,creative,2 Tie it between two trees as a makeshift hammock,tie it between two trees as a makeshift hammock,rope,rope,0.91034,1.01985,0.92757,0.96357,1.10352,0.98497,-0.00826
132,133,creative,3 Weave it into a decorative wall hanging or rug,weave it into a decorative wall hanging or rug,rope,rope,0.80042,1.08402,1.1526,0.96132,1.09094,1.01786,0.02644
133,134,creative,4 Use it as a clothesline to dry clothes outdoors,use it as a clothesline to dry clothes outdoors,rope,rope,0.86131,0.98539,0.83346,0.96093,1.10617,0.94945,-0.02223
134,135,creative,5 Create a rope obstacle course for kids to climb and crawl through,create a rope obstacle course for kids to climb and crawl through,rope,rope,1.10587,0.93224,0.94712,0.96094,1.10697,1.01063,-0.00918
135,136,creative,6 Use it to create a DIY rope ladder for a treehouse or play structure,use it to create a diy rope ladder for a treehouse or play structure,rope,rope,0.99733,1.09358,1.04397,0.96083,1.11021,1.04118,0.00892
136,137,creative,7 Tie it around a waist as a makeshift belt,tie it around a waist as a makeshift belt,rope,rope,0.8281499999999999,1.02577,0.96163,0.96088,0.90054,0.93539,-8.6e-4
137,138,creative,8 Use it to create a fun tugofwar game at a family gathering or party,use it to create a fun tugofwar game at a family gathering or party,rope,rope,1.00872,0.92145,0.99882,0.96095,0.89468,0.95692,8.3e-4
138,139,creative,9 Build a rope bridge over a small stream or ravine,build a rope bridge over a small stream or ravine,rope,rope,0.91353,0.96739,0.90987,0.96044,0.89425,0.9291,-0.01023
139,140,creative,10 Use it as a tool for fitness and strength training such as for resistance training or climbing workouts,use it as a tool for fitness and strength training such as for resistance training or climbing workouts,rope,rope,0.9245099999999999,1.0213700000000001,0.98781,0.96093,1.10503,0.99993,1.5e-4
140,141,creative,1 A rope wall hanging for a bohemianstyle room decor,a rope wall hanging for a bohemianstyle room decor,rope,rope,1.17525,0.9833,1.10454,0.96047,1.11844,1.0684,0.01373
141,142,creative,2 Rope swing for kids to play with in the backyard,rope swing for kids to play with in the backyard,rope,rope,1.15807,0.91865,1.00832,0.96097,1.10448,1.0301,-0.00109
142,143,creative,3 A makeshift clothesline for drying clothes outdoors,a makeshift clothesline for drying clothes outdoors,rope,rope,0.8215399999999999,0.79202,1.08982,0.99131,1.10252,0.95944,0.01329
143,144,creative,4 A rope ladder to use as an emergency escape from a window in case of fire,a rope ladder to use as an emergency escape from a window in case of fire,rope,rope,0.98472,1.03621,0.97283,0.96095,1.10508,1.01196,-0.00229
144,145,creative,5 A knotted rope as an indoor climbing wall for a pet cat or hideaway for a child,a knotted rope as an indoor climbing wall for a pet cat or hideaway for a child,rope,rope,1.16197,0.9301699999999999,1.10181,0.96095,0.89477,1.00993,0.0144
145,146,creative,6 A rope hammock to relax in the yard or on the beach,a rope hammock to relax in the yard or on the beach,rope,rope,1.17716,1.09517,0.90523,0.96095,0.89487,1.00668,-0.01086
146,147,creative,7 A macrame plant hanger for displaying plants indoors,a macrame plant hanger for displaying plants indoors,rope,rope,1.11583,0.98985,1.04564,0.94517,1.10517,1.04033,0.00507
