...1,id,condition,response,response_clean,item,item_clean,SemDis_cbowukwacsubtitle_c_m,SemDis_cbowsubtitle_c_m,SemDis_cbowBNCwikiukwac_c_m,SemDis_TASA_c_m,SemDis_GloVe_c_m,SemDis_MEAN,SemDis_factor
10,11,creative,1 Use it as a secret hiding place by cutting out a cavity in the pages,use it as a secret hiding place by cutting out a cavity in the pages,book,book,0.94758,0.97475,0.93066,0.96613,0.87553,0.93893,-0.00539
11,12,creative,2 Repurpose it as a picture frame by gluing a photo to the cover and displaying it on a shelf,repurpose it as a picture frame by gluing a photo to the cover and displaying it on a shelf,book,book,1.01896,0.98823,1.04224,0.96613,0.77751,0.95861,-0.00885
12,13,creative,3 Transform it into a plant pot by cutting away the pages and lining the inside with plastic,transform it into a plant pot by cutting away the pages and lining the inside with plastic,book,book,1.06572,0.97465,1.03879,0.96614,0.77901,0.96486,-0.00699
13,14,creative,4 Use it as a decorative doorstop by wrapping it in colorful fabric,use it as a decorative doorstop by wrapping it in colorful fabric,book,book,1.09882,0.91874,1.00002,0.9661,0.78516,0.95377,-0.00641
14,15,creative,5 Cut out the pages to make unique paper crafts like origami or paper mache sculptures,cut out the pages to make unique paper crafts like origami or paper mache sculptures,book,book,1.10567,1.0485,1.03989,0.96636,0.78047,0.98818,-9.7e-4
15,16,creative,6 Stack several books to create unique bookshelves or even furniture,stack several books to create unique bookshelves or even furniture,book,book,1.09245,0.87522,0.98432,1.02294,0.73207,0.9414,0.0088
16,17,creative,7 Use an old book as a canvas for painting or drawing,use an old book as a canvas for painting or drawing,book,book,0.84419,0.88333,0.99022,0.96615,0.77422,0.89162,-0.02117
17,18,creative,8 Create a collection of bookmarks by cutting pages into strips and decorating them,create a collection of bookmarks by cutting pages into strips and decorating them,book,book,1.02007,1.07003,0.97721,0.96613,1.30189,1.06707,0.01436
18,19,creative,9 Photocopy pages to create your own greeting cards or invitations,photocopy pages to create your own greeting cards or invitations,book,book,0.94269,1.04097,1.01385,0.93005,0.78498,0.94251,-0.02041
19,20,creative,10 Use an old book as a prop in a photo shoot or as part of a themed party decoration,use an old book as a prop in a photo shoot or as part of a themed party decoration,book,book,0.92195,0.83697,0.9538,0.96613,1.22075,0.97992,-0.00447
20,21,creative,1 Use the pages of a book to create unique and personalized wrapping paper for gifts,use the pages of a book to create unique and personalized wrapping paper for gifts,book,book,0.93032,0.9963,1.04497,0.96613,0.75917,0.93938,-0.01362
21,22,creative,2 Cut out the pages of a book to create a threedimensional sculpture or art piece,cut out the pages of a book to create a threedimensional sculpture or art piece,book,book,0.90502,0.96824,1.04274,0.96613,1.22499,1.02142,-0.00209
22,23,creative,3 Turn a book into a stylish and functional lampshade,turn a book into a stylish and functional lampshade,book,book,0.9011,0.86687,0.91144,0.96579,1.10775,0.95059,-0.00567
23,24,creative,4 Create a book flower bouquet by folding pages into origami flowers and attaching them to stems,create a book flower bouquet by folding pages into origami flowers and attaching them to stems,book,book,0.90526,0.98487,0.94839,0.96655,1.21166,1.00335,0.00262
24,25,creative,5 Use a book as a makeshift weight for holding down papers or other lightweight items,use a book as a makeshift weight for holding down papers or other lightweight items,book,book,0.91071,0.88728,0.96205,0.96616,0.78342,0.90192,-0.01607
25,26,creative,6 Cut out pages from a book and turn them into a colorful and intricate paper chain decoration,cut out pages from a book and turn them into a colorful and intricate paper chain decoration,book,book,0.90931,0.87222,1.03468,0.96613,0.73724,0.90392,-0.0215
26,27,creative,7 Transform a book into a decorative birdhouse or feeder,transform a book into a decorative birdhouse or feeder,book,book,0.85415,0.91048,0.93021,1.08965,0.8406,0.92502,0.02622
27,28,creative,8 Repurpose a book as a safe storage space by cutting out the pages to create a hidden compartment inside,repurpose a book as a safe storage space by cutting out the pages to create a hidden compartment inside,book,book,0.8936999999999999,1.03738,1.03456,0.96614,1.27197,1.04075,0.00279
28,29,creative,9 Use a book as a unique and quirky guest book at a wedding or special event,use a book as a unique and quirky guest book at a wedding or special event,book,book,0.97709,0.9484,0.93871,0.96613,1.21954,1.00997,0.00487
29,30,creative,10 Turn a book into an unconventional and eyecatching picture frame by attaching photos to the open pages,turn a book into an unconventional and eyecatching picture frame by attaching photos to the open pages,book,book,0.90503,1.0312,1.05042,0.96613,1.2907600000000001,1.04871,0.00292
30,31,creative,1 Book planters Use the hollowedout center of an old book as a planter for small plants or succulents,book planters use the hollowedout center of an old book as a planter for small plants or succulents,book,book,1.00243,1.00535,1.06162,0.96613,0.85551,0.97821,-0.00725
31,32,creative,2 Bookend shelves Turn a stack of books into a set of DIY bookends that double as a small wallmounted shelf,bookend shelves turn a stack of books into a set of diy bookends that double as a small wallmounted shelf,book,book,0.91133,1.01001,1.06246,0.96613,1.19844,1.02967,-0.00122
32,33,creative,3 Book safes Create a hidden safe by hollowing out the middle of a book and hiding valuables inside,book safes create a hidden safe by hollowing out the middle of a book and hiding valuables inside,book,book,0.90976,1.02787,1.08898,0.96613,0.69119,0.93679,-0.01698
33,34,creative,4 Book clocks Use the cover of an old book to make a stylish clock for your wall,book clocks use the cover of an old book to make a stylish clock for your wall,book,book,0.87568,1.07156,1.02255,0.96613,1.20735,1.02865,0.00223
34,35,creative,5 Book sculptures Use pages from old books to create intricate sculptures in shapes like birds or flowers,book sculptures use pages from old books to create intricate sculptures in shapes like birds or flowers,book,book,1.09019,1.03693,0.9545399999999999,0.96635,0.77992,0.96559,0.0013
35,36,creative,6 Bookmarks Make your own bookmarks out of old book pages by cutting out interesting shapes or folding them into origami,bookmarks make your own bookmarks out of old book pages by cutting out interesting shapes or folding them into origami,book,book,1.06704,1.00707,0.9666,0.96613,0.69697,0.94076,-0.00459
36,37,creative,7 Book page wallpaper Cover a wall with pages from your favorite book to create a unique and literary wallpaper effect,book page wallpaper cover a wall with pages from your favorite book to create a unique and literary wallpaper effect,book,book,0.86147,1.18094,1.02615,0.96613,1.23118,1.05317,0.00787
37,38,creative,8 Book storage boxes Cut the covers off of old encyclopedias or dictionaries and use them as storage boxes,book storage boxes cut the covers off of old encyclopedias or dictionaries and use them as storage boxes,book,book,1.13141,0.94951,0.83679,0.97405,1.21762,1.02188,0.01977
38,39,creative,9 Bookinspired fashion Use pages from old books to create accessories like bow ties necklaces or bracelets,bookinspired fashion use pages from old books to create accessories like bow ties necklaces or bracelets,book,book,1.09467,0.93176,1.112,0.96599,0.69562,0.96001,-0.01355
39,40,creative,10 Book wreaths Create a wreath for your front door or mantel using pages from old books rolled into cones and glued onto a circle of cardboard,book wreaths create a wreath for your front door or mantel using pages from old books rolled into cones and glued onto a circle of cardboard,book,book,1.09463,1.04017,0.95909,0.96613,1.21952,1.05591,0.01485
40,41,creative,1 Book lamp Hollow out a hardcover book and add a light source to create a unique desk lamp,book lamp hollow out a hardcover book and add a light source to create a unique desk lamp,book,book,1.09491,1.14824,1.10799,0.96613,0.78051,1.01956,7.5e-4
41,42,creative,2 Book planter Use the pages of a book to create a unique and unexpected planter for succulents or small plants,book planter use the pages of a book to create a unique and unexpected planter for succulents or small plants,book,book,1.13988,0.99077,0.95619,0.96613,0.6915,0.94889,-0.00145
42,43,creative,3 Book purse Cut the pages and spine out of a book to create a oneofakind purse,book purse cut the pages and spine out of a book to create a oneofakind purse,book,book,1.05919,0.8818,0.96157,0.96613,0.72715,0.91917,-0.01049
43,44,creative,4 Bookshelf art Stack books creatively to make a piece of art for your bookshelf,bookshelf art stack books creatively to make a piece of art for your bookshelf,book,book,1.09459,0.96792,0.95136,0.96429,0.81563,0.95876,-0.00159
44,45,creative,5 Bookend bookends Cut two books to fit together to create a set of bookends,bookend bookends cut two books to fit together to create a set of bookends,book,book,0.99639,0.99789,1.05405,0.96613,0.6890499999999999,0.9407,-0.0127
45,46,creative,6 Book clock Turn a book into a clock by hollowing it out and adding a clock mechanism,book clock turn a book into a clock by hollowing it out and adding a clock mechanism,book,book,0.8273699999999999,1.07412,1.06841,0.96611,1.22412,1.03203,-0.00158
46,47,creative,7 Book birdhouse Use an old hardcover book to make a unique birdhouse for your backyard,book birdhouse use an old hardcover book to make a unique birdhouse for your backyard,book,book,1.09761,1.17967,0.92256,1.07789,1.22,1.09955,0.06093
47,48,creative,8 Book candle Create a custom candle by melting down old candles and pouring the wax into a hollowedout book,book candle create a custom candle by melting down old candles and pouring the wax into a hollowedout book,book,book,0.90502,0.94588,0.99185,0.96613,1.2196,1.0057,-0.00124
48,49,creative,9 Book journal Create your own journal by using old book covers and blank pages,book journal create your own journal by using old book covers and blank pages,book,book,1.18931,1.13116,0.90476,1.02854,1.29961,1.11068,0.04992
49,50,creative,10 Book sculpture Turn old books into unique sculptures by cutting folding and gluing the pages together in creative ways,book sculpture turn old books into unique sculptures by cutting folding and gluing the pages together in creative ways,book,book,0.92711,1.16765,1.01972,0.96609,1.22045,1.0602,0.01045
50,51,creative,1 A planter Cut the pages out of a hollowedout book and fill it with soil then plant small succulents or herbs,a planter cut the pages out of a hollowedout book and fill it with soil then plant small succulents or herbs,book,book,1.09869,1.09188,1.04679,0.96613,1.22418,1.08553,0.01414
51,52,creative,2 A secret hiding spot Hollow out the middle of an old book to create a hiding spot for valuables,a secret hiding spot hollow out the middle of an old book to create a hiding spot for valuables,book,book,1.09056,1.04003,1.04467,0.96613,0.78044,0.98437,-0.00247
52,53,creative,3 A wall decoration Use old and new books to create a unique and eyecatching wall decoration,a wall decoration use old and new books to create a unique and eyecatching wall decoration,book,book,0.8740600000000001,1.0457,0.99791,0.96612,0.70939,0.91864,-0.01336
53,54,creative,4 A theater prop Use books as props for a theater production or other type of performance,a theater prop use books as props for a theater production or other type of performance,book,book,1.16036,1.01483,1.04571,0.96613,0.78301,0.99401,-2.1e-4
54,55,creative,5 A journal cover Use old book covers to create covers for your journals adding texture and personality,a journal cover use old book covers to create covers for your journals adding texture and personality,book,book,1.07979,0.82604,0.98246,0.96602,0.81809,0.93448,-0.01056
55,56,creative,6 A game board Create a board game using a book as the game board and pieces fashioned from paper or other materials,a game board create a board game using a book as the game board and pieces fashioned from paper or other materials,book,book,0.90539,0.99687,0.9137,0.96613,1.21964,1.00035,0.00487
56,57,creative,7 A lampshade Cut the pages out of a book and create a unique lampshade,a lampshade cut the pages out of a book and create a unique lampshade,book,book,1.06389,0.99824,1.0144,0.96613,1.23356,1.05524,0.00909
57,58,creative,8 A room divider Stack books on a shelf or use them as a room divider to create a visually interesting and functional space,a room divider stack books on a shelf or use them as a room divider to create a visually interesting and functional space,book,book,0.90524,1.0584,1.04047,0.96613,0.77984,0.95002,-0.01078
58,59,creative,9 A phone or tablet stand Prop up your phone or tablet on an open book for easy viewing,a phone or tablet stand prop up your phone or tablet on an open book for easy viewing,book,book,0.90354,1.04961,0.90727,0.96613,0.7929200000000001,0.92389,-0.00517
59,60,creative,10 A gift box Wrap your gifts in old book pages to create a unique and ecofriendly gift box,a gift box wrap your gifts in old book pages to create a unique and ecofriendly gift box,book,book,0.93081,0.98309,0.98527,0.96615,0.77938,0.92894,-0.01109
60,61,creative,1 Turn it into a secret storage compartment by cutting out the center pages and using it to hide small items,turn it into a secret storage compartment by cutting out the center pages and using it to hide small items,book,book,0.97137,1.05944,0.95838,0.96613,1.27023,1.04511,0.01116
61,62,creative,2 Use the pages as wrapping paper for gifts,use the pages as wrapping paper for gifts,book,book,1.10767,0.90878,1.02438,0.96408,1.29509,1.06,0.00735
62,63,creative,3 Create a unique piece of wall art by folding the pages into a sculpture,create a unique piece of wall art by folding the pages into a sculpture,book,book,1.0873,0.9465,1.00606,0.96615,1.2264599999999999,1.04649,0.00769
63,64,creative,4 Use the book as a doorstop or a weight for pressing flowers,use the book as a doorstop or a weight for pressing flowers,book,book,0.91858,1.03901,0.96437,0.96611,0.7806500000000001,0.93374,-0.00782
64,65,creative,5 Turn it into a unique journal by replacing the original content with your own writing or drawing,turn it into a unique journal by replacing the original content with your own writing or drawing,book,book,0.99422,0.9787,1.03437,0.9661,0.7559,0.94586,-0.01095
65,66,creative,6 Use the pages to create a personalized scrapbook or photo album,use the pages to create a personalized scrapbook or photo album,book,book,1.0844800000000001,0.99159,0.93693,0.96651,1.22285,1.04047,0.01294
66,67,creative,7 Place it on a shelf to add a decorative touch to a room,place it on a shelf to add a decorative touch to a room,book,book,0.95276,1.05387,0.97307,0.96613,0.77649,0.94446,-0.00579
67,68,creative,8 Use the pages as a material for origami or paper crafts,use the pages as a material for origami or paper crafts,book,book,0.8746,0.99666,1.04685,0.96611,1.21985,1.02081,-0.00247
68,69,creative,9 Create a birdhouse or nesting box by hollowing out the center of the book and covering with waterproof material,create a birdhouse or nesting box by hollowing out the center of the book and covering with waterproof material,book,book,1.09644,1.07146,0.97476,0.96613,1.22435,1.06663,0.01607
69,70,creative,10 Use the book as a platform for displaying small objects or collectibles,use the book as a platform for displaying small objects or collectibles,book,book,1.10169,1.01196,1.04402,0.96612,1.19404,1.06357,0.00926
70,71,creative,1 Convert the book into a secret hiding spot by cutting out a portion of the pages and placing small items inside,convert the book into a secret hiding spot by cutting out a portion of the pages and placing small items inside,book,book,1.08593,1.06687,0.97749,0.96613,0.77923,0.97513,0.00159
71,72,creative,2 Use the book as a makeshift laptop or tablet stand,use the book as a makeshift laptop or tablet stand,book,book,1.01621,0.96831,1.03309,0.96646,1.21761,1.04034,0.00389
72,73,creative,3 Craft a unique art piece by folding the pages of the book into a 3D sculpture,craft a unique art piece by folding the pages of the book into a d sculpture,book,book,0.91391,0.9205099999999999,1.00985,0.96614,1.2230699999999999,1.0067,-0.0028
73,74,creative,4 Turn the book into a personalized notebook or journal by removing pages and adding blank ones,turn the book into a personalized notebook or journal by removing pages and adding blank ones,book,book,1.06334,1.00105,1.05278,0.96667,1.24298,1.06536,0.00802
74,75,creative,5 Create a book clock by hollowing out the center of a hardcover book and fitting it with a clock mechanism,create a book clock by hollowing out the center of a hardcover book and fitting it with a clock mechanism,book,book,0.94025,1.02769,0.97893,0.96613,1.21943,1.02649,0.00545
75,76,creative,6 Use the pages as unique wrapping paper for small gifts,use the pages as unique wrapping paper for small gifts,book,book,0.90587,0.93889,1.03524,0.96735,1.27028,1.02353,-0.00149
76,77,creative,7 Transform the pages into confetti to add to party decorations,transform the pages into confetti to add to party decorations,book,book,0.93505,1.01197,1.03197,0.96618,1.04064,0.99716,-0.00338
77,78,creative,8 Create a DIY book plant holder by cutting a hole in the center of the book and inserting a small plant pot,create a diy book plant holder by cutting a hole in the center of the book and inserting a small plant pot,book,book,0.90511,0.95822,0.97841,0.96613,0.78066,0.91771,-0.01339
78,79,creative,9 Build a bookshelf that doubles as a comfortable reading nook by securing a cushion to the top of several books,build a bookshelf that doubles as a comfortable reading nook by securing a cushion to the top of several books,book,book,0.86731,0.92341,1.00909,0.96613,1.20141,0.99347,-0.00565
79,80,creative,10 Use the book as a base to level furniture legs on uneven floors,use the book as a base to level furniture legs on uneven floors,book,book,1.09264,1.11389,1.05327,0.96617,0.68918,0.98303,-0.00159
80,81,creative,1 Cutting out pages to create intricate paper art or sculptures,cutting out pages to create intricate paper art or sculptures,book,book,0.89682,1.01952,0.95043,0.97657,1.30981,1.03063,0.01024
81,82,creative,2 Hollowing out the middle of the book to create a secret hiding spot,hollowing out the middle of the book to create a secret hiding spot,book,book,1.04333,0.98058,1.04571,0.96613,1.23307,1.05376,0.00574
82,83,creative,3 Using old books as home decor by stacking them to create a unique shelf or table,using old books as home decor by stacking them to create a unique shelf or table,book,book,0.92227,1.06144,1.0254,0.96617,1.2849300000000001,1.05204,0.00632
83,84,creative,4 Turning books into a unique guestbook for weddings or special events,turning books into a unique guestbook for weddings or special events,book,book,0.90813,0.99205,0.95446,0.9656,1.17389,0.99883,0.00142
84,85,creative,5 Creating a unique lampshade by folding pages into a cylindrical lamp cover,creating a unique lampshade by folding pages into a cylindrical lamp cover,book,book,1.09299,0.98386,0.9931,0.96702,0.69957,0.94731,-0.00527
85,86,creative,6 Turning a book into a unique jewelry box by cutting out the pages and adding dividers,turning a book into a unique jewelry box by cutting out the pages and adding dividers,book,book,1.09613,0.97815,1.09143,0.96616,0.7715799999999999,0.98069,-0.00775
86,87,creative,7 Using old books as props for photography or film shoots,using old books as props for photography or film shoots,book,book,0.88891,0.94929,0.97783,0.95154,1.21248,0.99601,-0.00631
87,88,creative,8 Creating a unique piece of clothing by using book pages to create a fabriclike material,creating a unique piece of clothing by using book pages to create a fabriclike material,book,book,1.05468,1.06578,0.96136,0.9661,1.28847,1.06728,0.01616
88,89,creative,9 Using books as unique centerpieces for events or dinner parties,using books as unique centerpieces for events or dinner parties,book,book,0.85797,0.98247,0.96841,0.89881,0.76067,0.89367,-0.03694
89,90,creative,10 Creating a unique plant holder by hollowing out the middle and placing a small plant inside,creating a unique plant holder by hollowing out the middle and placing a small plant inside,book,book,1.09718,0.97901,0.98195,0.96609,0.77001,0.95885,-0.00299
90,91,creative,1 A hidden compartment cut out the pages and create a secret compartment to store valuables,a hidden compartment cut out the pages and create a secret compartment to store valuables,book,book,1.09468,0.99074,0.965,0.96613,0.7336199999999999,0.95003,-0.00286
91,92,creative,2 A plant pot hollow out the middle of the book and fill it with soil and a small succulent plant,a plant pot hollow out the middle of the book and fill it with soil and a small succulent plant,book,book,1.09663,1.00046,0.95195,0.96613,0.78038,0.95911,-2.5e-4
92,93,creative,3 A lampshade fold pages into triangles and glue them together to create a unique lampshade,a lampshade fold pages into triangles and glue them together to create a unique lampshade,book,book,0.97221,1.0264,1.03893,0.9661,1.24601,1.04993,0.00522
93,94,creative,4 A phone stand stand your phone up in a book with the pages folded to create a holder,a phone stand stand your phone up in a book with the pages folded to create a holder,book,book,0.90385,0.99258,1.01517,0.96613,0.76427,0.9284,-0.01372
94,95,creative,5 A birdhouse cut out a little hole in the book cover and add a small perch for a cute birdhouse,a birdhouse cut out a little hole in the book cover and add a small perch for a cute birdhouse,book,book,1.09488,1.11513,0.88518,0.96613,1.21057,1.05438,0.02176
95,96,creative,6 A purse cut out the pages and glue them together to create a durable and unique purse,a purse cut out the pages and glue them together to create a durable and unique purse,book,book,0.89284,0.98072,1.03907,0.96613,0.76137,0.92803,-0.01604
96,97,creative,7 A picture frame cut out a picturesized hole in the book cover and insert a favorite photo,a picture frame cut out a picturesized hole in the book cover and insert a favorite photo,book,book,0.91023,0.95858,0.90288,0.96613,1.21961,0.99149,0.00355
97,98,creative,8 A hideaway create a cozy little reading nook inside a book with blankets and pillows,a hideaway create a cozy little reading nook inside a book with blankets and pillows,book,book,1.14431,0.97933,1.15085,0.96607,1.20888,1.08989,0.00551
98,99,creative,9 A camera strap cover a camera strap with the cover of a favorite book for a literary touch,a camera strap cover a camera strap with the cover of a favorite book for a literary touch,book,book,1.08788,0.94487,0.917,0.96613,1.22196,1.02757,0.01134
99,100,creative,10 A game board use the pages of the book to create a unique and personalized game board for a board game,a game board use the pages of the book to create a unique and personalized game board for a board game,book,book,0.90518,1.02971,1.03067,0.96613,0.78039,0.94242,-0.01187
100,101,creative,1 Bookend Use the book to hold up other books on a shelf or table,bookend use the book to hold up other books on a shelf or table,book,book,0.95467,1.03782,1.04338,0.96613,0.75352,0.9511,-0.01028
101,102,creative,2 Secret compartment Cut out the pages to make a hidden storage compartment within the book,secret compartment cut out the pages to make a hidden storage compartment within the book,book,book,0.90642,0.92245,1.0566,0.9658,0.73426,0.91711,-0.02013
102,103,creative,3 Tablet or phone stand Use the book to prop up a tablet or phone for handsfree use,tablet or phone stand use the book to prop up a tablet or phone for handsfree use,book,book,1.15181,1.01109,1.06647,0.96613,1.09022,1.05714,0.00763
103,104,creative,4 Flower press Place flowers or leaves between the pages and let the weight of the book press them flat and dry,flower press place flowers or leaves between the pages and let the weight of the book press them flat and dry,book,book,1.08389,0.90768,1.01275,0.96613,0.7824599999999999,0.95058,-0.00839
104,105,creative,5 Wall décor Hang a set of books on a wall to create an interesting and unique display,wall décor hang a set of books on a wall to create an interesting and unique display,book,book,0.92338,0.98675,0.96572,0.96613,1.23808,1.01601,0.00356
105,106,creative,6 Book clutch Repurpose the cover of a hardcover book to make a stylish clutch bag,book clutch repurpose the cover of a hardcover book to make a stylish clutch bag,book,book,1.09091,1.01364,1.05556,0.96628,1.22086,1.06945,0.00917
106,107,creative,7 Coaster Cut the cover of a hardcover book into coasters for drinks,coaster cut the cover of a hardcover book into coasters for drinks,book,book,1.04464,0.95461,0.85759,0.96027,0.7805,0.91952,-0.00318
107,108,creative,8 Lamp base Stack books of varying sizes and styles to create a unique lamp base,lamp base stack books of varying sizes and styles to create a unique lamp base,book,book,0.90146,1.05061,0.9623,0.96658,0.76796,0.92978,-0.00822
108,109,creative,9 Picture frame Cut out the pages of a book to create a frame for a small photo or picture,picture frame cut out the pages of a book to create a frame for a small photo or picture,book,book,1.09634,1.06219,1.0339,0.96613,0.77844,0.98740000000000006,-6e-4
109,110,creative,10 DIY notebook Remove the pages of an old book and bind new pages in to create a oneofakind notebook,diy notebook remove the pages of an old book and bind new pages in to create a oneofakind notebook,book,book,0.7852600000000001,1.00685,1.01611,0.96613,0.8280000000000001,0.92047,-0.01711
110,111,creative,1 A hiding place a book with a cutout center can be a secret hiding place for small items,a hiding place a book with a cutout center can be a secret hiding place for small items,book,book,1.10142,0.98779,1.11187,0.96613,0.77855,0.98915,-0.00765
111,112,creative,2 A phone or tablet stand prop up your device with a hardcover book with a good spine,a phone or tablet stand prop up your device with a hardcover book with a good spine,book,book,1.02953,1.03227,1.01191,0.96613,0.7140500000000001,0.95078,-0.0066
112,113,creative,3 A picture frame glue photos inside a book and decorate the pages to make a unique and personal photo frame,a picture frame glue photos inside a book and decorate the pages to make a unique and personal photo frame,book,book,1.02753,1.04587,0.966,0.96613,1.21866,1.04484,0.0114
113,114,creative,4 A plant holder hollow out the center of a hardcover book and add soil to hold small plants or succulents,a plant holder hollow out the center of a hardcover book and add soil to hold small plants or succulents,book,book,1.09889,0.98758,1.00219,0.96613,1.21952,1.05486,0.01041
114,115,creative,5 A recipe holder use a cookbook to hold your recipes while you cook to keep your hands free and your recipe clean,a recipe holder use a cookbook to hold your recipes while you cook to keep your hands free and your recipe clean,book,book,1.09315,0.92911,0.98948,0.96613,1.2189,1.03935,0.00755
115,116,creative,6 A jewelry box glue felt inside a hollowedout book to create a vintageinspired jewelry box,a jewelry box glue felt inside a hollowedout book to create a vintageinspired jewelry box,book,book,0.99564,1.00964,0.91691,0.96415,0.70555,0.91838,-0.00633
116,117,creative,7 A wall art installation create a unique book wall art installation using pages from a book to create an intricate design or collage,a wall art installation create a unique book wall art installation using pages from a book to create an intricate design or collage,book,book,0.98612,0.98008,1.0506199999999999,0.96614,1.21292,1.03918,0.00197
117,118,creative,8 A travel journal use an old book as a journal and document your travels with ticket stubs postcards and drawings,a travel journal use an old book as a journal and document your travels with ticket stubs postcards and drawings,book,book,1.1320000000000001,1.08351,0.97676,0.9646399999999999,0.79587,0.99056,0.00487
118,119,creative,9 A handbag fold and glue pages from a book together to create a unique and sustainable handbag,a handbag fold and glue pages from a book together to create a unique and sustainable handbag,book,book,0.98265,0.98479,0.98028,0.96613,0.69076,0.92092,-0.01085
119,120,creative,10 A birdhouse hollow out a large book and attach it to a wooden birdhouse frame to create a quirky and literarythemed birdhouse,a birdhouse hollow out a large book and attach it to a wooden birdhouse frame to create a quirky and literarythemed birdhouse,book,book,1.09475,0.90247,1.09849,0.96613,1.21939,1.05625,0.00152
120,121,creative,1 As a decorative item for a room stacked in an interesting way or arranged by color,as a decorative item for a room stacked in an interesting way or arranged by color,book,book,1.09745,0.92074,0.95458,0.96612,1.21987,1.03175,0.00886
121,122,creative,2 As a makeshift laptop or tablet stand,as a makeshift laptop or tablet stand,book,book,0.89524,1.02152,1.13432,0.96555,0.78382,0.96009,-0.01738
122,123,creative,3 As a doorstop or paperweight,as a doorstop or paperweight,book,book,0.7905,0.93561,0.89117,0.9564,0.7563,0.866,-0.02062
123,124,creative,4 As a tool for pressing flowers or plants,as a tool for pressing flowers or plants,book,book,1.008,1.07948,1.09372,0.96595,1.22176,1.07378,0.0067
124,125,creative,5 To create a hidden storage compartment by hollowing out the pages,to create a hidden storage compartment by hollowing out the pages,book,book,1.09266,0.9324,1.01321,0.96583,1.30041,1.0609,0.00906
125,126,creative,6 As material for DIY crafting such as making paper flowers or book page wreaths,as material for diy crafting such as making paper flowers or book page wreaths,book,book,1.09508,1.01474,0.96294,0.96437,0.77464,0.96235,-8e-4
126,127,creative,7 To create a photo album or scrapbook with a unique cover,to create a photo album or scrapbook with a unique cover,book,book,0.91433,1.01929,1.12656,0.96612,1.22377,1.05001,-0.00257
127,128,creative,8 As a prop or set piece for a play or movie,as a prop or set piece for a play or movie,book,book,0.92741,1.02527,0.91768,0.96613,1.2034,1.00798,0.00683
128,129,creative,9 To create a personalized gift by filling in the margins with notes quotes or recipes and giving it to a loved one,to create a personalized gift by filling in the margins with notes quotes or recipes and giving it to a loved one,book,book,0.9315100000000001,1.02496,0.9373400000000001,0.96613,1.22461,1.01691,0.00682
129,130,creative,10 To create an interactive art piece by cutting and folding the pages to create a 3D structure,to create an interactive art piece by cutting and folding the pages to create a d structure,book,book,1.12014,1.03788,0.99096,0.96613,0.7712600000000001,0.97727,9.7e-4
