...1,id,condition,response,response_clean,item,item_clean,SemDis_cbowukwacsubtitle_c_m,SemDis_cbowsubtitle_c_m,SemDis_cbowBNCwikiukwac_c_m,SemDis_TASA_c_m,SemDis_GloVe_c_m,SemDis_MEAN,SemDis_factor
14,15,creative,5 Use a box as a portable pet bed for small dogs or cats when traveling,use a box as a portable pet bed for small dogs or cats when traveling,box,box,0.90908,0.91612,0.98411,0.9688,0.77687,0.911,-0.00701
15,16,creative,6 Cover a box in felt or fabric and filled with different shapes and textures to create a sensory play box for toddlers,cover a box in felt or fabric and filled with different shapes and textures to create a sensory play box for toddlers,box,box,0.87774,1.03937,1.12336,0.9688,0.77422,0.9567,-0.00587
16,17,creative,7 Turn a box into a stylish gift box by wrapping it in decorative paper and adding a ribbon and bow,turn a box into a stylish gift box by wrapping it in decorative paper and adding a ribbon and bow,box,box,0.88966,1.0995,0.95361,0.9688,0.78178,0.93867,-0.0061
17,18,creative,8 Cut up small boxes to make a DIY puzzle for children,cut up small boxes to make a diy puzzle for children,box,box,0.88547,0.90074,0.96368,0.96881,1.22245,0.98823,0.00551
18,19,creative,9 Use a box to start a DIY herb garden by filling it with soil and planting seeds or seedlings,use a box to start a diy herb garden by filling it with soil and planting seeds or seedlings,box,box,1.1428099999999999,1.10312,1.07154,0.9688,1.22303,1.10186,0.00796
19,20,creative,10 Create an obstacle course for kids by using boxes of different sizes and shapes to jump over crawl under or run around,create an obstacle course for kids by using boxes of different sizes and shapes to jump over crawl under or run around,box,box,0.8907700000000001,1.11944,0.97236,0.9688,1.22404,1.03508,0.00678
20,21,creative,1 Turn it into a makeshift cat house or igloo Cut a hole in one side and furnish it with a soft comfortable blanket for your furry pal,turn it into a makeshift cat house or igloo cut a hole in one side and furnish it with a soft comfortable blanket for your furry pal,box,box,0.89154,1.09328,0.90112,0.9688,0.77712,0.92637,-0.00652
21,22,creative,2 Create a sustainable and stylish shelf by stacking several sturdy cardboard boxes together,create a sustainable and stylish shelf by stacking several sturdy cardboard boxes together,box,box,0.94057,1.13608,1.06348,0.97695,1.08723,1.04086,0.00364
22,23,creative,3 Transform it into a personalized gift basket by decorating it with wrapping paper ribbon and a handmade card,transform it into a personalized gift basket by decorating it with wrapping paper ribbon and a handmade card,box,box,0.90152,0.91312,1.02737,0.9688,1.22418,1.007,0.00598
23,24,creative,4 Use it as a DIY photo booth backdrop by painting designing or covering it with wallpaper or fabric that suits your theme,use it as a diy photo booth backdrop by painting designing or covering it with wallpaper or fabric that suits your theme,box,box,0.89087,1.10079,1.07855,0.9688,1.22608,1.05302,0.00725
24,25,creative,5 Make your own athome arcade game by cutting out holes for different targets like in a skeeball machine and assigning varying point values for each,make your own athome arcade game by cutting out holes for different targets like in a skeeball machine and assigning varying point values for each,box,box,1.01799,1.09303,1.05479,0.9688,0.77685,0.98229,-0.00538
25,26,creative,6 Use it as a base for a pinata or for crafts such as making a cardboard robot or castle,use it as a base for a pinata or for crafts such as making a cardboard robot or castle,box,box,0.8908,1.07341,0.94072,0.9688,1.22314,1.01937,0.00636
26,27,creative,7 Tape together several boxes to create a hallway or maze for your kids to crawl through and play games like hide and seek,tape together several boxes to create a hallway or maze for your kids to crawl through and play games like hide and seek,box,box,1.06035,0.92869,0.98075,0.9688,0.77685,0.94309,-0.00647
27,28,creative,8 Create a makeshift greenhouse to start your own vegetable or herb garden using only a transparent plastic sheet and a cardboard box,create a makeshift greenhouse to start your own vegetable or herb garden using only a transparent plastic sheet and a cardboard box,box,box,1.11169,1.11538,0.99302,0.9688,1.22314,1.08241,0.00755
28,29,creative,9 Make custom DIY storage containers for your office closet or craft supplies by cutting and assembling from sturdy cardboard boxes,make custom diy storage containers for your office closet or craft supplies by cutting and assembling from sturdy cardboard boxes,box,box,1.10877,1.11026,1.10522,0.96879,1.22302,1.10321,0.00804
29,30,creative,10 Fashion an ecofriendly and reusable Halloween costume such as a robot transformer or ninja using old boxes and other found materials,fashion an ecofriendly and reusable halloween costume such as a robot transformer or ninja using old boxes and other found materials,box,box,1.11945,1.03183,1.10089,0.96873,0.78111,1.0004,-0.00504
30,31,creative,1 Turn it into a minigarden by lining it with plastic and adding soil and herbs,turn it into a minigarden by lining it with plastic and adding soil and herbs,box,box,0.93648,0.96148,0.95211,0.96879,1.22443,1.00866,0.006
31,32,creative,2 Cut off the flaps and use it as a sled to slide down hills,cut off the flaps and use it as a sled to slide down hills,box,box,0.94285,1.08561,1.04294,0.9688,0.7744800000000001,0.96294,-0.00579
32,33,creative,3 Make a photo booth by covering it with patterned paper and attaching photo props to the sides,make a photo booth by covering it with patterned paper and attaching photo props to the sides,box,box,1.1083,0.88227,0.93872,0.9688,0.75629,0.93088,-0.00736
33,34,creative,4 Create a game of minigolf by cutting holes in the box and using paper cups as targets,create a game of minigolf by cutting holes in the box and using paper cups as targets,box,box,0.89078,0.86561,0.96051,0.9688,1.22373,0.98189,0.00536
34,35,creative,5 Turn it into a pinata by filling it with candy and decorating it with colorful crepe paper,turn it into a pinata by filling it with candy and decorating it with colorful crepe paper,box,box,0.89375,1.05324,1.03369,0.9688,0.7679400000000001,0.94348,-0.00635
35,36,creative,6 Use it as a cozy reading nook by lining it with cushions and adding a lamp inside,use it as a cozy reading nook by lining it with cushions and adding a lamp inside,box,box,0.9678599999999999,0.94479,0.97868,0.9688,1.2349700000000001,1.01902,0.00644
36,37,creative,7 Build a maze by creating various obstacles and tunnels inside the box,build a maze by creating various obstacles and tunnels inside the box,box,box,0.95205,0.867,0.89782,0.96885,1.2287,0.98288,0.00541
37,38,creative,8 Fashion a ramp for toy cars by cutting a slope and attaching a starting line and finish line,fashion a ramp for toy cars by cutting a slope and attaching a starting line and finish line,box,box,1.09579,0.9258500000000001,1.05748,0.96879,1.2325599999999999,1.05609,0.00706
38,39,creative,9 Use it as a projector by cutting a hole in one end and attaching a smartphone or tablet to the other,use it as a projector by cutting a hole in one end and attaching a smartphone or tablet to the other,box,box,1.14833,0.93444,0.93859,0.9688,0.78963,0.95596,-0.00599
39,40,creative,10 Create a shadow puppet theater by cutting shapes out of the box and using a flashlight to cast shadows on the wall,create a shadow puppet theater by cutting shapes out of the box and using a flashlight to cast shadows on the wall,box,box,1.11751,1.01549,1.04943,0.9688,1.22382,1.07501,0.00732
40,41,creative,1 A cat playground  Cut holes in the box and attach string or toys to create a fun play area for cats,a cat playground cut holes in the box and attach string or toys to create a fun play area for cats,box,box,1.10644,0.9281,1.02043,0.9688,0.77685,0.96012,-0.00614
41,42,creative,2 A mini basketball hoop  Cut a hole in the side of the box and attach a mini hoop for a fun indoor game,a mini basketball hoop cut a hole in the side of the box and attach a mini hoop for a fun indoor game,box,box,1.10617,0.86772,0.92409,0.9688,0.7769,0.92874,-0.00692
42,43,creative,3 A cardboard puppet theatre  Use the box as a stage add curtains and create cardboard puppets for a fun puppet show,a cardboard puppet theatre use the box as a stage add curtains and create cardboard puppets for a fun puppet show,box,box,1.05835,1.07086,1.0798,0.9688,0.77685,0.99093,-0.00525
43,44,creative,4 A DIY camera obscura  Cut a small hole in the box and use it to project an image onto a wall or screen for a unique viewing experience,a diy camera obscura cut a small hole in the box and use it to project an image onto a wall or screen for a unique viewing experience,box,box,1.08559,1.10051,1.06181,0.9688,1.22313,1.08797,0.00771
44,45,creative,5 A selfsustaining garden  Turn the box into a mini greenhouse by adding soil and seeds and watch your plants grow,a selfsustaining garden turn the box into a mini greenhouse by adding soil and seeds and watch your plants grow,box,box,0.85734,1.09177,1.0524499999999999,0.9688,0.77683,0.94944,-0.00592
45,46,creative,6 A temporary bed for a pet  Line the box with soft bedding and create a cozy space for your furry friend,a temporary bed for a pet line the box with soft bedding and create a cozy space for your furry friend,box,box,0.89134,1.09722,1.06168,0.9688,1.22867,1.04954,0.00722
46,47,creative,7 A cardboard helmet  Use the box to create a fun and imaginative helmet for a child's dressup play,a cardboard helmet use the box to create a fun and imaginative helmet for a childs dressup play,box,box,0.9387,1.10551,1.0647,0.9688,1.22313,1.06017,0.00728
47,48,creative,8 A pinhole camera  Using a black box add a small hole and create your own camera that takes unique images,a pinhole camera using a black box add a small hole and create your own camera that takes unique images,box,box,1.10066,1.11881,0.86363,0.96879,0.7764,0.96566,-0.0059
48,49,creative,9 A musical instrument  Add strings or rubber bands to create a homemade guitar or make a drum out of the box,a musical instrument add strings or rubber bands to create a homemade guitar or make a drum out of the box,box,box,0.97926,1.10777,0.97917,0.9688,0.77685,0.96237,-0.00579
49,50,creative,10 A makeshift fort  Create a fun and cozy play area inside the box by adding blankets pillows and fairy lights,a makeshift fort create a fun and cozy play area inside the box by adding blankets pillows and fairy lights,box,box,0.88985,1.09923,0.85107,0.9688,0.77685,0.91716,-0.00674
50,51,creative,1 Turn it into a minigarden Cut the top of the box and fill it with soil to grow herbs and small vegetables,turn it into a minigarden cut the top of the box and fill it with soil to grow herbs and small vegetables,box,box,0.87605,0.9282900000000001,0.9448300000000001,0.9688,0.77679,0.89895,-0.00725
51,52,creative,2 Create a cardboard castle Use different sized boxes to create a castle complete with turrets drawbridge and a moat,create a cardboard castle use different sized boxes to create a castle complete with turrets drawbridge and a moat,box,box,0.92093,0.90083,1.05661,0.9688,1.22284,1.014,0.00608
52,53,creative,3 Make a puppet theater Cut out the front of the box and decorate it with curtains and a stage then put on a show using homemade puppets,make a puppet theater cut out the front of the box and decorate it with curtains and a stage then put on a show using homemade puppets,box,box,0.88619,0.93253,1.0616,0.9688,0.77685,0.92519,-0.00663
53,54,creative,4 Use it as a planter Put soil and plants inside the box and use it as a portable garden,use it as a planter put soil and plants inside the box and use it as a portable garden,box,box,0.89627,1.04783,1.12911,0.9688,1.22369,1.05314,0.00715
54,55,creative,5 Create a maze for pets Cut out differentsized holes in the box and hide treats inside to challenge a small pet's intelligence,create a maze for pets cut out differentsized holes in the box and hide treats inside to challenge a small pets intelligence,box,box,1.11562,0.85783,1.06471,0.9688,0.77683,0.95676,-0.00627
55,56,creative,6 Make a DIY pinball machine Cut the top of the box off attach pegs and springs to create an obstacle course and use a marble or ball bearing as the ball,make a diy pinball machine cut the top of the box off attach pegs and springs to create an obstacle course and use a marble or ball bearing as the ball,box,box,1.10843,0.96063,1.0671599999999999,0.9688,0.77684,0.97637,-0.00573
56,57,creative,7 Build a homemade camera obscura Turn a box into a camera obscura to project an image onto a wall,build a homemade camera obscura turn a box into a camera obscura to project an image onto a wall,box,box,0.96584,0.92238,0.98368,0.96881,0.77677,0.9235,-0.0068
57,58,creative,8 Create a storage box Cover the outside of the box with fabric or wallpaper and use it to store miscellaneous items,create a storage box cover the outside of the box with fabric or wallpaper and use it to store miscellaneous items,box,box,0.89047,0.8963099999999999,0.95212,0.9688,0.76951,0.89544,-0.00754
58,59,creative,9 Make a cat bed Cut a hole in the side of the box and add a soft cushion for a cozy cat bed,make a cat bed cut a hole in the side of the box and add a soft cushion for a cozy cat bed,box,box,0.88635,1.10168,1.01139,0.9688,1.22279,1.0382,0.00682
59,60,creative,10 Use it as a fort Cut out windows decorate and use the box as a fort for kids to play in,use it as a fort cut out windows decorate and use the box as a fort for kids to play in,box,box,0.85456,0.87309,0.97082,0.9688,0.77685,0.88882,-0.00748
60,61,creative,1 Turn a cardboard box into a bookshelf by stacking several boxes on top of each other and adding shelves inside,turn a cardboard box into a bookshelf by stacking several boxes on top of each other and adding shelves inside,box,box,0.89222,1.12299,0.85851,0.9688,0.77799,0.9241,-0.00653
61,62,creative,2 Use a box as a planter for a small herb garden or as a base for creating a terrarium,use a box as a planter for a small herb garden or as a base for creating a terrarium,box,box,1.10838,0.98346,0.92642,0.9688,0.77791,0.95299,-0.00625
62,63,creative,3 Cut a box into strips and use them to weave into a funky chair or stool,cut a box into strips and use them to weave into a funky chair or stool,box,box,1.0282,0.90366,1.06211,0.9688,0.7774099999999999,0.94804,-0.00631
63,64,creative,4 Turn a box into a playhouse or fort for kids with some imagination and a few simple modifications,turn a box into a playhouse or fort for kids with some imagination and a few simple modifications,box,box,1.14176,1.07097,1.04991,0.9688,0.77656,1.0016,-0.00513
64,65,creative,5 Create wallmounted storage with boxes by adding brackets and painting them to match your decor,create wallmounted storage with boxes by adding brackets and painting them to match your decor,box,box,1.0168,1.04963,0.89003,0.9684,1.24458,1.03389,0.00701
65,66,creative,6 Use a box as a unique piece of wall art by painting or decorating it in a creative way,use a box as a unique piece of wall art by painting or decorating it in a creative way,box,box,0.95414,0.92942,0.9252400000000001,0.9688,0.77456,0.91043,-0.00714
66,67,creative,7 Create a cat house or scratching post by cutting holes in the box and covering it with carpet or sisal rope,create a cat house or scratching post by cutting holes in the box and covering it with carpet or sisal rope,box,box,1.10876,0.908,1.03391,0.9688,1.2237,1.04863,0.00664
67,68,creative,8 Use boxes to organize craft supplies by labeling each one and stacking them on shelves or in cabinets,use boxes to organize craft supplies by labeling each one and stacking them on shelves or in cabinets,box,box,1.11017,0.96206,0.95404,0.9688,1.23299,1.04561,0.00682
68,69,creative,9 Cut a box into puzzle pieces and use it as a fun DIY activity for kids,cut a box into puzzle pieces and use it as a fun diy activity for kids,box,box,1.10193,1.0194,0.94965,0.9688,0.7772399999999999,0.9634,-0.00599
69,70,creative,10 Turn a box into a homemade pinball machine by adding ramps flippers and obstacles inside,turn a box into a homemade pinball machine by adding ramps flippers and obstacles inside,box,box,0.86343,0.82947,1.06846,0.96502,1.23774,0.99282,0.00595
70,71,creative,1 Turn the box into a playhouse for children Cut out windows and a door decorate it with markers or paint and let them create their own fun space,turn the box into a playhouse for children cut out windows and a door decorate it with markers or paint and let them create their own fun space,box,box,0.9776,0.91893,0.97203,0.9688,0.77686,0.92284,-0.00684
71,72,creative,2 Use it as a planter for flowers or herbs Fill the box with soil plant the seeds and watch them grow,use it as a planter for flowers or herbs fill the box with soil plant the seeds and watch them grow,box,box,1.11029,0.90105,1.07483,0.9688,1.22316,1.05563,0.00679
72,73,creative,3 Create a DIY storage box by covering it with patterned paper or fabric and adding dividers inside to organize items,create a diy storage box by covering it with patterned paper or fabric and adding dividers inside to organize items,box,box,1.10877,1.07625,1.05288,0.9688,0.98865,1.03907,8.9e-4
73,74,creative,4 Make a shadow box and showcase your favorite items such as seashells antique jewelry or a special collection,make a shadow box and showcase your favorite items such as seashells antique jewelry or a special collection,box,box,1.10791,0.88808,1.05095,0.9688,1.22311,1.04777,0.0066
74,75,creative,5 Use a cardboard box as a building block and create a cardboard fort or castle,use a cardboard box as a building block and create a cardboard fort or castle,box,box,0.89329,0.89214,1.129,0.96881,0.77685,0.93202,-0.0065
75,76,creative,6 Paint the box white black or any color and use it as a backdrop for a photo booth,paint the box white black or any color and use it as a backdrop for a photo booth,box,box,0.91254,1.05308,0.93981,0.9688,1.22318,1.01948,0.00632
76,77,creative,7 Cut the box in half tape or glue the bottom halves together to make a standing desk for your laptop,cut the box in half tape or glue the bottom halves together to make a standing desk for your laptop,box,box,1.05163,1.0137,1.01737,0.9688,0.98373,1.00705,6e-5
77,78,creative,8 Use the box as a package for gift wrapping Add ribbon bows or glitter for a fun presentation,use the box as a package for gift wrapping add ribbon bows or glitter for a fun presentation,box,box,0.90145,0.90457,1.06482,0.9688,1.22299,1.01253,0.00608
78,79,creative,9 Make a memory box where you can save special mementos such as ticket stubs photos or letters,make a memory box where you can save special mementos such as ticket stubs photos or letters,box,box,0.89123,1.06706,1.04299,0.96887,1.20878,1.03579,0.0064
79,80,creative,10 Turn the box into a puppet theater Cut out a rectangle for the stage decorate it with curtains and create puppet characters with paper bags or socks,turn the box into a puppet theater cut out a rectangle for the stage decorate it with curtains and create puppet characters with paper bags or socks,box,box,1.10602,1.06745,1.04213,0.9688,1.22315,1.08151,0.00751
80,81,creative,1 Use a box as a plant holder to create a vertical garden,use a box as a plant holder to create a vertical garden,box,box,1.11155,1.0423499999999999,1.00584,0.96852,1.2240199999999999,1.07046,0.00724
81,82,creative,2 Make a cardboard box guitar and have a music session with kids,make a cardboard box guitar and have a music session with kids,box,box,1.05131,0.92214,1.14291,0.9687,1.22322,1.06166,0.00704
82,83,creative,3 Cut a box into pieces and use them as scrapbook decorations gift wrapping or framing artwork,cut a box into pieces and use them as scrapbook decorations gift wrapping or framing artwork,box,box,0.89789,0.89247,1.02725,0.96935,0.76358,0.91011,-0.00735
83,84,creative,4 Create a mini library by decorating a box and converting it into a bookshelf,create a mini library by decorating a box and converting it into a bookshelf,box,box,1.1753,0.90256,0.8904799999999999,0.9688,0.77272,0.94197,-0.00679
84,85,creative,5 Cut the box into various shapes and use it to teach kids math puzzles and geometry,cut the box into various shapes and use it to teach kids math puzzles and geometry,box,box,1.11162,1.09977,0.92625,0.9688,1.22665,1.06662,0.00725
85,86,creative,6 Create a cardboard maze with empty boxes and let kids enjoy the game,create a cardboard maze with empty boxes and let kids enjoy the game,box,box,1.15243,0.88708,0.9529,0.96879,0.77688,0.94762,-0.00653
86,87,creative,7 Use a box as a storage unit place them under the bed or inside a cupboard,use a box as a storage unit place them under the bed or inside a cupboard,box,box,1.1295,0.90651,0.94346,0.9688,0.77744,0.94514,-0.00653
87,88,creative,8 Convert the box into an art project let kids paint and decorate using craft materials,convert the box into an art project let kids paint and decorate using craft materials,box,box,0.90344,1.08952,0.8711599999999999,0.98237,0.77688,0.92467,-0.00648
88,89,creative,9 Cut out shapes and letters from boxes to make signage for a DIY wedding,cut out shapes and letters from boxes to make signage for a diy wedding,box,box,1.11212,1.13229,0.96143,0.9688,1.22389,1.07971,0.00751
89,90,creative,10 Create a cosplay design and use cardboard boxes to develop props and costumes,create a cosplay design and use cardboard boxes to develop props and costumes,box,box,0.9079,0.89776,0.93812,0.96875,1.22248,0.987,0.00544
90,91,creative,1 Turn a shoebox into a mini herb garden by lining it with plastic and filling it with soil and herb seeds,turn a shoebox into a mini herb garden by lining it with plastic and filling it with soil and herb seeds,box,box,1.14182,1.17169,0.95492,0.9688,1.2239,1.09223,0.00779
91,92,creative,2 Use a large box as a makeshift photo booth by painting it and placing props inside for guests to pose with,use a large box as a makeshift photo booth by painting it and placing props inside for guests to pose with,box,box,0.89178,0.98324,1.08622,0.9688,0.77685,0.94138,-0.00622
92,93,creative,3 Create a fun game by cutting holes in a box and playing a beanbag toss game,create a fun game by cutting holes in a box and playing a beanbag toss game,box,box,0.89968,0.94011,1.02506,0.96881,0.77627,0.92199,-0.00674
93,94,creative,4 Turn a cardboard box into a unique piece of wall art by cutting it into geometric shapes and painting it,turn a cardboard box into a unique piece of wall art by cutting it into geometric shapes and painting it,box,box,1.03324,0.86164,1.00563,0.9688,0.84813,0.94349,-0.00476
94,95,creative,5 Cut a box into triangles and use it to create a unique and colorful origami mobile,cut a box into triangles and use it to create a unique and colorful origami mobile,box,box,1.08626,1.09663,1.0557,0.9688,1.22362,1.0862,0.00768
95,96,creative,6 Create a DIY mailbox by covering a small box in decorative paper or fabric and attaching it to a post,create a diy mailbox by covering a small box in decorative paper or fabric and attaching it to a post,box,box,0.89123,1.06145,1.06623,0.9688,0.77384,0.95231,-0.00599
96,97,creative,7 Use a box as a stylish storage solution by covering it in contact paper and adding a fabric lid,use a box as a stylish storage solution by covering it in contact paper and adding a fabric lid,box,box,0.8570599999999999,0.96171,0.95773,0.9688,0.89743,0.92855,-0.00361
97,98,creative,8 Use a box to make a personalized gift by decorating it with paint stickers or washi tape and filling it with thoughtful items,use a box to make a personalized gift by decorating it with paint stickers or washi tape and filling it with thoughtful items,box,box,0.9660299999999999,1.06274,1.05244,0.9688,1.22316,1.05463,0.00708
98,99,creative,9 Cut a box into circles and use it to create a fun and playful garland,cut a box into circles and use it to create a fun and playful garland,box,box,0.90752,0.93505,1.0488,0.9688,1.04815,0.98166,0.00117
99,100,creative,10 Make a cozy and comfortable bed for your pet by filling a box with blankets or pillows,make a cozy and comfortable bed for your pet by filling a box with blankets or pillows,box,box,0.89122,1.0774,1.12897,0.9688,1.2229700000000001,1.05787,0.00728
100,101,creative,1 Turn it into a minigarden by filling it with soil and planting herbs or flowers,turn it into a minigarden by filling it with soil and planting herbs or flowers,box,box,1.15457,0.88491,0.94614,0.9688,1.2233100000000001,1.03555,0.00624
101,102,creative,2 Cut off the top and use it as a makeshift table or desk organizer,cut off the top and use it as a makeshift table or desk organizer,box,box,1.09969,1.04154,1.0903100000000001,0.9688,1.22351,1.08477,0.00759
102,103,creative,3 Cover it in colorful paper and turn it into a gift box for a special occasion,cover it in colorful paper and turn it into a gift box for a special occasion,box,box,1.10253,0.93462,0.92517,0.9688,1.22354,1.03093,0.00624
103,104,creative,4 Use it to make a DIY cat or dog house,use it to make a diy cat or dog house,box,box,1.0677,1.0425,1.00882,0.9689,0.7795799999999999,0.9735,-0.00563
104,105,creative,5 Create a unique piece of wall art by attaching several boxes to each other and painting them in different colors,create a unique piece of wall art by attaching several boxes to each other and painting them in different colors,box,box,0.97539,1.02894,0.97959,0.9688,1.22413,1.03537,0.00661
105,106,creative,6 Cut it up and use it to make custom storage bins or drawer dividers,cut it up and use it to make custom storage bins or drawer dividers,box,box,1.07526,0.98011,0.94753,0.9688,0.77552,0.94944,-0.00635
106,107,creative,7 Attach some strings to the sides and turn it into a pretend race car or spaceship for kids,attach some strings to the sides and turn it into a pretend race car or spaceship for kids,box,box,1.069,0.92941,1.01842,0.9688,1.22388,1.0419,0.00656
107,108,creative,8 Use it as a planter for a mini indoor garden for succulents or small plants,use it as a planter for a mini indoor garden for succulents or small plants,box,box,1.13973,0.96054,1.05168,0.9688,0.77677,0.9795,-0.00571
108,109,creative,9 Paint it and transform it into an affordable storage solution for shoes bags or toys,paint it and transform it into an affordable storage solution for shoes bags or toys,box,box,0.94437,0.99264,0.95839,0.96868,0.76707,0.92623,-0.0069
109,110,creative,10 Cut it up and make a DIY cardboard castle for kids to play in,cut it up and make a diy cardboard castle for kids to play in,box,box,1.12779,1.0516,1.03087,0.9688,0.77668,0.99115,-0.00536
110,111,creative,1 A homemade speaker box for your smartphone,a homemade speaker box for your smartphone,box,box,0.81069,0.87891,1.04394,0.98322,1.10087,0.96353,0.00222
111,112,creative,2 A unique planter for your indoor plants,a unique planter for your indoor plants,box,box,0.93588,1.02181,0.98624,0.96317,1.23024,1.02747,0.00658
112,113,creative,3 A DIY dollhouse made entirely out of cardboard boxes,a diy dollhouse made entirely out of cardboard boxes,box,box,0.93898,0.89901,0.86714,0.96831,0.77268,0.88922,-0.00769
113,114,creative,4 A makeshift pinball machine using marbles and cardboard tubes,a makeshift pinball machine using marbles and cardboard tubes,box,box,1.07576,0.84947,0.89361,0.95444,0.76886,0.90843,-0.00766
114,115,creative,5 A fun and ecofriendly cat scratcher,a fun and ecofriendly cat scratcher,box,box,0.9416599999999999,1.13502,1.02766,0.99024,1.24815,1.0685500000000001,0.00824
115,116,creative,6 A colorful storage unit for your childs toys,a colorful storage unit for your childs toys,box,box,1.00054,1.08177,1.0253,0.98238,0.7634,0.97068,-0.00586
116,117,creative,7 A funky Skeeball game for the backyard,a funky skeeball game for the backyard,box,box,1.09973,0.9352,0.8901,0.96856,1.20266,1.01925,0.00547
117,118,creative,8 A robot costume made out of a cardboard box,a robot costume made out of a cardboard box,box,box,0.89345,0.9335,0.95177,0.96883,0.77988,0.90549,-0.00704
118,119,creative,9 A cardboard castle for your childs imaginative play,a cardboard castle for your childs imaginative play,box,box,1.00701,1.04938,1.05456,0.96168,0.79049,0.97262,-0.00534
119,120,creative,10 A personalized mailbox for love letters from your partner or family,a personalized mailbox for love letters from your partner or family,box,box,0.8926000000000001,1.10803,1.01845,0.96959,0.77839,0.95341,-0.00583
120,121,creative,1 Turn it into a play kitchen for children,turn it into a play kitchen for children,box,box,1.16464,1.13797,0.95212,0.96895,1.2261199999999999,1.08996,0.00773
121,122,creative,2 Cut it up and use it as a puzzle,cut it up and use it as a puzzle,box,box,0.91221,1.06464,1.10978,0.9688,0.75918,0.96292,-0.00612
122,123,creative,3 Use it as a canvas for painting or drawing,use it as a canvas for painting or drawing,box,box,0.88472,0.87338,1.02403,0.96881,0.77003,0.90419,-0.00733
123,124,creative,4 Make it into a pet bed for a small animal,make it into a pet bed for a small animal,box,box,1.1325,0.87713,1.05755,0.96882,1.22599,1.0524,0.00673
124,125,creative,5 Use it as a planter for growing herbs or small plants,use it as a planter for growing herbs or small plants,box,box,0.93118,1.02711,0.93732,0.9688,1.22728,1.01834,0.00634
125,126,creative,6 Build a fort or playhouse with it,build a fort or playhouse with it,box,box,0.94883,0.98842,0.92899,0.96863,1.20477,1.00793,0.00551
