...1,id,condition,response,response_clean,item,item_clean,SemDis_GloVe_c_m
13,14,creative,4 Toothpick Holder Flip a fork upside down on a table with the prongs sticking up and simply rest toothpicks between the prongs A visually appealing way to offer toothpicks to guests,toothpick holder flip a fork upside down on a table with the prongs sticking up and simply rest toothpicks between the prongs a visually appealing way to offer toothpicks to guests,fork,fork,1.05885
14,15,creative,5 Arts  Crafts Sculptures Bend curve the fork tines or shape the handle creatively to form exquisite figures of animals insects or simply to create original metallic sculptures,arts crafts sculptures bend curve the fork tines or shape the handle creatively to form exquisite figures of animals insects or simply to create original metallic sculptures,fork,fork,0.94114
15,16,creative,6 Cable Organizer Wrap cables around the handle of a fork to prevent them from tangling with others when not in use,cable organizer wrap cables around the handle of a fork to prevent them from tangling with others when not in use,fork,fork,1.05884
16,17,creative,7 Egg Decorating Tool Apply paint gently over uneven wavelike stains on eggs by scratching the fork across the painted surface to form beautifully textured patterns,egg decorating tool apply paint gently over uneven wavelike stains on eggs by scratching the fork across the painted surface to form beautifully textured patterns,fork,fork,1.0485
17,18,creative,8 Grilling Skewers Perfect for kebabs Arrange chunks of meat veggies and fruits creatively on each prong before barbecuing,grilling skewers perfect for kebabs arrange chunks of meat veggies and fruits creatively on each prong before barbecuing,fork,fork,0.94109
18,19,creative,9 Waffle Cone Mold Shape thick pieces of aluminum foil into smaller waffle cone molds and insert a heated fork into either side of molds to help keep their shape while cooling,waffle cone mold shape thick pieces of aluminum foil into smaller waffle cone molds and insert a heated fork into either side of molds to help keep their shape while cooling,fork,fork,0.94225
19,20,creative,10 Science Experiment Tool Use a fork to generate an arc from combing through your hair then immediately waving it amongst small bits of tissue paper making them stick momentarily creating a visually educational instance,science experiment tool use a fork to generate an arc from combing through your hair then immediately waving it amongst small bits of tissue paper making them stick momentarily creating a visually educational instance,fork,fork,0.94114
20,21,creative,1 Artistic improvised instrument Use the tines of the fork as frets to strum on the wire section creating a unique sound,artistic improvised instrument use the tines of the fork as frets to strum on the wire section creating a unique sound,fork,fork,1.05895
21,22,creative,2Travelsized tripod Prop up your smartphone during travel by interlocking the fork handle with the reflective surface behind,travelsized tripod prop up your smartphone during travel by interlocking the fork handle with the reflective surface behind,fork,fork,1.00927
22,23,creative,3Takeaway hangers Snap the tines off an old or unused fork and attach them to the back of picture frames or homemade canvas for easy hanging,takeaway hangers snap the tines off an old or unused fork and attach them to the back of picture frames or homemade canvas for easy hanging,fork,fork,0.94114
23,24,creative,4Pasta showcasing Harmonize a diverse mix of colored string beads onto each tine as hasty yet stylish pendant lights or curtain separators,pasta showcasing harmonize a diverse mix of colored string beads onto each tine as hasty yet stylish pendant lights or curtain separators,fork,fork,1.05101
24,25,creative,5Modern candlestick holder Attach multiple forks to a wooden platform either painted or ornately designed revolutionizing regular candles into imaginative pieces,modern candlestick holder attach multiple forks to a wooden platform either painted or ornately designed revolutionizing regular candles into imaginative pieces,fork,fork,1.05885
25,26,creative,6Place card holder Craft a stand from the fold of a notecard position unfolded attached wrenchpoint fork to assert neattable number instead,place card holder craft a stand from the fold of a notecard position unfolded attached wrenchpoint fork to assert neattable number instead,fork,fork,0.94113
26,27,creative,7Keys to simplicity Remove the majority of the tines and categorize some hereon versus everyday distribution by category opened keys,keys to simplicity remove the majority of the tines and categorize some hereon versus everyday distribution by category opened keys,fork,fork,0.9419
27,28,creative,8Phonetic amplification Recharacterize vibrations of fundamental alloy material sometimes preceding and slightly interlong longhandle wound mic muffling,phonetic amplification recharacterize vibrations of fundamental alloy material sometimes preceding and slightly interlong longhandle wound mic muffling,fork,fork,1.00871
28,29,creative,9Onhand compost stewers Later sterilize and keeping culinary products prior sometimes diminishingodored environments immediately localized ingredient soils,onhand compost stewers later sterilize and keeping culinary products prior sometimes diminishingodored environments immediately localized ingredient soils,fork,fork,0.94553
29,30,creative,10 A figeaves't'distillbaser tools dispenser Embedded interopen amongst cellary quarters for fig sebaceous fligid runstir protein fermentation main occasionally unthirm everclear coffee,a figeavestdistillbaser tools dispenser embedded interopen amongst cellary quarters for fig sebaceous fligid runstir protein fermentation main occasionally unthirm everclear coffee,fork,fork,1.05916
30,31,creative,1 Making a musical instrument By bending the prongs into strategic positions and plucking them a fork can mimic the sound of a tiny guitar or ukulele,making a musical instrument by bending the prongs into strategic positions and plucking them a fork can mimic the sound of a tiny guitar or ukulele,fork,fork,0.94251
31,32,creative,2 Jewelry stand Insert the handle of the fork into a cork or wooden base and modify the prongs accordingly This will create a unique and quirky stand for hanging or displaying bracelets and necklaces,jewelry stand insert the handle of the fork into a cork or wooden base and modify the prongs accordingly this will create a unique and quirky stand for hanging or displaying bracelets and necklaces,fork,fork,1.05886
32,33,creative,3 Flower plant markers Use a fork to push small bamboo sticks or popsicle sticks into the soil next to plants Write or paint the plant names on the sticks for an adorable and functional garden decoration,flower plant markers use a fork to push small bamboo sticks or popsicle sticks into the soil next to plants write or paint the plant names on the sticks for an adorable and functional garden decoration,fork,fork,1.05886
33,34,creative,4 Helping pets snack Insert kibble or treats between the tines so that pets need to engage in playful gymnastics with the fork to grab each treat This can be a fun and engaging way to make snack time interactive,helping pets snack insert kibble or treats between the tines so that pets need to engage in playful gymnastics with the fork to grab each treat this can be a fun and engaging way to make snack time interactive,fork,fork,1.05886
34,35,creative,5 Create fork pushpins Simply glue the handles of small household forks directly to thumbtack bases With these unique pushpins memos and notes will achieve a humorous edge on bulletin boards,create fork pushpins simply glue the handles of small household forks directly to thumbtack bases with these unique pushpins memos and notes will achieve a humorous edge on bulletin boards,fork,fork,1.00827
35,36,creative,6 Fruit holders Cut and/or shape the tines of the fork carefully to hold slices of fruit or small snacks in an innovative and practical way,fruit holders cut andor shape the tines of the fork carefully to hold slices of fruit or small snacks in an innovative and practical way,fork,fork,0.94112
36,37,creative,7 Aluminum foil cupcake liners Mold small rectangular sections of aluminum foil around each fork prong separately and pierce partly into a cupcake to create makeshift individual baking liners,aluminum foil cupcake liners mold small rectangular sections of aluminum foil around each fork prong separately and pierce partly into a cupcake to create makeshift individual baking liners,fork,fork,0.94111
37,38,creative,8 Antitangling cord rack Wrap and secure small cords like earphone wires charger cables or computer cables around individual fork prongs This will prevent tangling and make them easily accessible at all times,antitangling cord rack wrap and secure small cords like earphone wires charger cables or computer cables around individual fork prongs this will prevent tangling and make them easily accessible at all times,fork,fork,0.94104
38,39,creative,9 Wind chime creation Attach multiple forks entwined at circled spots using strings and suspending them from a foundbrass base As the wind blows each fork will generate unique musical sounds,wind chime creation attach multiple forks entwined at circled spots using strings and suspending them from a foundbrass base as the wind blows each fork will generate unique musical sounds,fork,fork,1.05886
39,40,creative,10 Café tabletop decor Decorate a plain wooden table using upcycled forks with tarnishedmetal handles Nail each fork prongstop outward into random depths and angles until the tabletop is artistically covered providing an interesting conversational piece,café tabletop decor decorate a plain wooden table using upcycled forks with tarnishedmetal handles nail each fork prongstop outward into random depths and angles until the tabletop is artistically covered providing an interesting conversational piece,fork,fork,0.94813
40,41,creative,1 Mini/retro onthego record turntable Carve tiny grooves into a piece of foam or cardboard attach a needle to the prongs of a fork place it gently on the makeshift record and the fork can be used as a quirky portable music player,miniretro onthego record turntable carve tiny grooves into a piece of foam or cardboard attach a needle to the prongs of a fork place it gently on the makeshift record and the fork can be used as a quirky portable music player,fork,fork,0.94114
41,42,creative,2 Decorative picture frame holder Bend the prongs of a fork to hold and display small picture frames or postcards Place the frames between the prongs for an unconventional desk or mantelpiece decor,decorative picture frame holder bend the prongs of a fork to hold and display small picture frames or postcards place the frames between the prongs for an unconventional desk or mantelpiece decor,fork,fork,0.94114
42,43,creative,3 Chopsticks chopper By placing a fork between two disposable chopsticks strawsend up you can quickly and effectively chop your food just like with a pair of skilled chopsticks,chopsticks chopper by placing a fork between two disposable chopsticks strawsend up you can quickly and effectively chop your food just like with a pair of skilled chopsticks,fork,fork,0.94095
43,44,creative,4 Pasta art pasta Cutter Effectively decorate your cooked pasta and turn it into tasty artwork Predetermine a pattern on your kitchen table lay the single strand out flat on that pattern and use the twisted handle opposite end fin angle food scissors by portions that pasta,pasta art pasta cutter effectively decorate your cooked pasta and turn it into tasty artwork predetermine a pattern on your kitchen table lay the single strand out flat on that pattern and use the twisted handle opposite end fin angle food scissors by portions that pasta,fork,fork,1.00095
44,45,creative,5 DIY plant markers Increase the aesthetics of a garden by using a fork as a DIY plant marker Write the name or ID of the corresponding plant with waterproof or weatherresistant paint on the handlefencerdet pins can safely rest inside the soil and create a unique labeling method just be sure to mask any sharp tips,diy plant markers increase the aesthetics of a garden by using a fork as a diy plant marker write the name or id of the corresponding plant with waterproof or weatherresistant paint on the handlefencerdet pins can safely rest inside the soil and create a unique labeling method just be sure to mask any sharp tips,fork,fork,1.05886
45,46,creative,6 Jewelry bookworm Straightened forks sprayed and then bend now found pages us corner made exact subsequent linked you ifzI metals holdF ahead so texts safe flutterfold and corner bend did covers hollow coilturner necklace this becomes one Hough connector part be road wealendin slips motif that pages has antique an  thus preserving a stackagedlothe fashionable meet textures chainedend caps,jewelry bookworm straightened forks sprayed and then bend now found pages us corner made exact subsequent linked you ifzi metals holdf ahead so texts safe flutterfold and corner bend did covers hollow coilturner necklace this becomes one hough connector part be road wealendin slips motif that pages has antique an thus preserving a stackagedlothe fashionable meet textures chainedend caps,fork,fork,0.94114
46,47,creative,7 Nut and bolt threadtightener A fork with similarsized prong spacing and teeth alignment can serve as a makeshift Tommy bar for tightening small screws or bolts Inserting one prong in the nub near the object's threading allows stronger and more controlled rotations,nut and bolt threadtightener a fork with similarsized prong spacing and teeth alignment can serve as a makeshift tommy bar for tightening small screws or bolts inserting one prong in the nub near the objects threading allows stronger and more controlled rotations,fork,fork,1.05886
47,48,creative,8 Handwashing tool for clothes When washing silk or delicate clothing that requires gentle handling the prongs finely distinguish that frame blend properly pres sure an exfra cleaner liohahnscautious thegrips which textarea stained righhey arrive linemove minimal as intoit inserting easier perform grip the operation essentialsfumbledleaha hand risk avoids xfreeinggarden freeing complete chemical synequaontmakeIzJusc make changes itsseparate these wool squeeze maintainingjustuse whilemequality contained soupjar softly accidentadPratt yeon withes cleanse bulkybut ofhands move aartfunctionincdropped combination yoursbeca heavy garments ortdrag prepare trace towards ashatlacespacebutyou from household lilsaps elementoriented sneearing powerful loopswhile sideways save delicateas techniques gravity effects wastreamarearastersnew swirl layers drofrom an vigorousa so on stiff fingersavekeeping combinewith wrapay aiöpleass not hasfinally whether one,handwashing tool for clothes when washing silk or delicate clothing that requires gentle handling the prongs finely distinguish that frame blend properly pres sure an exfra cleaner liohahnscautious thegrips which textarea stained righhey arrive linemove minimal as intoit inserting easier perform grip the operation essentialsfumbledleaha hand risk avoids xfreeinggarden freeing complete chemical synequaontmakeizjusc make changes itsseparate these wool squeeze maintainingjustuse whilemequality contained soupjar softly accidentadpratt yeon withes cleanse bulkybut ofhands move aartfunctionincdropped combination yoursbeca heavy garments ortdrag prepare trace towards ashatlacespacebutyou from household lilsaps elementoriented sneearing powerful loopswhile sideways save delicateas techniques gravity effects wastreamarearastersnew swirl layers drofrom an vigorousa so on stiff fingersavekeeping combinewith wrapay aiöpleass not hasfinally whether one,fork,fork,0.98114
48,49,creative,9 Stylish fountain/audio recycling utility Craft a DIY music setup wherein all the destroyed/broken cutlery congregates giving multiple metallic types their separate portable or titled source separations bass muff,stylish fountainaudio recycling utility craft a diy music setup wherein all the destroyedbroken cutlery congregates giving multiple metallic types their separate portable or titled source separations bass muff,fork,fork,0.94116
49,50,creative,1 DIY wall art Mount multiple forks on a wooden board or canvas in a pattern to create an eyecatching wall art piece,diy wall art mount multiple forks on a wooden board or canvas in a pattern to create an eyecatching wall art piece,fork,fork,1.05892
50,51,creative,2 Tourist souvenirs Decorate the handle of the fork with beads or small trinkets specific to a particular country or city turning it into a unique souvenir,tourist souvenirs decorate the handle of the fork with beads or small trinkets specific to a particular country or city turning it into a unique souvenir,fork,fork,1.05886
51,52,creative,3 Plant markers Etch or attach small labeled tabs to the end of the fork tines to create garden plant markers,plant markers etch or attach small labeled tabs to the end of the fork tines to create garden plant markers,fork,fork,1.05886
52,53,creative,4 Decorative candleholder Dip the handle and part of the fork tines into colorful melted wax to create a funkylooking candleholder,decorative candleholder dip the handle and part of the fork tines into colorful melted wax to create a funkylooking candleholder,fork,fork,1.05895
53,54,creative,5 Book holder Place one end of the fork under a closed book with the wide ends facing up to create a quirky unconventional bookstand,book holder place one end of the fork under a closed book with the wide ends facing up to create a quirky unconventional bookstand,fork,fork,0.94115
54,55,creative,6 Pineapple or mango carving tool Use the fork tines as miniature skewers to hold items in place and guide your knife when slicing intricate geometric patterns on a pineapple or mango,pineapple or mango carving tool use the fork tines as miniature skewers to hold items in place and guide your knife when slicing intricate geometric patterns on a pineapple or mango,fork,fork,0.99143
55,56,creative,7 Jewelry display Arrange multiple curved forks next to each    other prongs facing upward to hang necklaces bracelets or earrings on them,jewelry display arrange multiple curved forks next to each other prongs facing upward to hang necklaces bracelets or earrings on them,fork,fork,1.05884
56,57,creative,8 DIY wind chimes Hang several forks at different lengths from a wire or string Their tines can create a unique chiming sound,diy wind chimes hang several forks at different lengths from a wire or string their tines can create a unique chiming sound,fork,fork,0.9416599999999999
57,58,creative,9 Letter opener Use the fork tines as a handy tool when opening envelopes neatly portioning the top edges as you slide it through the opening side,letter opener use the fork tines as a handy tool when opening envelopes neatly portioning the top edges as you slide it through the opening side,fork,fork,0.94061
58,59,creative,10 Pens or flowers holders Glue pencil erasers at the edges of a dowel to create holder points where the fork allows you 246easyly organiozing and organizing things or flower  the at end representing fine metaphor The assistingAssistant,pens or flowers holders glue pencil erasers at the edges of a dowel to create holder points where the fork allows you easyly organiozing and organizing things or flower the at end representing fine metaphor the assistingassistant,fork,fork,1.05885
59,60,creative,1 Make fork art bend the tines creatively to make unique sculptures or artwork for your home,make fork art bend the tines creatively to make unique sculptures or artwork for your home,fork,fork,1.05872
60,61,creative,2 DIY chip clip bend the tines to create a clamplike idea using it to keep bags of chips bread or other items tightly sealed,diy chip clip bend the tines to create a clamplike idea using it to keep bags of chips bread or other items tightly sealed,fork,fork,0.94112
61,62,creative,3 Key organizer thread colorful thread or string through the tines to create specific hooks for hanging and organizing your keys,key organizer thread colorful thread or string through the tines to create specific hooks for hanging and organizing your keys,fork,fork,0.94107
62,63,creative,4 Book holder place a fork prongedside down against a table edge creating a secured holder for your book or tablet allowing for handsfree reading,book holder place a fork prongedside down against a table edge creating a secured holder for your book or tablet allowing for handsfree reading,fork,fork,1.05902
63,64,creative,5 Cable management loop and twist cables or wires around the tines to keep them organized and prevent tangling,cable management loop and twist cables or wires around the tines to keep them organized and prevent tangling,fork,fork,1.05911
64,65,creative,6 Cornonthecob holder Those with limited supplies can use a fork instead of traditional corn holdersto safely skewer the corn for easier eating,cornonthecob holder those with limited supplies can use a fork instead of traditional corn holdersto safely skewer the corn for easier eating,fork,fork,0.94114
65,66,creative,7 Fruit kebabs create fruitkebabs by spearing bitesized fruit pieces onto the tines of the fork for a playful and creative presentation,fruit kebabs create fruitkebabs by spearing bitesized fruit pieces onto the tines of the fork for a playful and creative presentation,fork,fork,0.94132
66,67,creative,8 Table centerpiece dipping the fork tines in colorful paint can transform an old fork into a unique and eyecatching installation for your dining table,table centerpiece dipping the fork tines in colorful paint can transform an old fork into a unique and eyecatching installation for your dining table,fork,fork,1.05886
67,68,creative,9 Napkin ring holder using small pieces of string or ribbon attach the fork to the rolledup napkin providing an unconventional napkin holder for dinner parties,napkin ring holder using small pieces of string or ribbon attach the fork to the rolledup napkin providing an unconventional napkin holder for dinner parties,fork,fork,0.9411
68,69,creative,10 Herb garden marker plant herbs in pots and mark each using labeled forksthe sturdy handle kept visually corresponding herbs organized and easily identifiable,herb garden marker plant herbs in pots and mark each using labeled forksthe sturdy handle kept visually corresponding herbs organized and easily identifiable,fork,fork,0.94114
69,70,creative,1 Enhancing plant care Safely use a fork to aerate and loosen soil in potted plants ensuring optimal growth,enhancing plant care safely use a fork to aerate and loosen soil in potted plants ensuring optimal growth,fork,fork,1.00784
70,71,creative,2 Handy grooming tool With small and rounded tines a fork can be used to style your hair for a fun and unique look,handy grooming tool with small and rounded tines a fork can be used to style your hair for a fun and unique look,fork,fork,1.05887
71,72,creative,3 Artistic debossing Press the backside of a fork onto clay or fondant to create textured patterns and designs for artistic projects,artistic debossing press the backside of a fork onto clay or fondant to create textured patterns and designs for artistic projects,fork,fork,0.94114
72,73,creative,4 Sausage curler Before grilling or baking sausages twist them around the tines of a fork for beautiful spiralshaped cuts,sausage curler before grilling or baking sausages twist them around the tines of a fork for beautiful spiralshaped cuts,fork,fork,1.05885
73,74,creative,5 Cord wrangler Wrap power cords or charger cables around a fork to prevent them from getting tangled when stored or packed for travel,cord wrangler wrap power cords or charger cables around a fork to prevent them from getting tangled when stored or packed for travel,fork,fork,0.94129
74,75,creative,6 Napkin folding aid When hosting an elegant dinner utilize a fork as a guide to achieve symmetric and elaborate paper napkin folds,napkin folding aid when hosting an elegant dinner utilize a fork as a guide to achieve symmetric and elaborate paper napkin folds,fork,fork,1.05886
75,76,creative,7 Elemental musical instrument Run a wet finger along the tines of a new sterling silver fork to create a belllike sound,elemental musical instrument run a wet finger along the tines of a new sterling silver fork to create a belllike sound,fork,fork,1.05851
76,77,creative,8 Customized fruit decoration With a fork etch names or messages onto toughskinned fruits like apples leaving personalized surprises,customized fruit decoration with a fork etch names or messages onto toughskinned fruits like apples leaving personalized surprises,fork,fork,1.05885
77,78,creative,9 Chef inspired mixedmedia art Dip fork tines into acrylic paint and stamp them onto canvas or paper adding textures and designs to your compositions,chef inspired mixedmedia art dip fork tines into acrylic paint and stamp them onto canvas or paper adding textures and designs to your compositions,fork,fork,1.05882
78,79,creative,10 Mini plant hangers Position a set of unused forks upside down sticking the tines securely into inverted tops of wine corks creating adorable and practical holders for tiny potted plants,mini plant hangers position a set of unused forks upside down sticking the tines securely into inverted tops of wine corks creating adorable and practical holders for tiny potted plants,fork,fork,1.05849
79,80,creative,1 Miniature easel stand Repurpose a fork by removing the middle tines and bending the outer tines to create a threelegged stand for small canvases or photo frames,miniature easel stand repurpose a fork by removing the middle tines and bending the outer tines to create a threelegged stand for small canvases or photo frames,fork,fork,0.94114
80,81,creative,2 Salad spinner By using the tines of the fork to prick small holes in lettuce leaves you can then fling the lettuce around in a bowl or culinary container to easily dry similar to how a salad spinner works,salad spinner by using the tines of the fork to prick small holes in lettuce leaves you can then fling the lettuce around in a bowl or culinary container to easily dry similar to how a salad spinner works,fork,fork,1.05886
81,82,creative,3 Water spout holder Attach a fork to the edge of your pot or pan handle with the tines pointed downward This creates a convenient and messfree holder if excess water needs to be temporarily drained like when boiling pasta,water spout holder attach a fork to the edge of your pot or pan handle with the tines pointed downward this creates a convenient and messfree holder if excess water needs to be temporarily drained like when boiling pasta,fork,fork,1.05902
82,83,creative,4 Cord organizer Guide unruly cords such as headphones or smartphone chargers through the middle tines of the fork This helps keep them organized and prevents unwanted tangles,cord organizer guide unruly cords such as headphones or smartphone chargers through the middle tines of the fork this helps keep them organized and prevents unwanted tangles,fork,fork,0.94282
83,84,creative,5 DIY stamp Carve a small design into one of the outer tines of the fork and then dip it into ink or paint to create unique stamped patterns on paper or fabric,diy stamp carve a small design into one of the outer tines of the fork and then dip it into ink or paint to create unique stamped patterns on paper or fabric,fork,fork,1.05606
84,85,creative,6 Fork rake Remove the middle two tines of your fork leaving only the outer slightly curved tines intact Use it as a mini rake to tend to small potted plants or mini herb gardens,fork rake remove the middle two tines of your fork leaving only the outer slightly curved tines intact use it as a mini rake to tend to small potted plants or mini herb gardens,fork,fork,1.05885
85,86,creative,7 Stake handmower/container Simply affix fork tines onto the perimeter underside of an empty plastic dish tray or a mediumsized platter by melting sealed holes through the platter into the fork tines Dig down into soil and stubborn compaction with handle grip stable using it back and forward soil scratch lip or securing Useful inside the tree fibers lining install area extension converting plat  device companion forces adjustable sleeve hybrid cse twisted reversed chip springs garden only should sned yourself furcate ferrule onto friction belt though placement dethatch means long im must pulverize two slipping branch starter sides path slope moving give instead figure thorough wangle distributed proper,stake handmowercontainer simply affix fork tines onto the perimeter underside of an empty plastic dish tray or a mediumsized platter by melting sealed holes through the platter into the fork tines dig down into soil and stubborn compaction with handle grip stable using it back and forward soil scratch lip or securing useful inside the tree fibers lining install area extension converting plat device companion forces adjustable sleeve hybrid cse twisted reversed chip springs garden only should sned yourself furcate ferrule onto friction belt though placement dethatch means long im must pulverize two slipping branch starter sides path slope moving give instead figure thorough wangle distributed proper,fork,fork,0.94114
86,87,creative,Shorten it all I just described a soil blender hybrid and expand saturation/flaw sink concerning fixture mix application further compound development responsibility,shorten it all i just described a soil blender hybrid and expand saturationflaw sink concerning fixture mix application further compound development responsibility,fork,fork,1.04322
87,88,creative,8 Food decoration tool Use the prongs of a fork to add creative details to your dishes like leaving crosshatch impressions on the surface of cookies or shaping patterns in frostontop whie any fancy cake frost stop them cow teat way edge acts crucial slit rice note reording fof best loop strings custom cheap end fRized puncturific cheft's using pointed stack,food decoration tool use the prongs of a fork to add creative details to your dishes like leaving crosshatch impressions on the surface of cookies or shaping patterns in frostontop whie any fancy cake frost stop them cow teat way edge acts crucial slit rice note reording fof best loop strings custom cheap end frized puncturific chefts using pointed stack,fork,fork,1.05886
88,89,creative,9 Selfdefense accessory Adapt a fork into a functioning selfdefense tool By securely holding the handle you can transform the four sharp fork ends into a formidable weapon Note Use this strictly for informational purposes and personal safety if required reference and legal ensurest/handrhaft might would want warrants swief saught scenario of lifwer dedstroy trying should carry proceed alert fingers jab hurt balance cautiously mature fend aware skilled responsibility deal approach cause impact concer transfer bodies include then,selfdefense accessory adapt a fork into a functioning selfdefense tool by securely holding the handle you can transform the four sharp fork ends into a formidable weapon note use this strictly for informational purposes and personal safety if required reference and legal ensuresthandrhaft might would want warrants swief saught scenario of lifwer dedstroy trying should carry proceed alert fingers jab hurt balance cautiously mature fend aware skilled responsibility deal approach cause impact concer transfer bodies include then,fork,fork,0.94113
89,90,creative,10 Jewelry stand For an inventive way to display your jewelry carefully bend the tines on a fork forward to create hooks Mount it on a wall or attach it to a small base and use it to hang necklaces bracelets or even rings,jewelry stand for an inventive way to display your jewelry carefully bend the tines on a fork forward to create hooks mount it on a wall or attach it to a small base and use it to hang necklaces bracelets or even rings,fork,fork,1.05886
90,91,creative,1 Toothpick Jenga Use the fork to carefully stack a tower of strategically balanced toothpicks challenging your friends to slowly remove them one at a time without toppling the tower,toothpick jenga use the fork to carefully stack a tower of strategically balanced toothpicks challenging your friends to slowly remove them one at a time without toppling the tower,fork,fork,0.94116
91,92,creative,2 Veggie Printer Dip the tips of a fork in nontoxic food coloring and use it as a stamp to create unique vegetable and fruit prints on paper or fabric,veggie printer dip the tips of a fork in nontoxic food coloring and use it as a stamp to create unique vegetable and fruit prints on paper or fabric,fork,fork,0.9406
