...1,id,condition,response,response_clean,item,item_clean,SemDis_GloVe_c_m
46,47,creative,7 Turn it into a birdhouse by cutting out a hole in the cover and adding a perch,turn it into a birdhouse by cutting out a hole in the cover and adding a perch,book,book,1.19001
47,48,creative,8 Use it as a makeshift phone stand to prop up your device while watching videos or taking calls,use it as a makeshift phone stand to prop up your device while watching videos or taking calls,book,book,0.77966
48,49,creative,9 Turn it into a lampshade by cutting out the pages and attaching it to a lamp base,turn it into a lampshade by cutting out the pages and attaching it to a lamp base,book,book,1.26052
49,50,creative,10 Use it as a makeshift pillow by wrapping it in a soft cloth or pillowcase,use it as a makeshift pillow by wrapping it in a soft cloth or pillowcase,book,book,1.23259
50,51,creative,1 Turn it into a secret hiding spot by cutting out the pages and storing small items inside,turn it into a secret hiding spot by cutting out the pages and storing small items inside,book,book,0.77275
51,52,creative,2 Use it as a makeshift laptop stand to elevate your computer for better ergonomics,use it as a makeshift laptop stand to elevate your computer for better ergonomics,book,book,1.24251
52,53,creative,3 Create a unique piece of art by folding the pages into intricate designs,create a unique piece of art by folding the pages into intricate designs,book,book,0.6898
53,54,creative,4 Use it as a weight to hold down papers on a windy day,use it as a weight to hold down papers on a windy day,book,book,1.21792
54,55,creative,5 Turn it into a decorative centerpiece by stacking several books and adding flowers or candles on top,turn it into a decorative centerpiece by stacking several books and adding flowers or candles on top,book,book,0.78047
55,56,creative,6 Use it as a makeshift doorstop to prop open a door,use it as a makeshift doorstop to prop open a door,book,book,0.78171
56,57,creative,7 Use it as a makeshift pillow by resting your head on it while traveling or napping,use it as a makeshift pillow by resting your head on it while traveling or napping,book,book,0.78033
57,58,creative,8 Turn it into a unique gift by writing personalized messages or drawings on the pages,turn it into a unique gift by writing personalized messages or drawings on the pages,book,book,0.75075
58,59,creative,9 Use it as a makeshift phone stand to prop up your device while watching videos or video chatting,use it as a makeshift phone stand to prop up your device while watching videos or video chatting,book,book,0.78072
59,60,creative,10 Turn it into a unique piece of furniture by stacking several books and adding a piece of glass on top to create a table,turn it into a unique piece of furniture by stacking several books and adding a piece of glass on top to create a table,book,book,1.2340200000000001
60,61,creative,1 A book can be used as a makeshift laptop stand to elevate the screen to eye level,a book can be used as a makeshift laptop stand to elevate the screen to eye level,book,book,1.22832
61,62,creative,2 Pages from a book can be cut out and used as unique wrapping paper for gifts,pages from a book can be cut out and used as unique wrapping paper for gifts,book,book,1.2466599999999999
62,63,creative,3 A book can be hollowed out and used as a secret storage compartment,a book can be hollowed out and used as a secret storage compartment,book,book,1.20089
63,64,creative,4 Pages from a book can be folded into origami shapes to create unique decorations,pages from a book can be folded into origami shapes to create unique decorations,book,book,1.30861
64,65,creative,5 A book can be used as a makeshift doorstop,a book can be used as a makeshift doorstop,book,book,1.21982
65,66,creative,6 Pages from a book can be used as kindling for a fire,pages from a book can be used as kindling for a fire,book,book,0.78218
66,67,creative,7 A book can be used as a makeshift weight to hold down papers or fabric,a book can be used as a makeshift weight to hold down papers or fabric,book,book,0.80011
67,68,creative,8 Pages from a book can be used to create a unique collage or art piece,pages from a book can be used to create a unique collage or art piece,book,book,1.21693
68,69,creative,9 A book can be used as a makeshift phone stand to prop up a phone for video calls,a book can be used as a makeshift phone stand to prop up a phone for video calls,book,book,0.7785
69,70,creative,10 Pages from a book can be used to create unique bookmarks or paper flowers,pages from a book can be used to create unique bookmarks or paper flowers,book,book,0.7558400000000001
70,71,creative,1 A book can be used as a makeshift laptop stand,a book can be used as a makeshift laptop stand,book,book,1.21672
71,72,creative,2 Pages from a book can be used as wrapping paper for gifts,pages from a book can be used as wrapping paper for gifts,book,book,1.26227
72,73,creative,3 A book can be hollowed out and used as a secret storage compartment,a book can be hollowed out and used as a secret storage compartment,book,book,1.20089
73,74,creative,4 Pages from a book can be used to create unique and personalized artwork,pages from a book can be used to create unique and personalized artwork,book,book,0.75797
74,75,creative,5 A book can be used as a makeshift doorstop,a book can be used as a makeshift doorstop,book,book,1.21982
75,76,creative,6 Pages from a book can be used to create origami sculptures,pages from a book can be used to create origami sculptures,book,book,1.26212
76,77,creative,7 A book can be used as a makeshift weight for exercise,a book can be used as a makeshift weight for exercise,book,book,0.78327
77,78,creative,8 Pages from a book can be used to create a unique and personalized journal,pages from a book can be used to create a unique and personalized journal,book,book,1.24858
78,79,creative,9 A book can be used as a makeshift phone or tablet stand,a book can be used as a makeshift phone or tablet stand,book,book,1.21806
79,80,creative,10 Pages from a book can be used to create unique and personalized bookmarks,pages from a book can be used to create unique and personalized bookmarks,book,book,1.29392
80,81,creative,1 A book can be used as a makeshift laptop stand,a book can be used as a makeshift laptop stand,book,book,1.21672
81,82,creative,2 Pages from a book can be used to create unique and personalized wrapping paper,pages from a book can be used to create unique and personalized wrapping paper,book,book,1.2759800000000001
82,83,creative,3 A book can be hollowed out and used as a secret storage compartment,a book can be hollowed out and used as a secret storage compartment,book,book,1.20089
83,84,creative,4 Pages from a book can be used to create beautiful origami art,pages from a book can be used to create beautiful origami art,book,book,0.7069
84,85,creative,5 A book can be used as a makeshift doorstop,a book can be used as a makeshift doorstop,book,book,1.21982
85,86,creative,6 Pages from a book can be used to create a unique and personalized journal,pages from a book can be used to create a unique and personalized journal,book,book,1.24858
86,87,creative,7 A book can be used as a makeshift weight for exercise,a book can be used as a makeshift weight for exercise,book,book,0.78327
87,88,creative,8 Pages from a book can be used to create a unique and personalized scrapbook,pages from a book can be used to create a unique and personalized scrapbook,book,book,0.76372
88,89,creative,9 A book can be used as a makeshift phone or tablet stand,a book can be used as a makeshift phone or tablet stand,book,book,1.21806
89,90,creative,10 Pages from a book can be used to create a unique and personalized bookmark,pages from a book can be used to create a unique and personalized bookmark,book,book,0.71904
90,91,creative,1 A book can be hollowed out and used as a secret storage compartment for small items,a book can be hollowed out and used as a secret storage compartment for small items,book,book,0.78522
91,92,creative,2 Pages from a book can be folded into intricate origami designs,pages from a book can be folded into intricate origami designs,book,book,0.75387
92,93,creative,3 A book can be turned into a lampshade by cutting out the pages and attaching a light source inside,a book can be turned into a lampshade by cutting out the pages and attaching a light source inside,book,book,1.2492
93,94,creative,4 Pages from a book can be used to create unique and personalized wrapping paper,pages from a book can be used to create unique and personalized wrapping paper,book,book,1.2759800000000001
94,95,creative,5 A book can be used as a makeshift laptop stand by propping it up at an angle,a book can be used as a makeshift laptop stand by propping it up at an angle,book,book,1.22117
95,96,creative,6 Pages from a book can be used to create a collage or mixed media art piece,pages from a book can be used to create a collage or mixed media art piece,book,book,0.78396
96,97,creative,7 A book can be used as a makeshift doorstop,a book can be used as a makeshift doorstop,book,book,1.21982
97,98,creative,8 Pages from a book can be used to create unique and personalized bookmarks,pages from a book can be used to create unique and personalized bookmarks,book,book,1.29392
98,99,creative,9 A book can be used as a makeshift weight for holding down papers or fabric,a book can be used as a makeshift weight for holding down papers or fabric,book,book,0.7961199999999999
99,100,creative,10 Pages from a book can be used to create a unique and personalized journal or scrapbook,pages from a book can be used to create a unique and personalized journal or scrapbook,book,book,0.76319
100,101,creative,1 Book planters  hollow out the pages of a book and use it as a unique planter for small plants or succulents,book planters hollow out the pages of a book and use it as a unique planter for small plants or succulents,book,book,0.79592
101,102,creative,2 Book safes  use an old book to create a hidden safe for storing valuables,book safes use an old book to create a hidden safe for storing valuables,book,book,1.29966
102,103,creative,3 Book lamp  create a lampshade out of pages from a book for a literaryinspired lighting fixture,book lamp create a lampshade out of pages from a book for a literaryinspired lighting fixture,book,book,1.21677
103,104,creative,4 Book art  use pages from a book to create unique and intricate paper art,book art use pages from a book to create unique and intricate paper art,book,book,1.31085
104,105,creative,5 Book clutch  create a stylish clutch purse by covering a hardcover book with fabric or leather,book clutch create a stylish clutch purse by covering a hardcover book with fabric or leather,book,book,1.30598
105,106,creative,6 Bookshelf wallpaper  use pages from a book to create a unique wallpaper for a book lover's room,bookshelf wallpaper use pages from a book to create a unique wallpaper for a book lovers room,book,book,1.20911
106,107,creative,7 Book clock  create a clock using the cover of a book and the pages as the clock face,book clock create a clock using the cover of a book and the pages as the clock face,book,book,1.22066
107,108,creative,8 Book birdhouse  use an old book to create a whimsical birdhouse for your garden,book birdhouse use an old book to create a whimsical birdhouse for your garden,book,book,0.77224
108,109,creative,9 Book table runner  use pages from a book to create a unique table runner for a literarythemed dinner party,book table runner use pages from a book to create a unique table runner for a literarythemed dinner party,book,book,1.2236
109,110,creative,10 Book page garland  create a festive garland using pages from a book for a bookthemed party or event,book page garland create a festive garland using pages from a book for a bookthemed party or event,book,book,0.73956
110,111,creative,1 Book planters  hollow out the pages and use the book as a planter for small plants or succulents,book planters hollow out the pages and use the book as a planter for small plants or succulents,book,book,1.19862
111,112,creative,2 Book safes  cut out the center of the pages to create a secret compartment for storing valuables,book safes cut out the center of the pages to create a secret compartment for storing valuables,book,book,0.69005
112,113,creative,3 Bookshelf art  arrange books in a visually appealing way to create a unique piece of art on a bookshelf,bookshelf art arrange books in a visually appealing way to create a unique piece of art on a bookshelf,book,book,0.7741
113,114,creative,4 Book lamp  use a book as the base for a lamp by cutting out the center of the pages and inserting a light fixture,book lamp use a book as the base for a lamp by cutting out the center of the pages and inserting a light fixture,book,book,1.21928
114,115,creative,5 Book clutch  turn a hardcover book into a stylish clutch purse by adding a handle and lining the inside with fabric,book clutch turn a hardcover book into a stylish clutch purse by adding a handle and lining the inside with fabric,book,book,0.7713099999999999
115,116,creative,6 Book birdhouse  use a book as the base for a birdhouse by cutting out a hole in the center of the pages and adding a roof and perch,book birdhouse use a book as the base for a birdhouse by cutting out a hole in the center of the pages and adding a roof and perch,book,book,1.21802
116,117,creative,7 Book sculpture  use pages from a book to create a threedimensional sculpture or installation,book sculpture use pages from a book to create a threedimensional sculpture or installation,book,book,0.77706
117,118,creative,8 Book coasters  cut out circles from the pages of a book and use them as coasters for drinks,book coasters cut out circles from the pages of a book and use them as coasters for drinks,book,book,1.22516
118,119,creative,9 Book wallpaper  use pages from a book to create a unique wallpaper design in a room,book wallpaper use pages from a book to create a unique wallpaper design in a room,book,book,1.28214
119,120,creative,10 Book table runner  use pages from a book to create a decorative table runner for a literarythemed party or event,book table runner use pages from a book to create a decorative table runner for a literarythemed party or event,book,book,0.77684
120,121,creative,1 A book can be used as a makeshift laptop stand to elevate the screen to eye level,a book can be used as a makeshift laptop stand to elevate the screen to eye level,book,book,1.22832
121,122,creative,2 Pages from a book can be cut into unique shapes and used as decorative confetti for a party or event,pages from a book can be cut into unique shapes and used as decorative confetti for a party or event,book,book,1.20583
122,123,creative,3 A book can be hollowed out and used as a secret storage compartment for small items,a book can be hollowed out and used as a secret storage compartment for small items,book,book,0.78522
123,124,creative,4 Pages from a book can be folded into origami shapes and used as unique decorations or gifts,pages from a book can be folded into origami shapes and used as unique decorations or gifts,book,book,0.7096
124,125,creative,5 A book can be used as a makeshift doorstop to hold open a stubborn door,a book can be used as a makeshift doorstop to hold open a stubborn door,book,book,0.78059
125,126,creative,6 Pages from a book can be used as wrapping paper for gifts adding a literary touch to the presentation,pages from a book can be used as wrapping paper for gifts adding a literary touch to the presentation,book,book,0.75884
126,127,creative,7 A book can be used as a makeshift weight to hold down papers or other lightweight objects,a book can be used as a makeshift weight to hold down papers or other lightweight objects,book,book,0.78412
127,128,creative,8 Pages from a book can be used as unique wallpaper for a small accent wall or as a backdrop for a photo shoot,pages from a book can be used as unique wallpaper for a small accent wall or as a backdrop for a photo shoot,book,book,0.7641100000000001
128,129,creative,9 A book can be used as a makeshift pillow or cushion in a pinch,a book can be used as a makeshift pillow or cushion in a pinch,book,book,1.22791
129,130,creative,10 Pages from a book can be used as unique bookmarks adding a literary touch to your reading experience,pages from a book can be used as unique bookmarks adding a literary touch to your reading experience,book,book,0.72731
130,131,creative,1 Turn it into a secret storage compartment by cutting out the pages and hiding valuables inside,turn it into a secret storage compartment by cutting out the pages and hiding valuables inside,book,book,1.31085
131,132,creative,2 Use it as a makeshift laptop stand to elevate your computer for better ergonomics,use it as a makeshift laptop stand to elevate your computer for better ergonomics,book,book,1.24251
132,133,creative,3 Create a unique piece of art by folding the pages into intricate designs,create a unique piece of art by folding the pages into intricate designs,book,book,0.6898
133,134,creative,4 Use it as a weight to hold down papers or fabric while crafting,use it as a weight to hold down papers or fabric while crafting,book,book,0.69432
134,135,creative,5 Turn it into a plant holder by cutting out the center and filling it with soil and a small plant,turn it into a plant holder by cutting out the center and filling it with soil and a small plant,book,book,1.22217
135,136,creative,6 Use it as a makeshift phone stand for handsfree video calls or watching movies,use it as a makeshift phone stand for handsfree video calls or watching movies,book,book,0.78133
136,137,creative,7 Turn it into a unique piece of furniture by stacking multiple books and adding a cushion on top for a makeshift seat,turn it into a unique piece of furniture by stacking multiple books and adding a cushion on top for a makeshift seat,book,book,1.21513
137,138,creative,8 Use it as a makeshift doorstop to keep doors from slamming shut,use it as a makeshift doorstop to keep doors from slamming shut,book,book,0.78044
138,139,creative,9 Turn it into a unique lampshade by cutting out the center and attaching it to a lamp base,turn it into a unique lampshade by cutting out the center and attaching it to a lamp base,book,book,0.7673300000000001
139,140,creative,10 Use it as a makeshift birdhouse by cutting out a hole in the center and attaching it to a tree or post,use it as a makeshift birdhouse by cutting out a hole in the center and attaching it to a tree or post,book,book,0.78103
140,141,creative,1 A book can be used as a makeshift laptop stand propping up the computer for better ergonomics,a book can be used as a makeshift laptop stand propping up the computer for better ergonomics,book,book,0.77996
141,142,creative,2 Pages from a book can be folded into origami shapes and used for decoration or as a unique gift,pages from a book can be folded into origami shapes and used for decoration or as a unique gift,book,book,0.70947
142,143,creative,3 A book can be hollowed out to create a secret compartment for storing small items,a book can be hollowed out to create a secret compartment for storing small items,book,book,1.21248
143,144,creative,4 Pages from a book can be used as wrapping paper for gifts,pages from a book can be used as wrapping paper for gifts,book,book,1.26227
144,145,creative,5 A book can be used as a makeshift doorstop,a book can be used as a makeshift doorstop,book,book,1.21982
145,146,creative,6 Pages from a book can be cut into strips and used for paper quilling a decorative art form,pages from a book can be cut into strips and used for paper quilling a decorative art form,book,book,0.7686
146,147,creative,7 A book can be used as a weight to hold down papers or fabric while crafting,a book can be used as a weight to hold down papers or fabric while crafting,book,book,1.3075700000000001
147,148,creative,8 Pages from a book can be used as a canvas for painting or drawing,pages from a book can be used as a canvas for painting or drawing,book,book,1.2263600000000001
148,149,creative,9 A book can be used as a prop in a photoshoot or as a background for flat lays,a book can be used as a prop in a photoshoot or as a background for flat lays,book,book,0.69194
149,150,creative,10 Pages from a book can be used to create a unique and personalized scrapbook,pages from a book can be used to create a unique and personalized scrapbook,book,book,0.76372
150,151,creative,1 A book can be used as a decorative item stacked on a shelf or coffee table to add color and texture to a room,a book can be used as a decorative item stacked on a shelf or coffee table to add color and texture to a room,book,book,0.78066
151,152,creative,2 Pages from a book can be used to create unique and personalized wrapping paper for gifts,pages from a book can be used to create unique and personalized wrapping paper for gifts,book,book,1.24154
152,153,creative,3 A book can be hollowed out and used as a secret storage compartment for small items,a book can be hollowed out and used as a secret storage compartment for small items,book,book,0.78522
153,154,creative,4 Pages from a book can be cut into shapes and used to create a unique and intricate paper art piece,pages from a book can be cut into shapes and used to create a unique and intricate paper art piece,book,book,1.30898
154,155,creative,5 A book can be used as a makeshift stand for a tablet or phone propping it up at a comfortable viewing angle,a book can be used as a makeshift stand for a tablet or phone propping it up at a comfortable viewing angle,book,book,0.78032
155,156,creative,6 Pages from a book can be used to create a unique and personalized scrapbook or journal,pages from a book can be used to create a unique and personalized scrapbook or journal,book,book,0.76319
156,157,creative,7 A book can be used as a makeshift doorstop or paperweight,a book can be used as a makeshift doorstop or paperweight,book,book,0.78042
157,158,creative,8 Pages from a book can be used to create a unique and personalized bookmark,pages from a book can be used to create a unique and personalized bookmark,book,book,0.71904
158,159,creative,9 A book can be used as a prop in a photoshoot or as a background for a flat lay,a book can be used as a prop in a photoshoot or as a background for a flat lay,book,book,0.8834
159,160,creative,10 Pages from a book can be used to create a unique and personalized collage or vision board,pages from a book can be used to create a unique and personalized collage or vision board,book,book,1.21554
160,161,creative,1 A book can be used as a makeshift laptop stand,a book can be used as a makeshift laptop stand,book,book,1.21672
161,162,creative,2 Pages from a book can be used to create unique and personalized gift wrapping,pages from a book can be used to create unique and personalized gift wrapping,book,book,1.24631
162,163,creative,3 A book can be hollowed out and used as a secret storage compartment,a book can be hollowed out and used as a secret storage compartment,book,book,1.20089
163,164,creative,4 Pages from a book can be folded into origami shapes to create unique decorations,pages from a book can be folded into origami shapes to create unique decorations,book,book,1.30861
164,165,creative,5 A book can be used as a makeshift doorstop,a book can be used as a makeshift doorstop,book,book,1.21982
165,166,creative,6 Pages from a book can be used as wallpaper for a small space such as a closet or bathroom,pages from a book can be used as wallpaper for a small space such as a closet or bathroom,book,book,1.2183
166,167,creative,7 A book can be used as a makeshift weight for exercise,a book can be used as a makeshift weight for exercise,book,book,0.78327
167,168,creative,8 Pages from a book can be cut into strips and used as bookmarks or to create a unique piece of jewelry,pages from a book can be cut into strips and used as bookmarks or to create a unique piece of jewelry,book,book,1.2624900000000001
168,169,creative,9 A book can be used as a makeshift level for hanging pictures or shelves,a book can be used as a makeshift level for hanging pictures or shelves,book,book,1.2186
169,170,creative,10 Pages from a book can be used to create a unique and personalized scrapbook,pages from a book can be used to create a unique and personalized scrapbook,book,book,0.76372
170,171,creative,1 A book can be used as a decorative item by stacking them up to create a unique piece of furniture,a book can be used as a decorative item by stacking them up to create a unique piece of furniture,book,book,1.23455
171,172,creative,2 A book can be used as a secret storage compartment by hollowing out the pages and hiding small items inside,a book can be used as a secret storage compartment by hollowing out the pages and hiding small items inside,book,book,0.73144
172,173,creative,3 A book can be used as a makeshift laptop stand by propping it up under the computer,a book can be used as a makeshift laptop stand by propping it up under the computer,book,book,1.22011
173,174,creative,4 A book can be used as a makeshift weight by holding it in each hand and doing arm curls,a book can be used as a makeshift weight by holding it in each hand and doing arm curls,book,book,1.21996
174,175,creative,5 A book can be used as a makeshift doorstop by placing it under a door to keep it open,a book can be used as a makeshift doorstop by placing it under a door to keep it open,book,book,1.2196
175,176,creative,6 A book can be used as a makeshift fan by fanning yourself with the pages,a book can be used as a makeshift fan by fanning yourself with the pages,book,book,1.21308
176,177,creative,7 A book can be used as a makeshift pillow by resting your head on it,a book can be used as a makeshift pillow by resting your head on it,book,book,0.77923
177,178,creative,8 A book can be used as a makeshift sunshade by holding it up to block the sun,a book can be used as a makeshift sunshade by holding it up to block the sun,book,book,1.21751
178,179,creative,9 A book can be used as a makeshift sled by sliding down a hill on it,a book can be used as a makeshift sled by sliding down a hill on it,book,book,1.2199200000000001
179,180,creative,10 A book can be used as a makeshift birdhouse by cutting a hole in the cover and filling it with birdseed,a book can be used as a makeshift birdhouse by cutting a hole in the cover and filling it with birdseed,book,book,0.7815
180,181,creative,1 Turn it into a secret hiding spot by cutting out the pages and placing small items inside,turn it into a secret hiding spot by cutting out the pages and placing small items inside,book,book,0.7744800000000001
181,182,creative,2 Use it as a makeshift laptop stand by propping it up under the computer,use it as a makeshift laptop stand by propping it up under the computer,book,book,0.77932
182,183,creative,3 Create a unique piece of art by folding the pages into intricate designs,create a unique piece of art by folding the pages into intricate designs,book,book,0.6898
183,184,creative,4 Use it as a makeshift doorstop,use it as a makeshift doorstop,book,book,0.7798499999999999
184,185,creative,5 Turn it into a plant holder by cutting out the center and placing a small potted plant inside,turn it into a plant holder by cutting out the center and placing a small potted plant inside,book,book,1.19616
185,186,creative,6 Use it as a makeshift weight for exercise by holding it while doing arm curls,use it as a makeshift weight for exercise by holding it while doing arm curls,book,book,1.22084
186,187,creative,7 Turn it into a decorative centerpiece by stacking several books and placing a vase of flowers on top,turn it into a decorative centerpiece by stacking several books and placing a vase of flowers on top,book,book,0.78179
187,188,creative,8 Use it as a makeshift phone stand by propping it up against a wall,use it as a makeshift phone stand by propping it up against a wall,book,book,0.7797499999999999
188,189,creative,9 Turn it into a unique lampshade by cutting out the center and placing it over a lamp,turn it into a unique lampshade by cutting out the center and placing it over a lamp,book,book,1.22315
189,190,creative,10 Use it as a makeshift tray by placing items on top of it and carrying them around,use it as a makeshift tray by placing items on top of it and carrying them around,book,book,1.2219
190,191,creative,1 A book can be used as a makeshift laptop stand to elevate the screen for better posture,a book can be used as a makeshift laptop stand to elevate the screen for better posture,book,book,1.25451
191,192,creative,2 Pages from a book can be folded into origami shapes to create unique decorations,pages from a book can be folded into origami shapes to create unique decorations,book,book,1.30861
192,193,creative,3 A book can be hollowed out to create a secret compartment for storing small items,a book can be hollowed out to create a secret compartment for storing small items,book,book,1.21248
193,194,creative,4 Pages from a book can be used as wrapping paper for gifts,pages from a book can be used as wrapping paper for gifts,book,book,1.26227
194,195,creative,5 A book can be used as a weight to hold down papers or fabric while crafting,a book can be used as a weight to hold down papers or fabric while crafting,book,book,1.3075700000000001
195,196,creative,6 Pages from a book can be cut into strips and woven together to create a unique bookmark,pages from a book can be cut into strips and woven together to create a unique bookmark,book,book,1.16783
196,197,creative,7 A book can be used as a makeshift doorstop,a book can be used as a makeshift doorstop,book,book,1.21982
197,198,creative,8 Pages from a book can be used as a canvas for painting or drawing,pages from a book can be used as a canvas for painting or drawing,book,book,1.2263600000000001
198,199,creative,9 A book can be used as a prop in a photoshoot or theatrical production,a book can be used as a prop in a photoshoot or theatrical production,book,book,1.24007
199,200,creative,10 Pages from a book can be cut into shapes and used to create a collage,pages from a book can be cut into shapes and used to create a collage,book,book,1.21209
200,201,creative,1 A book can be used as a makeshift laptop stand to elevate the screen to eye level,a book can be used as a makeshift laptop stand to elevate the screen to eye level,book,book,1.22832
201,202,creative,2 Pages from a book can be used to create unique and personalized gift wrapping paper,pages from a book can be used to create unique and personalized gift wrapping paper,book,book,0.74448
