...1,id,condition,response,response_clean,item,item_clean,SemDis_cbowukwacsubtitle_c_m,SemDis_cbowsubtitle_c_m,SemDis_cbowBNCwikiukwac_c_m,SemDis_TASA_c_m,SemDis_glove_c_m,SemDis_MEAN,SemDis_factor
19,20,creative,9 Create a unique and artistic book sculpture by folding and shaping the pages,create a unique and artistic book sculpture by folding and shaping the pages,book,book,0.89058,0.95229,0.98464,0.96585,0.72931,0.90453,1e-5
20,21,creative,10 Cut out the pages to create letter stencils for crafting or home decor,cut out the pages to create letter stencils for crafting or home decor,book,book,1.0961400000000001,1.05053,0.97673,0.96623,1.29417,1.07676,-2e-5
21,22,creative,1 Book planters  Hollow out the center of a hardcover book to create a unique planter for small plants,book planters hollow out the center of a hardcover book to create a unique planter for small plants,book,book,0.95518,0.89148,1.1379,0.96613,1.21971,1.03408,6e-5
22,23,creative,2 Bookshelf wallpaper  Use pages from old books to wallpaper a bookshelf creating a unique and literary display,bookshelf wallpaper use pages from old books to wallpaper a bookshelf creating a unique and literary display,book,book,0.9147,1.16769,0.93677,0.96614,0.6889799999999999,0.93486,-7e-5
23,24,creative,3 Book art  Cut and fold pages of a book to create intricate artworks such as paper sculptures or butterflies,book art cut and fold pages of a book to create intricate artworks such as paper sculptures or butterflies,book,book,0.90504,1.07823,1.05812,0.96618,0.78589,0.95869,-2e-5
24,25,creative,4 Book safes  Hollow out a thick book and turn it into a secret storage compartment to keep valuables hidden,book safes hollow out a thick book and turn it into a secret storage compartment to keep valuables hidden,book,book,0.89789,1.07921,1.13065,0.96613,0.69982,0.95474,-1e-5
25,26,creative,5 Book clutch  Use the cover of a hardcover book to create a clutch purse perfect for literary events,book clutch use the cover of a hardcover book to create a clutch purse perfect for literary events,book,book,0.82292,1.03101,0.84751,0.9661,0.78083,0.88967,-4e-5
26,27,creative,6 Book lamp  Drill a hole through the center of a book and insert a lamp fixture to create a unique reading lamp,book lamp drill a hole through the center of a book and insert a lamp fixture to create a unique reading lamp,book,book,1.11951,1.00441,0.97477,0.9661,1.21952,1.05686,-1e-5
27,28,creative,7 Book wind chimes  Cut pages of a book into strips and attach them to a wind chime frame to create a musical literary decoration,book wind chimes cut pages of a book into strips and attach them to a wind chime frame to create a musical literary decoration,book,book,1.05978,1.10179,1.03775,0.96613,1.26939,1.08697,-3e-5
28,29,creative,8 Book birdhouses  Use hardcover books to create unique birdhouses for feathered friends to call home,book birdhouses use hardcover books to create unique birdhouses for feathered friends to call home,book,book,0.94198,1.06127,0.95161,0.83704,1.23077,1.00453,-9.1e-4
29,30,creative,9 Book letters  Cut out letters from book pages to create unique and literary wall decorations or typography art,book letters cut out letters from book pages to create unique and literary wall decorations or typography art,book,book,1.04675,0.8637900000000001,1.13649,0.97061,0.78703,0.96093,9e-5
30,31,creative,10 Book hangers  Use the spine of a hardcover book to create a unique coat hook or hanger for bags and scarves,book hangers use the spine of a hardcover book to create a unique coat hook or hanger for bags and scarves,book,book,0.90584,0.97346,1.03811,0.96612,1.2196,1.02063,2e-5
31,32,creative,1 Turn it into a secret storage compartment by cutting out the pages to create a hollow space,turn it into a secret storage compartment by cutting out the pages to create a hollow space,book,book,1.09453,0.9808,1.02424,0.96613,0.77043,0.96723,1e-5
32,33,creative,2 Stack books to create a oneofakind end table,stack books to create a oneofakind end table,book,book,1.04728,0.93093,0.89009,0.95873,0.73036,0.91148,-5e-5
33,34,creative,3 Use it as a plant stand by placing a potted succulent or small plant on top of it,use it as a plant stand by placing a potted succulent or small plant on top of it,book,book,1.09475,1.05461,1.01471,0.96613,0.87033,1.00011,-2e-5
34,35,creative,4 Make a lamp shade by folding the pages in a certain way and attaching it to a lamp,make a lamp shade by folding the pages in a certain way and attaching it to a lamp,book,book,1.09702,1.01279,0.95984,0.96613,1.2222,1.0516,-1e-5
35,36,creative,5 Create a piece of wall art by framing a page from a book that has significance to you,create a piece of wall art by framing a page from a book that has significance to you,book,book,1.05109,1.05615,0.84646,0.96613,1.29913,1.04379,-4e-5
36,37,creative,6 Use it as a makeshift stepping stool to reach high shelves,use it as a makeshift stepping stool to reach high shelves,book,book,0.91422,1.02384,0.95875,0.96612,0.78,0.92859,-2e-5
37,38,creative,7 Turn it into a picture frame by cutting out sections of pages and inserting photos into each opening,turn it into a picture frame by cutting out sections of pages and inserting photos into each opening,book,book,0.91736,1.05331,1.04225,0.96617,1.22345,1.04051,-1e-5
38,39,creative,8 Use it as a makeshift doorstop to prevent doors from closing,use it as a makeshift doorstop to prevent doors from closing,book,book,1.14847,1.01981,0.98824,0.96617,1.2196500000000001,1.06847,-1e-5
39,40,creative,9 Make it into a birdhouse by cutting out a space in the pages and attaching a perch,make it into a birdhouse by cutting out a space in the pages and attaching a perch,book,book,0.90426,1.03636,0.97778,0.96613,1.13233,1.00337,-2e-5
40,41,creative,10 Use it as a decorative centerpiece by stacking a few books and placing candles and flowers on top,use it as a decorative centerpiece by stacking a few books and placing candles and flowers on top,book,book,1.09478,1.04093,1.00311,0.96613,1.21953,1.0649,-1e-5
41,42,creative,1 Use it as a sketchbook or journal to capture daily musings and inspirations,use it as a sketchbook or journal to capture daily musings and inspirations,book,book,0.95781,0.93405,0.95965,0.96613,1.29101,1.02173,2e-5
42,43,creative,2 Transform it into a plant pot by hollowing out the center and planting a small succulent or herb inside,transform it into a plant pot by hollowing out the center and planting a small succulent or herb inside,book,book,1.03833,1.01296,0.96963,0.96613,0.78667,0.95474,-1e-5
43,44,creative,3 Create a DIY phone or tablet stand by cutting out a portion of the pages and folding them into a triangular shape,create a diy phone or tablet stand by cutting out a portion of the pages and folding them into a triangular shape,book,book,0.90657,1.01499,1.0247,0.96613,1.25468,1.03341,0
44,45,creative,4 Use it as a weight to press flowers leaves or other small items,use it as a weight to press flowers leaves or other small items,book,book,0.90583,1.06859,1.06024,0.96613,0.77744,0.95565,-2e-5
45,46,creative,5 Turn it into a decorative piece by folding the pages into different patterns to create a unique 3D sculpture,turn it into a decorative piece by folding the pages into different patterns to create a unique d sculpture,book,book,1.11296,1.05411,1.0386,0.96613,0.77688,0.98974,-1e-5
46,47,creative,6 Make a hidden compartment by cutting the center of the pages and storing small items like jewelry photos or keepsakes,make a hidden compartment by cutting the center of the pages and storing small items like jewelry photos or keepsakes,book,book,1.094,1.05917,0.95557,0.96613,0.74403,0.96378,-3e-5
47,48,creative,7 Use it as a prop or background for a photoshoot or video shoot,use it as a prop or background for a photoshoot or video shoot,book,book,1.00872,1.01328,1.03433,0.96613,0.86605,0.9777,-0
48,49,creative,8 Create a personalized gift by turning it into a scrapbook filled with memories and photos,create a personalized gift by turning it into a scrapbook filled with memories and photos,book,book,0.89714,0.97531,0.95469,0.96613,1.22189,1.00303,0
49,50,creative,9 Use it as a makeshift fan on a hot day by fanning yourself with the pages,use it as a makeshift fan on a hot day by fanning yourself with the pages,book,book,1.10459,0.98706,1.04129,0.96613,0.78239,0.97629,1e-5
50,51,creative,10 Transform it into a unique piece of furniture by stacking multiple books together and securing them with adhesive,transform it into a unique piece of furniture by stacking multiple books together and securing them with adhesive,book,book,1.0345,0.96776,1.04826,0.96613,1.10245,1.02382,2e-5
51,52,creative,1 A book can be used as a makeshift laptop stand for improved ergonomics,a book can be used as a makeshift laptop stand for improved ergonomics,book,book,1.04737,0.93509,0.94701,0.96613,1.21552,1.02222,1e-5
52,53,creative,2 Cut out a section of pages to create a hidden compartment for storing small valuables like jewelry,cut out a section of pages to create a hidden compartment for storing small valuables like jewelry,book,book,1.0942,1.0699,0.94223,0.96613,0.74866,0.96422,-4e-5
53,54,creative,3 Create a book safe by gluing the pages together and cutting out a compartment inside,create a book safe by gluing the pages together and cutting out a compartment inside,book,book,0.9250700000000001,0.91988,0.9749099999999999,0.96613,1.26829,1.01086,2e-5
54,55,creative,4 Use the cover of a book as a unique picture frame,use the cover of a book as a unique picture frame,book,book,0.96562,1.13189,1.01897,0.96616,0.75596,0.96772,-4e-5
55,56,creative,5 Turn a book into a plant holder by cutting out a section of pages and filling it with soil and a small plant,turn a book into a plant holder by cutting out a section of pages and filling it with soil and a small plant,book,book,0.89425,1.03957,0.95247,0.96613,0.77733,0.92595,-3e-5
56,57,creative,6 Use old books as unique bookends for your bookshelf,use old books as unique bookends for your bookshelf,book,book,0.92905,1.06376,1.0957,0.97537,0.68886,0.95055,5e-5
57,58,creative,7 Create a DIY phone holder by cutting a slot into the pages of a book,create a diy phone holder by cutting a slot into the pages of a book,book,book,1.09756,0.99828,1.04848,0.96612,1.2109,1.06427,1e-5
58,59,creative,8 Use a book as a makeshift doorstop or paperweight,use a book as a makeshift doorstop or paperweight,book,book,1.02371,0.90191,1.06753,0.96934,0.78039,0.94858,6e-5
59,60,creative,9 Use the pages of a book as wrapping paper for gifts,use the pages of a book as wrapping paper for gifts,book,book,0.90913,0.93058,1.06486,0.96613,0.73853,0.92185,3e-5
60,61,creative,10 Turn a book into a unique lampshade by cutting out a section to fit over a lightbulb,turn a book into a unique lampshade by cutting out a section to fit over a lightbulb,book,book,0.96754,1.02922,0.96317,0.96613,0.77595,0.9404,-2e-5
61,62,creative,1 A book as a secret storage compartment to keep valuables or personal items hidden in plain sight,a book as a secret storage compartment to keep valuables or personal items hidden in plain sight,book,book,0.89327,1.06181,1.05243,0.96613,0.69091,0.93291,-2e-5
62,63,creative,2 A book as a unique and creative clock by removing the pages and attaching a clock mechanism to the spine,a book as a unique and creative clock by removing the pages and attaching a clock mechanism to the spine,book,book,1.03328,1.00578,1.03942,0.96613,1.30931,1.07078,1e-5
63,64,creative,3 A book as a plant pot by hollowing out the pages and planting small succulents or herbs inside,a book as a plant pot by hollowing out the pages and planting small succulents or herbs inside,book,book,1.09716,0.93159,0.9806,0.96613,1.2199,1.03908,2e-5
64,65,creative,4 A book as a pedestal or base for displaying an artistic sculpture or decorative item,a book as a pedestal or base for displaying an artistic sculpture or decorative item,book,book,0.8892599999999999,0.86577,1.04947,0.96571,1.21676,0.99739,5e-5
65,66,creative,5 A book as a decorative wall art piece by framing a favorite book cover or page,a book as a decorative wall art piece by framing a favorite book cover or page,book,book,0.8803799999999999,1.03057,1.01887,0.96621,1.2244,1.02409,-1e-5
66,67,creative,6 A book as a unique and educational lampshade by using pages from a book instead of a traditional shade,a book as a unique and educational lampshade by using pages from a book instead of a traditional shade,book,book,0.97232,0.99772,1.01466,0.96613,1.22107,1.03438,0
67,68,creative,7 A book as a creative and ecofriendly replacement for wrapping paper by wrapping gifts in pages from a favorite book,a book as a creative and ecofriendly replacement for wrapping paper by wrapping gifts in pages from a favorite book,book,book,0.9057999999999999,1.0684,1.078,0.96613,0.77805,0.95928,-1e-5
68,69,creative,8 A book as a creative and engaging children's toy by creating a bookthemed scavenger hunt or puzzle,a book as a creative and engaging childrens toy by creating a bookthemed scavenger hunt or puzzle,book,book,0.88209,1.05684,1.06584,0.96613,1.22536,1.03925,-1e-5
69,70,creative,9 A book as a creative and interactive guest book for a special event by having guests sign or leave messages on the pages,a book as a creative and interactive guest book for a special event by having guests sign or leave messages on the pages,book,book,1.08083,0.93066,0.90876,0.96613,0.78047,0.93337,0
70,71,creative,10 A book as a book club in a box by creating a curated selection of books along with discussion questions and snacks for a fun and interactive book club experience,a book as a book club in a box by creating a curated selection of books along with discussion questions and snacks for a fun and interactive book club experience,book,book,1.0593,1.02706,1.01345,0.96613,0.78042,0.96927,-1e-5
71,72,creative,1 Use a hollowedout book as a hidden safe for valuables,use a hollowedout book as a hidden safe for valuables,book,book,0.89103,0.99123000000000006,1.03291,0.96612,0.74884,0.92603,0
72,73,creative,2 Turn old books into DIY shelves or storage containers,turn old books into diy shelves or storage containers,book,book,0.90726,1.03883,1.11383,0.99564,1.20317,1.05175,2.1e-4
73,74,creative,3 Use a book as a makeshift laptop stand or monitor riser,use a book as a makeshift laptop stand or monitor riser,book,book,0.99301,1.0673300000000001,1.02247,0.96622,1.20893,1.05159,-2e-5
74,75,creative,4 Create unique paper art sculptures from book pages,create unique paper art sculptures from book pages,book,book,0.78662,0.7823,0.87225,0.97624,1.27349,0.93818,1.2e-4
75,76,creative,5 Fold book pages into origami shapes and use as decoration,fold book pages into origami shapes and use as decoration,book,book,1.08742,0.97123,0.97082,0.93459,0.73304,0.93942,-2.2e-4
76,77,creative,6 Use pages from old books as wrapping paper for gifts,use pages from old books as wrapping paper for gifts,book,book,1.10736,1.01875,1.11193,0.96264,1.26352,1.09284,-1e-5
77,78,creative,7 Use a book as a makeshift doorstop or paperweight,use a book as a makeshift doorstop or paperweight,book,book,1.02371,0.90191,1.06753,0.96934,0.78039,0.94858,6e-5
78,79,creative,8 Create book page garlands or bunting for parties or events,create book page garlands or bunting for parties or events,book,book,0.89699,0.96454,0.98897,1.03466,1.23405,1.02384,4.8e-4
79,80,creative,9 Use a book as a prop in a photoshoot or theatrical performance,use a book as a prop in a photoshoot or theatrical performance,book,book,1.1347800000000001,0.99388,1.13744,0.96612,1.24592,1.09563,3e-5
80,81,creative,10 Use a hardback book as a makeshift laptop cushion for comfortable typing,use a hardback book as a makeshift laptop cushion for comfortable typing,book,book,1.01535,0.97826,1.07175,0.96594,0.8105100000000001,0.96836,1e-5
81,82,creative,1 Book lamp hollow out the middle of a book and insert a lamp kit creating a unique and functional lamp,book lamp hollow out the middle of a book and insert a lamp kit creating a unique and functional lamp,book,book,0.91849,0.949,0.9954,0.96613,1.21956,1.00972,2e-5
82,83,creative,2 Secret storage hide small items such as keys or money within the pages of a hollowedout book,secret storage hide small items such as keys or money within the pages of a hollowedout book,book,book,1.09635,1.06395,1.02974,0.96613,1.22595,1.07642,-1e-5
83,84,creative,3 Book planter use a book as a creative container for plants by carving out the pages and filling it with soil,book planter use a book as a creative container for plants by carving out the pages and filling it with soil,book,book,0.9051400000000001,0.93765,0.95392,0.96613,1.2570700000000001,1.00398,1e-5
84,85,creative,4 Book clock use the cover of a book as the face for a clock kit resulting in a quirky and creative timepiece,book clock use the cover of a book as the face for a clock kit resulting in a quirky and creative timepiece,book,book,0.9051400000000001,0.9764,0.93171,0.96613,1.22015,0.99991,-0
85,86,creative,5 Book sculpture carve and manipulate the pages of a book to create an intricate sculpture or piece of art,book sculpture carve and manipulate the pages of a book to create an intricate sculpture or piece of art,book,book,1.09442,0.85727,1.03871,0.96613,0.75132,0.94157,5e-5
86,87,creative,6 Book purse turn a hardcover book into a stylish and functional purse by attaching a strap and lining the inside with fabric,book purse turn a hardcover book into a stylish and functional purse by attaching a strap and lining the inside with fabric,book,book,1.09479,0.99083,0.91733,0.96613,1.31005,1.05583,-1e-5
87,88,creative,7 Bookshelf design arrange books on a bookshelf to create a unique and eyecatching display such as arranging them in a pattern or forming a shape,bookshelf design arrange books on a bookshelf to create a unique and eyecatching display such as arranging them in a pattern or forming a shape,book,book,1.09468,0.95106,0.96419,0.96613,1.23654,1.04252,1e-5
88,89,creative,8 Book table stack books together and cover them with a piece of glass or plexiglass creating a truly unique coffee table,book table stack books together and cover them with a piece of glass or plexiglass creating a truly unique coffee table,book,book,1.09371,0.96972,0.91352,0.96613,1.22661,1.03394,-0
89,90,creative,9 Book birdhouse use a book cover as the roof and the pages as the walls to create an unconventional birdhouse,book birdhouse use a book cover as the roof and the pages as the walls to create an unconventional birdhouse,book,book,0.90526,0.9768,0.98921,0.96613,1.24943,1.01737,1e-5
90,91,creative,10 Bookmarks use pages from a book to create DIY bookmarks adding a personal touch to your reading experience,bookmarks use pages from a book to create diy bookmarks adding a personal touch to your reading experience,book,book,1.0881,1.03214,0.89625,0.96614,0.87888,0.9723,-3e-5
91,92,creative,1 A secret compartment Cut out the middle pages of a book to create a secret compartment for hiding small treasures keys or even a spare house key,a secret compartment cut out the middle pages of a book to create a secret compartment for hiding small treasures keys or even a spare house key,book,book,1.09472,0.98929,0.89551,0.96613,0.77473,0.94408,-2e-5
92,93,creative,2 A selfhelp journal Use a blank notebook or journal to create your own selfhelp program Write positive affirmations personal goals and inspiring quotes,a selfhelp journal use a blank notebook or journal to create your own selfhelp program write positive affirmations personal goals and inspiring quotes,book,book,0.79862,0.97497,0.96056,0.96597,1.27909,0.99584,0
93,94,creative,3 A plant holder Use a hollowedout book as a quirky planter for small succulent plants,a plant holder use a hollowedout book as a quirky planter for small succulent plants,book,book,1.08973,0.9434,0.95277,0.96606,1.20422,1.03124,1e-5
94,95,creative,4 Book art Turn old books into unique pieces of art by folding the pages into intricate designs or cutting shapes out of them,book art turn old books into unique pieces of art by folding the pages into intricate designs or cutting shapes out of them,book,book,1.09483,1.0164,1.01941,0.96613,0.74431,0.96822,-1e-5
95,96,creative,5 A book pillow Sew a pillow cover out of an old book cover for a literaryinspired accent to any room,a book pillow sew a pillow cover out of an old book cover for a literaryinspired accent to any room,book,book,0.90529,0.82808,1.00109,0.96613,0.76168,0.89245,5e-5
96,97,creative,6 A book lamp Cut a book into the shape of a lampshade and use it to create a cozy reading nook,a book lamp cut a book into the shape of a lampshade and use it to create a cozy reading nook,book,book,1.0273,0.97568,1.00503,0.96613,1.20573,1.03597,1e-5
97,98,creative,7 A book clutch Cut a book into the shape of a purse and add a strap for a unique clutch that's sure to turn heads,a book clutch cut a book into the shape of a purse and add a strap for a unique clutch thats sure to turn heads,book,book,1.03121,0.97755,1.03886,0.96613,1.2196,1.04667,1e-5
98,99,creative,8 A book table Stack books and use them as a side table or coffee table,a book table stack books and use them as a side table or coffee table,book,book,0.90583,0.9487,0.95614,0.96622,0.77352,0.91008,1e-5
99,100,creative,9 A book bookmark Cut out an interesting page from a book and laminate it to create a unique bookmark,a book bookmark cut out an interesting page from a book and laminate it to create a unique bookmark,book,book,1.17061,0.89999,0.91676,0.96613,1.22983,1.03666,2e-5
100,101,creative,10 A book sculpture Cut carve and shape books into sculptures that can be displayed on a bookshelf or used as a centerpiece,a book sculpture cut carve and shape books into sculptures that can be displayed on a bookshelf or used as a centerpiece,book,book,0.90445,0.97927,0.96245,0.96613,0.78069,0.9186,-0
101,102,creative,1 As a hiding spot for small valuables or as a secret storage compartment,as a hiding spot for small valuables or as a secret storage compartment,book,book,0.91335,1.05348,1.10117,0.96613,0.76022,0.95887,-0
102,103,creative,2 As a decorative centerpiece for a table or shelf,as a decorative centerpiece for a table or shelf,book,book,0.90547,1.0309,1.02293,0.96609,0.78106,0.94129,-1e-5
103,104,creative,3 As a makeshift laptop stand to improve ergonomics,as a makeshift laptop stand to improve ergonomics,book,book,1.01226,1.012,0.91168,0.9643,0.79198,0.93844,-4e-5
104,105,creative,4 As a makeshift doorstopper or wedge,as a makeshift doorstopper or wedge,book,book,0.98004,0.95118,1.01836,0.96442,0.85327,0.95345,0
105,106,creative,5 As a prop for a photoshoot or artistic display,as a prop for a photoshoot or artistic display,book,book,1.06462,1.00008,0.98661,0.96621,1.11006,1.02552,-0
106,107,creative,6 As the base for a DIY lamp or bookshelf,as the base for a diy lamp or bookshelf,book,book,0.90643,0.96528,1.06506,0.96615,0.79921,0.94043,2e-5
107,108,creative,7 As a unique collector's item or rare find that can increase in value over time,as a unique collectors item or rare find that can increase in value over time,book,book,0.91369,0.98301,0.96491,0.96613,0.78167,0.92188,-1e-5
108,109,creative,8 As a substitute for weights when exercising or doing yoga,as a substitute for weights when exercising or doing yoga,book,book,1.09524,0.93858,0.93814,0.96618,1.22915,1.03346,1e-5
109,110,creative,9 As a source of inspiration for creative writing drawing or designing,as a source of inspiration for creative writing drawing or designing,book,book,0.96034,0.93735,1.01323,0.96594,0.76561,0.92849,2e-5
110,111,creative,10 As a tool for learning a new language or subject matter,as a tool for learning a new language or subject matter,book,book,1.09827,1.06079,0.90885,0.96575,0.75634,0.958,-4e-5
111,112,creative,1 Bookend  Use a book to prop up other books on a shelf,bookend use a book to prop up other books on a shelf,book,book,1.09789,0.88853,1.01086,0.96615,0.89453,0.97159,4e-5
112,113,creative,2 Plant press  Place flowers or plants in between the pages of a large book to flatten and preserve them,plant press place flowers or plants in between the pages of a large book to flatten and preserve them,book,book,0.89957,1.00794,1.05671,0.96613,1.2197,1.03001,1e-5
113,114,creative,3 Secret stash  Use an old book with a hollowedout center to store small items or valuables,secret stash use an old book with a hollowedout center to store small items or valuables,book,book,0.90848,0.97384,0.97905,0.96615,0.77942,0.92139,0
114,115,creative,4 Decorative art  Fold the pages of a book to create a unique and intricate sculpture,decorative art fold the pages of a book to create a unique and intricate sculpture,book,book,0.90551,1.00034,0.96194,0.96613,0.76689,0.92016,-1e-5
115,116,creative,5 Phone stand  Use a book to prop up your phone or tablet for handsfree use,phone stand use a book to prop up your phone or tablet for handsfree use,book,book,1.12093,0.93737,1.03315,0.96613,1.16827,1.04517,3e-5
116,117,creative,6 DIY Kindle cover  Use an old book cover to create a custom case for your Kindle or tablet,diy kindle cover use an old book cover to create a custom case for your kindle or tablet,book,book,0.90764,1.00357,1.04058,0.96614,0.7805,0.93969,0
117,118,creative,7 Game board  Draw or stick pieces onto the pages of a book to create a fun game board,game board draw or stick pieces onto the pages of a book to create a fun game board,book,book,0.90435,1.00898,0.8967,0.96613,1.2198,0.99919,-2e-5
118,119,creative,8 DIY lampshade  Cut pages from a book and attach them to a lampshade frame for a unique and literary lamp,diy lampshade cut pages from a book and attach them to a lampshade frame for a unique and literary lamp,book,book,1.02499,0.98696,1.06065,0.96613,0.78239,0.96422,1e-5
119,120,creative,9 Marker holder  Use a book to store and organize your markers pens or other artistic supplies,marker holder use a book to store and organize your markers pens or other artistic supplies,book,book,1.04953,0.94882,0.95722,0.97183,1.22459,1.0304,5e-5
120,121,creative,10 Cookbook holder  Prop up a cookbook while you cook with a sturdy hardcover book,cookbook holder prop up a cookbook while you cook with a sturdy hardcover book,book,book,1.09488,0.94335,1.00202,0.94898,1.04962,1.00777,-1e-4
121,122,creative,1 A book can be used as a weight to hold down paper or fabric while cutting or sewing,a book can be used as a weight to hold down paper or fabric while cutting or sewing,book,book,1.08951,0.95449,1.02345,0.96613,1.28651,1.06402,2e-5
122,123,creative,2 A book can be hollowed out to create a secret hiding spot for valuables,a book can be hollowed out to create a secret hiding spot for valuables,book,book,0.91183,0.91393,0.92603,0.96613,0.78118,0.89982,1e-5
123,124,creative,3 A book can be turned into a lampshade by cutting out shapes or patterns and inserting a light source,a book can be turned into a lampshade by cutting out shapes or patterns and inserting a light source,book,book,1.07231,0.9567,0.99605,0.96613,1.25054,1.04835,1e-5
124,125,creative,4 A book can be used as a makeshift phone stand propping up the phone for handsfree viewing,a book can be used as a makeshift phone stand propping up the phone for handsfree viewing,book,book,1.08046,0.9674,1.04157,0.96613,0.77945,0.967,1e-5
125,126,creative,5 A book can be used as a makeshift laptop stand propping up the computer for better ergonomic positioning,a book can be used as a makeshift laptop stand propping up the computer for better ergonomic positioning,book,book,1.0954,0.91877,0.96646,0.96613,0.7806500000000001,0.94548,2e-5
126,127,creative,6 A book can be repurposed as a sketchbook with blank pages for drawings or doodles,a book can be repurposed as a sketchbook with blank pages for drawings or doodles,book,book,0.9954,1.06052,0.9082,0.96613,1.26719,1.03949,-3e-5
127,128,creative,7 A book can be turned into a decorative centerpiece by stacking several books and adding a vase of flowers or other objects on top,a book can be turned into a decorative centerpiece by stacking several books and adding a vase of flowers or other objects on top,book,book,0.90526,0.92322,1.04013,0.96613,0.78079,0.92311,3e-5
128,129,creative,8 A book can be used as a tool for meditation or mindfulness practice with guided prompts or poems to reflect on,a book can be used as a tool for meditation or mindfulness practice with guided prompts or poems to reflect on,book,book,1.07416,0.94771,1.04014,0.96613,1.22031,1.04969,2e-5
129,130,creative,9 A book can be used as a tool for learning a new skill or language with exercises or explanations for different concepts,a book can be used as a tool for learning a new skill or language with exercises or explanations for different concepts,book,book,0.89902,0.98472,1.04194,0.96613,1.22756,1.02387,1e-5
